region,sector,product
South,PET other packaging,PUR
South,PET other packaging,Other Plastics
South,PUR boards and panels rigid foam,"PE-LD, -LLD"
South,PUR boards and panels rigid foam,"PE-HD, -MD"
South,PUR boards and panels rigid foam,PP
South,PUR boards and panels rigid foam,PS
South,PUR boards and panels rigid foam,PS-E
South,PUR boards and panels rigid foam,PVC
South,PUR boards and panels rigid foam,PET
South,PUR boards and panels rigid foam,"ABS, SAN"
South,PUR boards and panels rigid foam,PMMA
South,PUR boards and panels rigid foam,"PA (PA6, PA66)"
South,PUR boards and panels rigid foam,PC
South,PUR boards and panels rigid foam,Other Thermoplastics
South,PUR boards and panels rigid foam,PUR
South,PUR boards and panels rigid foam,Other Plastics
South,PUR moulded automotive,"PE-LD, -LLD"
South,PUR moulded automotive,"PE-HD, -MD"
South,PUR moulded automotive,PP
South,PUR moulded automotive,PS
South,PUR moulded automotive,PS-E
South,PUR moulded automotive,PVC
South,PUR moulded automotive,PET
South,PUR moulded automotive,"ABS, SAN"
South,PUR moulded automotive,PMMA
South,PUR moulded automotive,"PA (PA6, PA66)"
South,PUR moulded automotive,PC
South,PUR moulded automotive,Other Thermoplastics
South,PUR moulded automotive,PUR
South,PUR moulded automotive,Other Plastics
South,PUR moulded furniture,"PE-LD, -LLD"
South,PUR moulded furniture,"PE-HD, -MD"
South,PUR moulded furniture,PP
South,PUR moulded furniture,PS
South,PUR moulded furniture,PS-E
South,PUR moulded furniture,PVC
South,PUR moulded furniture,PET
South,PUR moulded furniture,"ABS, SAN"
South,PUR moulded furniture,PMMA
South,PUR moulded furniture,"PA (PA6, PA66)"
South,PUR moulded furniture,PC
South,PUR moulded furniture,Other Thermoplastics
South,PUR moulded furniture,PUR
South,PUR moulded furniture,Other Plastics
South,PUR others in Automotive,"PE-LD, -LLD"
South,PUR others in Automotive,"PE-HD, -MD"
South,PUR others in Automotive,PP
South,PUR others in Automotive,PS
South,PUR others in Automotive,PS-E
South,PUR others in Automotive,PVC
South,PUR others in Automotive,PET
South,PUR others in Automotive,"ABS, SAN"
South,PUR others in Automotive,PMMA
South,PUR others in Automotive,"PA (PA6, PA66)"
South,PUR others in Automotive,PC
South,PUR others in Automotive,Other Thermoplastics
South,PUR others in Automotive,PUR
South,PUR others in Automotive,Other Plastics
South,PUR others in Others,"PE-LD, -LLD"
South,PUR others in Others,"PE-HD, -MD"
South,PUR others in Others,PP
South,PUR others in Others,PS
South,PUR others in Others,PS-E
South,PUR others in Others,PVC
South,PUR others in Others,PET
South,PUR others in Others,"ABS, SAN"
South,PUR others in Others,PMMA
South,PUR others in Others,"PA (PA6, PA66)"
South,PUR others in Others,PC
South,PUR others in Others,Other Thermoplastics
South,PUR others in Others,PUR
South,PUR others in Others,Other Plastics
South,PUR rigid spray foam,"PE-LD, -LLD"
South,PUR rigid spray foam,"PE-HD, -MD"
South,PUR rigid spray foam,PP
South,PUR rigid spray foam,PS
South,PUR rigid spray foam,PS-E
South,PUR rigid spray foam,PVC
South,PUR rigid spray foam,PET
South,PUR rigid spray foam,"ABS, SAN"
South,PUR rigid spray foam,PMMA
South,PUR rigid spray foam,"PA (PA6, PA66)"
South,PUR rigid spray foam,PC
South,PUR rigid spray foam,Other Thermoplastics
South,PUR rigid spray foam,PUR
South,PUR rigid spray foam,Other Plastics
South,PUR slabstock furniture,"PE-LD, -LLD"
South,PUR slabstock furniture,"PE-HD, -MD"
South,PUR slabstock furniture,PP
South,PUR slabstock furniture,PS
South,PUR slabstock furniture,PS-E
South,PUR slabstock furniture,PVC
South,PUR slabstock furniture,PET
South,PUR slabstock furniture,"ABS, SAN"
South,PUR slabstock furniture,PMMA
South,PUR slabstock furniture,"PA (PA6, PA66)"
South,PUR slabstock furniture,PC
South,PUR slabstock furniture,Other Thermoplastics
South,PUR slabstock furniture,PUR
South,PUR slabstock furniture,Other Plastics
South,PUR slabstock mattresses,"PE-LD, -LLD"
South,PUR slabstock mattresses,"PE-HD, -MD"
South,PUR slabstock mattresses,PP
South,PUR slabstock mattresses,PS
South,PUR slabstock mattresses,PS-E
South,PUR slabstock mattresses,PVC
South,PUR slabstock mattresses,PET
South,PUR slabstock mattresses,"ABS, SAN"
South,PUR slabstock mattresses,PMMA
South,PUR slabstock mattresses,"PA (PA6, PA66)"
South,PUR slabstock mattresses,PC
South,PUR slabstock mattresses,Other Thermoplastics
South,PUR slabstock mattresses,PUR
South,PUR slabstock mattresses,Other Plastics
South,PVC others in B&C,"PE-LD, -LLD"
South,PVC others in B&C,"PE-HD, -MD"
South,PVC others in B&C,PP
South,PVC others in B&C,PS
South,PVC others in B&C,PS-E
South,PVC others in B&C,PVC
South,PVC others in B&C,PET
South,PVC others in B&C,"ABS, SAN"
South,PVC others in B&C,PMMA
South,PVC others in B&C,"PA (PA6, PA66)"
South,PVC others in B&C,PC
South,PVC others in B&C,Other Thermoplastics
South,PVC others in B&C,PUR
South,PVC others in B&C,Other Plastics
South,PVC pipes,"PE-LD, -LLD"
South,PVC pipes,"PE-HD, -MD"
South,PVC pipes,PP
South,PVC pipes,PS
South,PVC pipes,PS-E
South,PVC pipes,PVC
South,PVC pipes,PET
South,PVC pipes,"ABS, SAN"
South,PVC pipes,PMMA
South,PVC pipes,"PA (PA6, PA66)"
South,PVC pipes,PC
South,PVC pipes,Other Thermoplastics
South,PVC pipes,PUR
South,PVC pipes,Other Plastics
South,PVC profiles,"PE-LD, -LLD"
South,PVC profiles,"PE-HD, -MD"
South,PVC profiles,PP
South,PVC profiles,PS
South,PVC profiles,PS-E
South,PVC profiles,PVC
South,PVC profiles,PET
South,PVC profiles,"ABS, SAN"
South,PVC profiles,PMMA
South,PVC profiles,"PA (PA6, PA66)"
South,PVC profiles,PC
South,PVC profiles,Other Thermoplastics
South,PVC profiles,PUR
South,PVC profiles,Other Plastics
West,Agriculture,"PE-LD, -LLD"
West,Agriculture,"PE-HD, -MD"
West,Agriculture,PP
West,Agriculture,PS
West,Agriculture,PS-E
West,Agriculture,PVC
West,Agriculture,PET
West,Agriculture,"ABS, SAN"
West,Agriculture,PMMA
West,Agriculture,"PA (PA6, PA66)"
West,Agriculture,PC
West,Agriculture,Other Thermoplastics
West,Agriculture,PUR
West,Agriculture,Other Plastics
West,Automotive,"PE-LD, -LLD"
West,Automotive,"PE-HD, -MD"
West,Automotive,PP
West,Automotive,PS
West,Automotive,PS-E
West,Automotive,PVC
West,Automotive,PET
West,Automotive,"ABS, SAN"
West,Automotive,PMMA
West,Automotive,"PA (PA6, PA66)"
West,Automotive,PC
West,Automotive,Other Thermoplastics
West,Automotive,PUR
West,Automotive,Other Plastics
West,Building and Construction,"PE-LD, -LLD"
West,Building and Construction,"PE-HD, -MD"
West,Building and Construction,PP
West,Building and Construction,PS
West,Building and Construction,PS-E
West,Building and Construction,PVC
West,Building and Construction,PET
West,Building and Construction,"ABS, SAN"
West,Building and Construction,PMMA
West,Building and Construction,"PA (PA6, PA66)"
West,Building and Construction,PC
West,Building and Construction,Other Thermoplastics
West,Building and Construction,PUR
West,Building and Construction,Other Plastics
West,Commercial & industrial packaging,"PE-LD, -LLD"
West,Commercial & industrial packaging,"PE-HD, -MD"
West,Commercial & industrial packaging,PP
West,Commercial & industrial packaging,PS
West,Commercial & industrial packaging,PS-E
West,Commercial & industrial packaging,PVC
West,Commercial & industrial packaging,PET
West,Commercial & industrial packaging,"ABS, SAN"
West,Commercial & industrial packaging,PMMA
West,Commercial & industrial packaging,"PA (PA6, PA66)"
West,Commercial & industrial packaging,PC
West,Commercial & industrial packaging,Other Thermoplastics
West,Commercial & industrial packaging,PUR
West,Commercial & industrial packaging,Other Plastics
West,Electrical and Electronics,"PE-LD, -LLD"
West,Electrical and Electronics,"PE-HD, -MD"
West,Electrical and Electronics,PP
West,Electrical and Electronics,PS
West,Electrical and Electronics,PS-E
West,Electrical and Electronics,PVC
West,Electrical and Electronics,PET
West,Electrical and Electronics,"ABS, SAN"
West,Electrical and Electronics,PMMA
West,Electrical and Electronics,"PA (PA6, PA66)"
West,Electrical and Electronics,PC
West,Electrical and Electronics,Other Thermoplastics
West,Electrical and Electronics,PUR
West,Electrical and Electronics,Other Plastics
West,EPS ETICS,"PE-LD, -LLD"
West,EPS ETICS,"PE-HD, -MD"
West,EPS ETICS,PP
West,EPS ETICS,PS
West,EPS ETICS,PS-E
West,EPS ETICS,PVC
West,EPS ETICS,PET
West,EPS ETICS,"ABS, SAN"
West,EPS ETICS,PMMA
West,EPS ETICS,"PA (PA6, PA66)"
West,EPS ETICS,PC
West,EPS ETICS,Other Thermoplastics
West,EPS ETICS,PUR
West,EPS ETICS,Other Plastics
West,EPS flat roof,"PE-LD, -LLD"
West,EPS flat roof,"PE-HD, -MD"
West,EPS flat roof,PP
West,EPS flat roof,PS
West,EPS flat roof,PS-E
West,EPS flat roof,PVC
West,EPS flat roof,PET
West,EPS flat roof,"ABS, SAN"
West,EPS flat roof,PMMA
West,EPS flat roof,"PA (PA6, PA66)"
West,EPS flat roof,PC
West,EPS flat roof,Other Thermoplastics
West,EPS flat roof,PUR
West,EPS flat roof,Other Plastics
West,EPS flooring,"PE-LD, -LLD"
West,EPS flooring,"PE-HD, -MD"
West,EPS flooring,PP
West,EPS flooring,PS
West,EPS flooring,PS-E
West,EPS flooring,PVC
West,EPS flooring,PET
West,EPS flooring,"ABS, SAN"
West,EPS flooring,PMMA
West,EPS flooring,"PA (PA6, PA66)"
West,EPS flooring,PC
West,EPS flooring,Other Thermoplastics
West,EPS flooring,PUR
West,EPS flooring,Other Plastics
West,EPS others in B&C,"PE-LD, -LLD"
West,EPS others in B&C,"PE-HD, -MD"
West,EPS others in B&C,PP
West,EPS others in B&C,PS
West,EPS others in B&C,PS-E
West,EPS others in B&C,PVC
West,EPS others in B&C,PET
West,EPS others in B&C,"ABS, SAN"
West,EPS others in B&C,PMMA
West,EPS others in B&C,"PA (PA6, PA66)"
West,EPS others in B&C,PC
West,EPS others in B&C,Other Thermoplastics
West,EPS others in B&C,PUR
West,EPS others in B&C,Other Plastics
West,EPS perimeter,"PE-LD, -LLD"
West,EPS perimeter,"PE-HD, -MD"
West,EPS perimeter,PP
West,EPS perimeter,PS
West,EPS perimeter,PS-E
West,EPS perimeter,PVC
West,EPS perimeter,PET
West,EPS perimeter,"ABS, SAN"
West,EPS perimeter,PMMA
West,EPS perimeter,"PA (PA6, PA66)"
West,EPS perimeter,PC
West,EPS perimeter,Other Thermoplastics
West,EPS perimeter,PUR
West,EPS perimeter,Other Plastics
West,Household packaging,"PE-LD, -LLD"
West,Household packaging,"PE-HD, -MD"
West,Household packaging,PP
West,Household packaging,PS
West,Household packaging,PS-E
West,Household packaging,PVC
West,Household packaging,PET
West,Household packaging,"ABS, SAN"
West,Household packaging,PMMA
West,Household packaging,"PA (PA6, PA66)"
West,Household packaging,PC
West,Household packaging,Other Thermoplastics
West,Household packaging,PUR
West,Household packaging,Other Plastics
West,"Household, Leisure, Sports","PE-LD, -LLD"
West,"Household, Leisure, Sports","PE-HD, -MD"
West,"Household, Leisure, Sports",PP
West,"Household, Leisure, Sports",PS
West,"Household, Leisure, Sports",PS-E
West,"Household, Leisure, Sports",PVC
West,"Household, Leisure, Sports",PET
West,"Household, Leisure, Sports","ABS, SAN"
West,"Household, Leisure, Sports",PMMA
West,"Household, Leisure, Sports","PA (PA6, PA66)"
West,"Household, Leisure, Sports",PC
West,"Household, Leisure, Sports",Other Thermoplastics
West,"Household, Leisure, Sports",PUR
West,"Household, Leisure, Sports",Other Plastics
West,Others,"PE-LD, -LLD"
West,Others,"PE-HD, -MD"
West,Others,PP
West,Others,PS
West,Others,PS-E
West,Others,PVC
West,Others,PET
West,Others,"ABS, SAN"
West,Others,PMMA
West,Others,"PA (PA6, PA66)"
West,Others,PC
West,Others,Other Thermoplastics
West,Others,PUR
West,Others,Other Plastics
West,Packaging,"PE-LD, -LLD"
West,Packaging,"PE-HD, -MD"
West,Packaging,PP
West,Packaging,PS
West,Packaging,PS-E
West,Packaging,PVC
West,Packaging,PET
West,Packaging,"ABS, SAN"
West,Packaging,PMMA
West,Packaging,"PA (PA6, PA66)"
West,Packaging,PC
West,Packaging,Other Thermoplastics
West,Packaging,PUR
West,Packaging,Other Plastics
West,PET beverage bottles,"PE-LD, -LLD"
West,PET beverage bottles,"PE-HD, -MD"
West,PET beverage bottles,PP
West,PET beverage bottles,PS
West,PET beverage bottles,PS-E
West,PET beverage bottles,PVC
West,PET beverage bottles,PET
West,PET beverage bottles,"ABS, SAN"
West,PET beverage bottles,PMMA
West,PET beverage bottles,"PA (PA6, PA66)"
West,PET beverage bottles,PC
West,PET beverage bottles,Other Thermoplastics
West,PET beverage bottles,PUR
West,PET beverage bottles,Other Plastics
West,PET other packaging,"PE-LD, -LLD"
West,PET other packaging,"PE-HD, -MD"
West,PET other packaging,PP
West,PET other packaging,PS
West,PET other packaging,PS-E
West,PET other packaging,PVC
West,PET other packaging,PET
West,PET other packaging,"ABS, SAN"
West,PET other packaging,PMMA
West,PET other packaging,"PA (PA6, PA66)"
West,PET other packaging,PC
West,PET other packaging,Other Thermoplastics
West,PET other packaging,PUR
West,PET other packaging,Other Plastics
West,PUR boards and panels rigid foam,"PE-LD, -LLD"
West,PUR boards and panels rigid foam,"PE-HD, -MD"
West,PUR boards and panels rigid foam,PP
West,PUR boards and panels rigid foam,PS
West,PUR boards and panels rigid foam,PS-E
West,PUR boards and panels rigid foam,PVC
West,PUR boards and panels rigid foam,PET
West,PUR boards and panels rigid foam,"ABS, SAN"
West,PUR boards and panels rigid foam,PMMA
West,PUR boards and panels rigid foam,"PA (PA6, PA66)"
West,PUR boards and panels rigid foam,PC
West,PUR boards and panels rigid foam,Other Thermoplastics
West,PUR boards and panels rigid foam,PUR
West,PUR boards and panels rigid foam,Other Plastics
West,PUR moulded automotive,"PE-LD, -LLD"
West,PUR moulded automotive,"PE-HD, -MD"
West,PUR moulded automotive,PP
West,PUR moulded automotive,PS
West,PUR moulded automotive,PS-E
West,PUR moulded automotive,PVC
West,PUR moulded automotive,PET
West,PUR moulded automotive,"ABS, SAN"
West,PUR moulded automotive,PMMA
West,PUR moulded automotive,"PA (PA6, PA66)"
West,PUR moulded automotive,PC
West,PUR moulded automotive,Other Thermoplastics
West,PUR moulded automotive,PUR
West,PUR moulded automotive,Other Plastics
West,PUR moulded furniture,"PE-LD, -LLD"
West,PUR moulded furniture,"PE-HD, -MD"
West,PUR moulded furniture,PP
West,PUR moulded furniture,PS
West,PUR moulded furniture,PS-E
West,PUR moulded furniture,PVC
West,PUR moulded furniture,PET
West,PUR moulded furniture,"ABS, SAN"
West,PUR moulded furniture,PMMA
West,PUR moulded furniture,"PA (PA6, PA66)"
West,PUR moulded furniture,PC
West,PUR moulded furniture,Other Thermoplastics
West,PUR moulded furniture,PUR
West,PUR moulded furniture,Other Plastics
West,PUR others in Automotive,"PE-LD, -LLD"
West,PUR others in Automotive,"PE-HD, -MD"
West,PUR others in Automotive,PP
West,PUR others in Automotive,PS
West,PUR others in Automotive,PS-E
West,PUR others in Automotive,PVC
West,PUR others in Automotive,PET
West,PUR others in Automotive,"ABS, SAN"
West,PUR others in Automotive,PMMA
West,PUR others in Automotive,"PA (PA6, PA66)"
West,PUR others in Automotive,PC
West,PUR others in Automotive,Other Thermoplastics
West,PUR others in Automotive,PUR
West,PUR others in Automotive,Other Plastics
West,PUR others in Others,"PE-LD, -LLD"
West,PUR others in Others,"PE-HD, -MD"
West,PUR others in Others,PP
West,PUR others in Others,PS
West,PUR others in Others,PS-E
West,PUR others in Others,PVC
West,PUR others in Others,PET
West,PUR others in Others,"ABS, SAN"
West,PUR others in Others,PMMA
West,PUR others in Others,"PA (PA6, PA66)"
West,PUR others in Others,PC
West,PUR others in Others,Other Thermoplastics
West,PUR others in Others,PUR
West,PUR others in Others,Other Plastics
West,PUR rigid spray foam,"PE-LD, -LLD"
West,PUR rigid spray foam,"PE-HD, -MD"
West,PUR rigid spray foam,PP
West,PUR rigid spray foam,PS
West,PUR rigid spray foam,PS-E
West,PUR rigid spray foam,PVC
West,PUR rigid spray foam,PET
West,PUR rigid spray foam,"ABS, SAN"
West,PUR rigid spray foam,PMMA
West,PUR rigid spray foam,"PA (PA6, PA66)"
West,PUR rigid spray foam,PC
West,PUR rigid spray foam,Other Thermoplastics
West,PUR rigid spray foam,PUR
West,PUR rigid spray foam,Other Plastics
West,PUR slabstock furniture,"PE-LD, -LLD"
West,PUR slabstock furniture,"PE-HD, -MD"
West,PUR slabstock furniture,PP
West,PUR slabstock furniture,PS
West,PUR slabstock furniture,PS-E
West,PUR slabstock furniture,PVC
West,PUR slabstock furniture,PET
West,PUR slabstock furniture,"ABS, SAN"
West,PUR slabstock furniture,PMMA
West,PUR slabstock furniture,"PA (PA6, PA66)"
West,PUR slabstock furniture,PC
West,PUR slabstock furniture,Other Thermoplastics
West,PUR slabstock furniture,PUR
West,PUR slabstock furniture,Other Plastics
West,PUR slabstock mattresses,"PE-LD, -LLD"
West,PUR slabstock mattresses,"PE-HD, -MD"
West,PUR slabstock mattresses,PP
West,PUR slabstock mattresses,PS
West,PUR slabstock mattresses,PS-E
West,PUR slabstock mattresses,PVC
West,PUR slabstock mattresses,PET
West,PUR slabstock mattresses,"ABS, SAN"
West,PUR slabstock mattresses,PMMA
West,PUR slabstock mattresses,"PA (PA6, PA66)"
West,PUR slabstock mattresses,PC
West,PUR slabstock mattresses,Other Thermoplastics
West,PUR slabstock mattresses,PUR
West,PUR slabstock mattresses,Other Plastics
West,PVC others in B&C,"PE-LD, -LLD"
West,PVC others in B&C,"PE-HD, -MD"
West,PVC others in B&C,PP
West,PVC others in B&C,PS
West,PVC others in B&C,PS-E
West,PVC others in B&C,PVC
West,PVC others in B&C,PET
West,PVC others in B&C,"ABS, SAN"
West,PVC others in B&C,PMMA
West,PVC others in B&C,"PA (PA6, PA66)"
West,PVC others in B&C,PC
West,PVC others in B&C,Other Thermoplastics
West,PVC others in B&C,PUR
West,PVC others in B&C,Other Plastics
West,PVC pipes,"PE-LD, -LLD"
West,PVC pipes,"PE-HD, -MD"
West,PVC pipes,PP
West,PVC pipes,PS
West,PVC pipes,PS-E
West,PVC pipes,PVC
West,PVC pipes,PET
West,PVC pipes,"ABS, SAN"
West,PVC pipes,PMMA
West,PVC pipes,"PA (PA6, PA66)"
West,PVC pipes,PC
West,PVC pipes,Other Thermoplastics
West,PVC pipes,PUR
West,PVC pipes,Other Plastics
West,PVC profiles,"PE-LD, -LLD"
West,PVC profiles,"PE-HD, -MD"
West,PVC profiles,PP
West,PVC profiles,PS
West,PVC profiles,PS-E
West,PVC profiles,PVC
West,PVC profiles,PET
West,PVC profiles,"ABS, SAN"
West,PVC profiles,PMMA
West,PVC profiles,"PA (PA6, PA66)"
West,PVC profiles,PC
West,PVC profiles,Other Thermoplastics
West,PVC profiles,PUR
West,PVC profiles,Other Plastics
