Time,Region,Glass product,value
2028,POL,Other glass,0.0
2028,PRT,Flat glass,6234791.2906395225
2028,PRT,Container glass,0.0
2028,PRT,Other glass,0.0
2028,ROU,Flat glass,6072129.232100801
2028,ROU,Container glass,0.0
2028,ROU,Other glass,0.0
2028,SVK,Flat glass,2201961.087476091
2028,SVK,Container glass,0.0
2028,SVK,Other glass,0.0
2028,SVN,Flat glass,1020558.3799959092
2028,SVN,Container glass,0.0
2028,SVN,Other glass,0.0
2028,SWE,Flat glass,8718547.522753136
2028,SWE,Container glass,0.0
2028,SWE,Other glass,0.0
2029,AUT,Flat glass,6694975.25989981
2029,AUT,Container glass,0.0
2029,AUT,Other glass,0.0
2029,BEL,Flat glass,5255779.580445883
2029,BEL,Container glass,0.0
2029,BEL,Other glass,0.0
2029,BGR,Flat glass,4368527.804333801
2029,BGR,Container glass,0.0
2029,BGR,Other glass,0.0
2029,CYP,Flat glass,272916.33318906056
2029,CYP,Container glass,0.0
2029,CYP,Other glass,0.0
2029,CZE,Flat glass,4317392.669444048
2029,CZE,Container glass,0.0
2029,CZE,Other glass,0.0
2029,DEU,Flat glass,94579382.55778402
2029,DEU,Container glass,0.0
2029,DEU,Other glass,0.0
2029,DNK,Flat glass,3973213.4472415806
2029,DNK,Container glass,0.0
2029,DNK,Other glass,0.0
2029,ESP,Flat glass,18038461.69308075
2029,ESP,Container glass,0.0
2029,ESP,Other glass,0.0
2029,EST,Flat glass,766854.1469497307
2029,EST,Container glass,0.0
2029,EST,Other glass,0.0
2029,FIN,Flat glass,2602886.014414075
2029,FIN,Container glass,0.0
2029,FIN,Other glass,0.0
2029,FRA,Flat glass,50670967.9102131
2029,FRA,Container glass,0.0
2029,FRA,Other glass,0.0
2029,GBR,Flat glass,28804771.98034428
2029,GBR,Container glass,0.0
2029,GBR,Other glass,0.0
2029,GRC,Flat glass,6190513.724400596
2029,GRC,Container glass,0.0
2029,GRC,Other glass,0.0
