region,time,sector,polymer,waste_category,value
North,2050,EPS flat roof,PS-E,Mechanical recycling,0.5
North,2020,EPS flooring,PS-E,Mechanical recycling,0.09
North,2025,EPS flooring,PS-E,Mechanical recycling,0.24
North,2030,EPS flooring,PS-E,Mechanical recycling,0.39
North,2035,EPS flooring,PS-E,Mechanical recycling,0.5
North,2040,EPS flooring,PS-E,Mechanical recycling,0.5
North,2045,EPS flooring,PS-E,Mechanical recycling,0.5
North,2050,EPS flooring,PS-E,Mechanical recycling,0.5
North,2020,EPS perimeter,PS-E,Mechanical recycling,0.09
North,2025,EPS perimeter,PS-E,Mechanical recycling,0.24
North,2030,EPS perimeter,PS-E,Mechanical recycling,0.39
North,2035,EPS perimeter,PS-E,Mechanical recycling,0.5
North,2040,EPS perimeter,PS-E,Mechanical recycling,0.5
North,2045,EPS perimeter,PS-E,Mechanical recycling,0.5
North,2050,EPS perimeter,PS-E,Mechanical recycling,0.5
North,2020,EPS others in B&C,PS-E,Mechanical recycling,0.09
North,2025,EPS others in B&C,PS-E,Mechanical recycling,0.24
North,2030,EPS others in B&C,PS-E,Mechanical recycling,0.39
North,2035,EPS others in B&C,PS-E,Mechanical recycling,0.5
North,2040,EPS others in B&C,PS-E,Mechanical recycling,0.5
North,2045,EPS others in B&C,PS-E,Mechanical recycling,0.5
North,2050,EPS others in B&C,PS-E,Mechanical recycling,0.5
North,2020,PVC pipes,PVC,Mechanical recycling,0.75
North,2025,PVC pipes,PVC,Mechanical recycling,0.79
North,2030,PVC pipes,PVC,Mechanical recycling,0.84
North,2035,PVC pipes,PVC,Mechanical recycling,0.88
North,2040,PVC pipes,PVC,Mechanical recycling,0.9
North,2045,PVC pipes,PVC,Mechanical recycling,0.9
North,2050,PVC pipes,PVC,Mechanical recycling,0.9
North,2020,PVC profiles,PVC,Mechanical recycling,0.75
North,2025,PVC profiles,PVC,Mechanical recycling,0.79
North,2030,PVC profiles,PVC,Mechanical recycling,0.84
North,2035,PVC profiles,PVC,Mechanical recycling,0.88
North,2040,PVC profiles,PVC,Mechanical recycling,0.9
North,2045,PVC profiles,PVC,Mechanical recycling,0.9
North,2050,PVC profiles,PVC,Mechanical recycling,0.9
North,2020,PVC others in B&C,PVC,Mechanical recycling,0.75
North,2025,PVC others in B&C,PVC,Mechanical recycling,0.79
North,2030,PVC others in B&C,PVC,Mechanical recycling,0.84
North,2035,PVC others in B&C,PVC,Mechanical recycling,0.88
North,2040,PVC others in B&C,PVC,Mechanical recycling,0.9
North,2045,PVC others in B&C,PVC,Mechanical recycling,0.9
North,2050,PVC others in B&C,PVC,Mechanical recycling,0.9
North,2020,PUR rigid spray foam,PUR,Mechanical recycling,0.0
North,2025,PUR rigid spray foam,PUR,Mechanical recycling,0.0
North,2030,PUR rigid spray foam,PUR,Mechanical recycling,0.0
North,2035,PUR rigid spray foam,PUR,Mechanical recycling,0.0
North,2040,PUR rigid spray foam,PUR,Mechanical recycling,0.0
North,2045,PUR rigid spray foam,PUR,Mechanical recycling,0.0
North,2050,PUR rigid spray foam,PUR,Mechanical recycling,0.0
North,2020,PUR boards and panels rigid foam,PUR,Mechanical recycling,0.0
North,2025,PUR boards and panels rigid foam,PUR,Mechanical recycling,0.0
North,2030,PUR boards and panels rigid foam,PUR,Mechanical recycling,0.0
North,2035,PUR boards and panels rigid foam,PUR,Mechanical recycling,0.0
North,2040,PUR boards and panels rigid foam,PUR,Mechanical recycling,0.0
North,2045,PUR boards and panels rigid foam,PUR,Mechanical recycling,0.0
North,2050,PUR boards and panels rigid foam,PUR,Mechanical recycling,0.0
North,2020,Automotive,"PE-LD, -LLD",Mechanical recycling,0.0
North,2025,Automotive,"PE-LD, -LLD",Mechanical recycling,0.17
North,2030,Automotive,"PE-LD, -LLD",Mechanical recycling,0.3
North,2035,Automotive,"PE-LD, -LLD",Mechanical recycling,0.3
North,2040,Automotive,"PE-LD, -LLD",Mechanical recycling,0.3
North,2045,Automotive,"PE-LD, -LLD",Mechanical recycling,0.3
North,2050,Automotive,"PE-LD, -LLD",Mechanical recycling,0.3
North,2020,Automotive,"PE-HD, -MD",Mechanical recycling,0.0
North,2025,Automotive,"PE-HD, -MD",Mechanical recycling,0.17
North,2030,Automotive,"PE-HD, -MD",Mechanical recycling,0.3
North,2035,Automotive,"PE-HD, -MD",Mechanical recycling,0.3
North,2040,Automotive,"PE-HD, -MD",Mechanical recycling,0.3
North,2045,Automotive,"PE-HD, -MD",Mechanical recycling,0.3
North,2050,Automotive,"PE-HD, -MD",Mechanical recycling,0.3
North,2020,Automotive,PP,Mechanical recycling,0.07
North,2025,Automotive,PP,Mechanical recycling,0.23
North,2030,Automotive,PP,Mechanical recycling,0.39
North,2035,Automotive,PP,Mechanical recycling,0.53
North,2040,Automotive,PP,Mechanical recycling,0.6
North,2045,Automotive,PP,Mechanical recycling,0.6
North,2050,Automotive,PP,Mechanical recycling,0.6
North,2020,Automotive,PS,Mechanical recycling,0.0
North,2025,Automotive,PS,Mechanical recycling,0.0
North,2030,Automotive,PS,Mechanical recycling,0.0
North,2035,Automotive,PS,Mechanical recycling,0.0
North,2040,Automotive,PS,Mechanical recycling,0.0
North,2045,Automotive,PS,Mechanical recycling,0.0
North,2050,Automotive,PS,Mechanical recycling,0.0
North,2020,Automotive,PS-E,Mechanical recycling,0.0
North,2025,Automotive,PS-E,Mechanical recycling,0.0
North,2030,Automotive,PS-E,Mechanical recycling,0.0
North,2035,Automotive,PS-E,Mechanical recycling,0.0
North,2040,Automotive,PS-E,Mechanical recycling,0.0
North,2045,Automotive,PS-E,Mechanical recycling,0.0
North,2050,Automotive,PS-E,Mechanical recycling,0.0
North,2020,Automotive,PVC,Mechanical recycling,0.0
North,2025,Automotive,PVC,Mechanical recycling,0.17
North,2030,Automotive,PVC,Mechanical recycling,0.3
North,2035,Automotive,PVC,Mechanical recycling,0.3
North,2040,Automotive,PVC,Mechanical recycling,0.3
North,2045,Automotive,PVC,Mechanical recycling,0.3
North,2050,Automotive,PVC,Mechanical recycling,0.3
North,2020,Automotive,PET,Mechanical recycling,0.0
North,2025,Automotive,PET,Mechanical recycling,0.0
North,2030,Automotive,PET,Mechanical recycling,0.0
North,2035,Automotive,PET,Mechanical recycling,0.0
North,2040,Automotive,PET,Mechanical recycling,0.0
North,2045,Automotive,PET,Mechanical recycling,0.0
North,2050,Automotive,PET,Mechanical recycling,0.0
North,2020,Automotive,"ABS, SAN",Mechanical recycling,0.0
North,2025,Automotive,"ABS, SAN",Mechanical recycling,0.17
North,2030,Automotive,"ABS, SAN",Mechanical recycling,0.3
North,2035,Automotive,"ABS, SAN",Mechanical recycling,0.3
North,2040,Automotive,"ABS, SAN",Mechanical recycling,0.3
North,2045,Automotive,"ABS, SAN",Mechanical recycling,0.3
North,2050,Automotive,"ABS, SAN",Mechanical recycling,0.3
North,2020,Automotive,PMMA,Mechanical recycling,0.0
North,2025,Automotive,PMMA,Mechanical recycling,0.0
North,2030,Automotive,PMMA,Mechanical recycling,0.0
North,2035,Automotive,PMMA,Mechanical recycling,0.0
North,2040,Automotive,PMMA,Mechanical recycling,0.0
North,2045,Automotive,PMMA,Mechanical recycling,0.0
North,2050,Automotive,PMMA,Mechanical recycling,0.0
North,2020,Automotive,"PA (PA6, PA66)",Mechanical recycling,0.0
North,2025,Automotive,"PA (PA6, PA66)",Mechanical recycling,0.17
North,2030,Automotive,"PA (PA6, PA66)",Mechanical recycling,0.3
North,2035,Automotive,"PA (PA6, PA66)",Mechanical recycling,0.3
North,2040,Automotive,"PA (PA6, PA66)",Mechanical recycling,0.3
North,2045,Automotive,"PA (PA6, PA66)",Mechanical recycling,0.3
North,2050,Automotive,"PA (PA6, PA66)",Mechanical recycling,0.3
North,2020,Automotive,PC,Mechanical recycling,0.0
North,2025,Automotive,PC,Mechanical recycling,0.17
North,2030,Automotive,PC,Mechanical recycling,0.3
North,2035,Automotive,PC,Mechanical recycling,0.3
North,2040,Automotive,PC,Mechanical recycling,0.3
North,2045,Automotive,PC,Mechanical recycling,0.3
North,2050,Automotive,PC,Mechanical recycling,0.3
North,2020,Automotive,Other Thermoplastics,Mechanical recycling,0.0
North,2025,Automotive,Other Thermoplastics,Mechanical recycling,0.17
North,2030,Automotive,Other Thermoplastics,Mechanical recycling,0.3
North,2035,Automotive,Other Thermoplastics,Mechanical recycling,0.3
North,2040,Automotive,Other Thermoplastics,Mechanical recycling,0.3
North,2045,Automotive,Other Thermoplastics,Mechanical recycling,0.3
North,2050,Automotive,Other Thermoplastics,Mechanical recycling,0.3
North,2020,Automotive,PUR,Mechanical recycling,0.0
North,2025,Automotive,PUR,Mechanical recycling,0.0
North,2030,Automotive,PUR,Mechanical recycling,0.0
North,2035,Automotive,PUR,Mechanical recycling,0.0
North,2040,Automotive,PUR,Mechanical recycling,0.0
North,2045,Automotive,PUR,Mechanical recycling,0.0
North,2050,Automotive,PUR,Mechanical recycling,0.0
North,2020,Automotive,Other Plastics,Mechanical recycling,0.0
North,2025,Automotive,Other Plastics,Mechanical recycling,0.0
North,2030,Automotive,Other Plastics,Mechanical recycling,0.0
North,2035,Automotive,Other Plastics,Mechanical recycling,0.0
North,2040,Automotive,Other Plastics,Mechanical recycling,0.0
North,2045,Automotive,Other Plastics,Mechanical recycling,0.0
North,2050,Automotive,Other Plastics,Mechanical recycling,0.0
North,2020,PUR moulded automotive,PUR,Mechanical recycling,0.0
North,2025,PUR moulded automotive,PUR,Mechanical recycling,0.0
North,2030,PUR moulded automotive,PUR,Mechanical recycling,0.0
North,2035,PUR moulded automotive,PUR,Mechanical recycling,0.0
North,2040,PUR moulded automotive,PUR,Mechanical recycling,0.0
North,2045,PUR moulded automotive,PUR,Mechanical recycling,0.0
North,2050,PUR moulded automotive,PUR,Mechanical recycling,0.0
North,2020,PUR others in Automotive,PUR,Mechanical recycling,0.0
North,2025,PUR others in Automotive,PUR,Mechanical recycling,0.0
North,2030,PUR others in Automotive,PUR,Mechanical recycling,0.0
North,2035,PUR others in Automotive,PUR,Mechanical recycling,0.0
North,2040,PUR others in Automotive,PUR,Mechanical recycling,0.0
North,2045,PUR others in Automotive,PUR,Mechanical recycling,0.0
North,2050,PUR others in Automotive,PUR,Mechanical recycling,0.0
North,2020,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,0.3
North,2025,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,0.41
North,2030,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,0.5
North,2035,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,0.5
North,2040,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,0.5
North,2045,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,0.5
North,2050,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,0.5
North,2020,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,0.3
North,2025,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,0.41
North,2030,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,0.5
North,2035,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,0.5
North,2040,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,0.5
North,2045,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,0.5
North,2050,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,0.5
North,2020,Electrical and Electronics,PP,Mechanical recycling,0.4
North,2025,Electrical and Electronics,PP,Mechanical recycling,0.5
North,2030,Electrical and Electronics,PP,Mechanical recycling,0.5
North,2035,Electrical and Electronics,PP,Mechanical recycling,0.5
North,2040,Electrical and Electronics,PP,Mechanical recycling,0.5
North,2045,Electrical and Electronics,PP,Mechanical recycling,0.5
North,2050,Electrical and Electronics,PP,Mechanical recycling,0.5
North,2020,Electrical and Electronics,PS,Mechanical recycling,0.4
North,2025,Electrical and Electronics,PS,Mechanical recycling,0.5
North,2030,Electrical and Electronics,PS,Mechanical recycling,0.5
North,2035,Electrical and Electronics,PS,Mechanical recycling,0.5
North,2040,Electrical and Electronics,PS,Mechanical recycling,0.5
North,2045,Electrical and Electronics,PS,Mechanical recycling,0.5
North,2050,Electrical and Electronics,PS,Mechanical recycling,0.5
North,2020,Electrical and Electronics,PS-E,Mechanical recycling,0.3
North,2025,Electrical and Electronics,PS-E,Mechanical recycling,0.41
North,2030,Electrical and Electronics,PS-E,Mechanical recycling,0.5
North,2035,Electrical and Electronics,PS-E,Mechanical recycling,0.5
North,2040,Electrical and Electronics,PS-E,Mechanical recycling,0.5
North,2045,Electrical and Electronics,PS-E,Mechanical recycling,0.5
North,2050,Electrical and Electronics,PS-E,Mechanical recycling,0.5
North,2020,Electrical and Electronics,PVC,Mechanical recycling,0.3
North,2025,Electrical and Electronics,PVC,Mechanical recycling,0.41
North,2030,Electrical and Electronics,PVC,Mechanical recycling,0.5
North,2035,Electrical and Electronics,PVC,Mechanical recycling,0.5
North,2040,Electrical and Electronics,PVC,Mechanical recycling,0.5
North,2045,Electrical and Electronics,PVC,Mechanical recycling,0.5
North,2050,Electrical and Electronics,PVC,Mechanical recycling,0.5
North,2020,Electrical and Electronics,PET,Mechanical recycling,0.0
North,2025,Electrical and Electronics,PET,Mechanical recycling,0.0
North,2030,Electrical and Electronics,PET,Mechanical recycling,0.0
North,2035,Electrical and Electronics,PET,Mechanical recycling,0.0
North,2040,Electrical and Electronics,PET,Mechanical recycling,0.0
North,2045,Electrical and Electronics,PET,Mechanical recycling,0.0
North,2050,Electrical and Electronics,PET,Mechanical recycling,0.0
North,2020,Electrical and Electronics,"ABS, SAN",Mechanical recycling,0.4
North,2025,Electrical and Electronics,"ABS, SAN",Mechanical recycling,0.5
North,2030,Electrical and Electronics,"ABS, SAN",Mechanical recycling,0.5
North,2035,Electrical and Electronics,"ABS, SAN",Mechanical recycling,0.5
North,2040,Electrical and Electronics,"ABS, SAN",Mechanical recycling,0.5
North,2045,Electrical and Electronics,"ABS, SAN",Mechanical recycling,0.5
North,2050,Electrical and Electronics,"ABS, SAN",Mechanical recycling,0.5
North,2020,Electrical and Electronics,PMMA,Mechanical recycling,0.0
North,2025,Electrical and Electronics,PMMA,Mechanical recycling,0.0
North,2030,Electrical and Electronics,PMMA,Mechanical recycling,0.0
North,2035,Electrical and Electronics,PMMA,Mechanical recycling,0.0
North,2040,Electrical and Electronics,PMMA,Mechanical recycling,0.0
North,2045,Electrical and Electronics,PMMA,Mechanical recycling,0.0
North,2050,Electrical and Electronics,PMMA,Mechanical recycling,0.0
North,2020,Electrical and Electronics,"PA (PA6, PA66)",Mechanical recycling,0.0
North,2025,Electrical and Electronics,"PA (PA6, PA66)",Mechanical recycling,0.16
North,2030,Electrical and Electronics,"PA (PA6, PA66)",Mechanical recycling,0.33
North,2035,Electrical and Electronics,"PA (PA6, PA66)",Mechanical recycling,0.48
North,2040,Electrical and Electronics,"PA (PA6, PA66)",Mechanical recycling,0.5
North,2045,Electrical and Electronics,"PA (PA6, PA66)",Mechanical recycling,0.5
North,2050,Electrical and Electronics,"PA (PA6, PA66)",Mechanical recycling,0.5
North,2020,Electrical and Electronics,PC,Mechanical recycling,0.3
North,2025,Electrical and Electronics,PC,Mechanical recycling,0.41
North,2030,Electrical and Electronics,PC,Mechanical recycling,0.5
North,2035,Electrical and Electronics,PC,Mechanical recycling,0.5
North,2040,Electrical and Electronics,PC,Mechanical recycling,0.5
North,2045,Electrical and Electronics,PC,Mechanical recycling,0.5
North,2050,Electrical and Electronics,PC,Mechanical recycling,0.5
North,2020,Electrical and Electronics,Other Thermoplastics,Mechanical recycling,0.1
North,2025,Electrical and Electronics,Other Thermoplastics,Mechanical recycling,0.25
North,2030,Electrical and Electronics,Other Thermoplastics,Mechanical recycling,0.4
North,2035,Electrical and Electronics,Other Thermoplastics,Mechanical recycling,0.5
North,2040,Electrical and Electronics,Other Thermoplastics,Mechanical recycling,0.5
North,2045,Electrical and Electronics,Other Thermoplastics,Mechanical recycling,0.5
North,2050,Electrical and Electronics,Other Thermoplastics,Mechanical recycling,0.5
North,2020,Electrical and Electronics,PUR,Mechanical recycling,0.0
North,2025,Electrical and Electronics,PUR,Mechanical recycling,0.0
North,2030,Electrical and Electronics,PUR,Mechanical recycling,0.0
North,2035,Electrical and Electronics,PUR,Mechanical recycling,0.0
North,2040,Electrical and Electronics,PUR,Mechanical recycling,0.0
North,2045,Electrical and Electronics,PUR,Mechanical recycling,0.0
North,2050,Electrical and Electronics,PUR,Mechanical recycling,0.0
North,2020,Electrical and Electronics,Other Plastics,Mechanical recycling,0.0
North,2025,Electrical and Electronics,Other Plastics,Mechanical recycling,0.0
North,2030,Electrical and Electronics,Other Plastics,Mechanical recycling,0.0
North,2035,Electrical and Electronics,Other Plastics,Mechanical recycling,0.0
North,2040,Electrical and Electronics,Other Plastics,Mechanical recycling,0.0
North,2045,Electrical and Electronics,Other Plastics,Mechanical recycling,0.0
North,2050,Electrical and Electronics,Other Plastics,Mechanical recycling,0.0
North,2020,Agriculture,"PE-LD, -LLD",Mechanical recycling,0.54
North,2025,Agriculture,"PE-LD, -LLD",Mechanical recycling,0.6
North,2030,Agriculture,"PE-LD, -LLD",Mechanical recycling,0.6
North,2035,Agriculture,"PE-LD, -LLD",Mechanical recycling,0.6
North,2040,Agriculture,"PE-LD, -LLD",Mechanical recycling,0.6
North,2045,Agriculture,"PE-LD, -LLD",Mechanical recycling,0.6
North,2050,Agriculture,"PE-LD, -LLD",Mechanical recycling,0.6
North,2020,Agriculture,"PE-HD, -MD",Mechanical recycling,0.02
North,2025,Agriculture,"PE-HD, -MD",Mechanical recycling,0.18
North,2030,Agriculture,"PE-HD, -MD",Mechanical recycling,0.34
North,2035,Agriculture,"PE-HD, -MD",Mechanical recycling,0.5
North,2040,Agriculture,"PE-HD, -MD",Mechanical recycling,0.6
North,2045,Agriculture,"PE-HD, -MD",Mechanical recycling,0.6
North,2050,Agriculture,"PE-HD, -MD",Mechanical recycling,0.6
North,2020,Agriculture,PP,Mechanical recycling,0.51
North,2025,Agriculture,PP,Mechanical recycling,0.59
North,2030,Agriculture,PP,Mechanical recycling,0.6
North,2035,Agriculture,PP,Mechanical recycling,0.6
North,2040,Agriculture,PP,Mechanical recycling,0.6
North,2045,Agriculture,PP,Mechanical recycling,0.6
North,2050,Agriculture,PP,Mechanical recycling,0.6
North,2020,Agriculture,PS,Mechanical recycling,0.0
North,2025,Agriculture,PS,Mechanical recycling,0.17
North,2030,Agriculture,PS,Mechanical recycling,0.33
North,2035,Agriculture,PS,Mechanical recycling,0.49
North,2040,Agriculture,PS,Mechanical recycling,0.6
North,2045,Agriculture,PS,Mechanical recycling,0.6
North,2050,Agriculture,PS,Mechanical recycling,0.6
North,2020,Agriculture,PS-E,Mechanical recycling,0.0
North,2025,Agriculture,PS-E,Mechanical recycling,0.0
North,2030,Agriculture,PS-E,Mechanical recycling,0.0
North,2035,Agriculture,PS-E,Mechanical recycling,0.0
North,2040,Agriculture,PS-E,Mechanical recycling,0.0
North,2045,Agriculture,PS-E,Mechanical recycling,0.0
North,2050,Agriculture,PS-E,Mechanical recycling,0.0
North,2020,Agriculture,PVC,Mechanical recycling,0.0
North,2025,Agriculture,PVC,Mechanical recycling,0.17
North,2030,Agriculture,PVC,Mechanical recycling,0.33
North,2035,Agriculture,PVC,Mechanical recycling,0.49
North,2040,Agriculture,PVC,Mechanical recycling,0.6
North,2045,Agriculture,PVC,Mechanical recycling,0.6
North,2050,Agriculture,PVC,Mechanical recycling,0.6
North,2020,Agriculture,PET,Mechanical recycling,0.0
North,2025,Agriculture,PET,Mechanical recycling,0.17
North,2030,Agriculture,PET,Mechanical recycling,0.33
North,2035,Agriculture,PET,Mechanical recycling,0.49
North,2040,Agriculture,PET,Mechanical recycling,0.6
North,2045,Agriculture,PET,Mechanical recycling,0.6
North,2050,Agriculture,PET,Mechanical recycling,0.6
North,2020,Agriculture,"ABS, SAN",Mechanical recycling,0.0
North,2025,Agriculture,"ABS, SAN",Mechanical recycling,0.17
North,2030,Agriculture,"ABS, SAN",Mechanical recycling,0.33
North,2035,Agriculture,"ABS, SAN",Mechanical recycling,0.49
North,2040,Agriculture,"ABS, SAN",Mechanical recycling,0.6
North,2045,Agriculture,"ABS, SAN",Mechanical recycling,0.6
North,2050,Agriculture,"ABS, SAN",Mechanical recycling,0.6
North,2020,Agriculture,PMMA,Mechanical recycling,0.0
North,2025,Agriculture,PMMA,Mechanical recycling,0.0
North,2030,Agriculture,PMMA,Mechanical recycling,0.0
North,2035,Agriculture,PMMA,Mechanical recycling,0.0
North,2040,Agriculture,PMMA,Mechanical recycling,0.0
North,2045,Agriculture,PMMA,Mechanical recycling,0.0
North,2050,Agriculture,PMMA,Mechanical recycling,0.0
North,2020,Agriculture,"PA (PA6, PA66)",Mechanical recycling,0.0
North,2025,Agriculture,"PA (PA6, PA66)",Mechanical recycling,0.17
North,2030,Agriculture,"PA (PA6, PA66)",Mechanical recycling,0.33
North,2035,Agriculture,"PA (PA6, PA66)",Mechanical recycling,0.49
North,2040,Agriculture,"PA (PA6, PA66)",Mechanical recycling,0.6
North,2045,Agriculture,"PA (PA6, PA66)",Mechanical recycling,0.6
North,2050,Agriculture,"PA (PA6, PA66)",Mechanical recycling,0.6
North,2020,Agriculture,PC,Mechanical recycling,0.0
North,2025,Agriculture,PC,Mechanical recycling,0.17
North,2030,Agriculture,PC,Mechanical recycling,0.33
North,2035,Agriculture,PC,Mechanical recycling,0.49
North,2040,Agriculture,PC,Mechanical recycling,0.6
North,2045,Agriculture,PC,Mechanical recycling,0.6
North,2050,Agriculture,PC,Mechanical recycling,0.6
North,2020,Agriculture,Other Thermoplastics,Mechanical recycling,0.0
North,2025,Agriculture,Other Thermoplastics,Mechanical recycling,0.17
North,2030,Agriculture,Other Thermoplastics,Mechanical recycling,0.33
North,2035,Agriculture,Other Thermoplastics,Mechanical recycling,0.49
North,2040,Agriculture,Other Thermoplastics,Mechanical recycling,0.6
North,2045,Agriculture,Other Thermoplastics,Mechanical recycling,0.6
North,2050,Agriculture,Other Thermoplastics,Mechanical recycling,0.6
North,2020,Agriculture,PUR,Mechanical recycling,0.0
North,2025,Agriculture,PUR,Mechanical recycling,0.0
North,2030,Agriculture,PUR,Mechanical recycling,0.0
North,2035,Agriculture,PUR,Mechanical recycling,0.0
North,2040,Agriculture,PUR,Mechanical recycling,0.0
North,2045,Agriculture,PUR,Mechanical recycling,0.0
North,2050,Agriculture,PUR,Mechanical recycling,0.0
North,2020,Agriculture,Other Plastics,Mechanical recycling,0.0
North,2025,Agriculture,Other Plastics,Mechanical recycling,0.0
North,2030,Agriculture,Other Plastics,Mechanical recycling,0.0
North,2035,Agriculture,Other Plastics,Mechanical recycling,0.0
North,2040,Agriculture,Other Plastics,Mechanical recycling,0.0
North,2045,Agriculture,Other Plastics,Mechanical recycling,0.0
North,2050,Agriculture,Other Plastics,Mechanical recycling,0.0
North,2020,"Household, Leisure, Sports","PE-LD, -LLD",Mechanical recycling,0.09
North,2025,"Household, Leisure, Sports","PE-LD, -LLD",Mechanical recycling,0.24
North,2030,"Household, Leisure, Sports","PE-LD, -LLD",Mechanical recycling,0.3
North,2035,"Household, Leisure, Sports","PE-LD, -LLD",Mechanical recycling,0.3
North,2040,"Household, Leisure, Sports","PE-LD, -LLD",Mechanical recycling,0.3
North,2045,"Household, Leisure, Sports","PE-LD, -LLD",Mechanical recycling,0.3
North,2050,"Household, Leisure, Sports","PE-LD, -LLD",Mechanical recycling,0.3
North,2020,"Household, Leisure, Sports","PE-HD, -MD",Mechanical recycling,0.09
North,2025,"Household, Leisure, Sports","PE-HD, -MD",Mechanical recycling,0.24
North,2030,"Household, Leisure, Sports","PE-HD, -MD",Mechanical recycling,0.3
North,2035,"Household, Leisure, Sports","PE-HD, -MD",Mechanical recycling,0.3
North,2040,"Household, Leisure, Sports","PE-HD, -MD",Mechanical recycling,0.3
North,2045,"Household, Leisure, Sports","PE-HD, -MD",Mechanical recycling,0.3
North,2050,"Household, Leisure, Sports","PE-HD, -MD",Mechanical recycling,0.3
North,2020,"Household, Leisure, Sports",PP,Mechanical recycling,0.11
North,2025,"Household, Leisure, Sports",PP,Mechanical recycling,0.26
North,2030,"Household, Leisure, Sports",PP,Mechanical recycling,0.3
North,2035,"Household, Leisure, Sports",PP,Mechanical recycling,0.3
North,2040,"Household, Leisure, Sports",PP,Mechanical recycling,0.3
North,2045,"Household, Leisure, Sports",PP,Mechanical recycling,0.3
North,2050,"Household, Leisure, Sports",PP,Mechanical recycling,0.3
North,2020,"Household, Leisure, Sports",PS,Mechanical recycling,0.0
North,2025,"Household, Leisure, Sports",PS,Mechanical recycling,0.17
North,2030,"Household, Leisure, Sports",PS,Mechanical recycling,0.3
North,2035,"Household, Leisure, Sports",PS,Mechanical recycling,0.3
North,2040,"Household, Leisure, Sports",PS,Mechanical recycling,0.3
North,2045,"Household, Leisure, Sports",PS,Mechanical recycling,0.3
North,2050,"Household, Leisure, Sports",PS,Mechanical recycling,0.3
North,2020,"Household, Leisure, Sports",PS-E,Mechanical recycling,0.0
North,2025,"Household, Leisure, Sports",PS-E,Mechanical recycling,0.0
North,2030,"Household, Leisure, Sports",PS-E,Mechanical recycling,0.0
North,2035,"Household, Leisure, Sports",PS-E,Mechanical recycling,0.0
North,2040,"Household, Leisure, Sports",PS-E,Mechanical recycling,0.0
North,2045,"Household, Leisure, Sports",PS-E,Mechanical recycling,0.0
North,2050,"Household, Leisure, Sports",PS-E,Mechanical recycling,0.0
North,2020,"Household, Leisure, Sports",PVC,Mechanical recycling,0.0
North,2025,"Household, Leisure, Sports",PVC,Mechanical recycling,0.17
North,2030,"Household, Leisure, Sports",PVC,Mechanical recycling,0.3
North,2035,"Household, Leisure, Sports",PVC,Mechanical recycling,0.3
North,2040,"Household, Leisure, Sports",PVC,Mechanical recycling,0.3
North,2045,"Household, Leisure, Sports",PVC,Mechanical recycling,0.3
North,2050,"Household, Leisure, Sports",PVC,Mechanical recycling,0.3
North,2020,"Household, Leisure, Sports",PET,Mechanical recycling,0.0
North,2025,"Household, Leisure, Sports",PET,Mechanical recycling,0.17
North,2030,"Household, Leisure, Sports",PET,Mechanical recycling,0.3
North,2035,"Household, Leisure, Sports",PET,Mechanical recycling,0.3
North,2040,"Household, Leisure, Sports",PET,Mechanical recycling,0.3
North,2045,"Household, Leisure, Sports",PET,Mechanical recycling,0.3
North,2050,"Household, Leisure, Sports",PET,Mechanical recycling,0.3
North,2020,"Household, Leisure, Sports","ABS, SAN",Mechanical recycling,0.0
North,2025,"Household, Leisure, Sports","ABS, SAN",Mechanical recycling,0.17
North,2030,"Household, Leisure, Sports","ABS, SAN",Mechanical recycling,0.3
North,2035,"Household, Leisure, Sports","ABS, SAN",Mechanical recycling,0.3
North,2040,"Household, Leisure, Sports","ABS, SAN",Mechanical recycling,0.3
North,2045,"Household, Leisure, Sports","ABS, SAN",Mechanical recycling,0.3
North,2050,"Household, Leisure, Sports","ABS, SAN",Mechanical recycling,0.3
North,2020,"Household, Leisure, Sports",PMMA,Mechanical recycling,0.0
North,2025,"Household, Leisure, Sports",PMMA,Mechanical recycling,0.0
North,2030,"Household, Leisure, Sports",PMMA,Mechanical recycling,0.0
North,2035,"Household, Leisure, Sports",PMMA,Mechanical recycling,0.0
North,2040,"Household, Leisure, Sports",PMMA,Mechanical recycling,0.0
North,2045,"Household, Leisure, Sports",PMMA,Mechanical recycling,0.0
North,2050,"Household, Leisure, Sports",PMMA,Mechanical recycling,0.0
North,2020,"Household, Leisure, Sports","PA (PA6, PA66)",Mechanical recycling,0.0
North,2025,"Household, Leisure, Sports","PA (PA6, PA66)",Mechanical recycling,0.17
North,2030,"Household, Leisure, Sports","PA (PA6, PA66)",Mechanical recycling,0.3
