"region","time","sector","polymer","element","value"
"North",2046,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"North",2046,"Household, Leisure, Sports","PP","All",0.01
"North",2046,"Household, Leisure, Sports","PS","All",0.01
"South",2046,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"South",2046,"Household, Leisure, Sports","PP","All",0.01
"East",2046,"Household, Leisure, Sports","PVC","All",0.01
"North",2046,"Household, Leisure, Sports","ABS, SAN","All",0.01
"North",2046,"Household, Leisure, Sports","PMMA","All",0.01
"EU27+3",2046,"Household, Leisure, Sports","PS-E","All",0.01
"EU27+3",2046,"Household, Leisure, Sports","PVC","All",0.01
"EU27+3",2046,"Household, Leisure, Sports","PET","All",0.01
"EU27+3",2046,"Household, Leisure, Sports","ABS, SAN","All",0.01
"EU27+3",2046,"Household, Leisure, Sports","PMMA","All",0.01
"EU27+3",2046,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"EU27+3",2046,"Household, Leisure, Sports","PC","All",0.01
"South",2046,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"East",2046,"Household, Leisure, Sports","PS","All",0.01
"East",2046,"Household, Leisure, Sports","PS-E","All",0.01
"South",2046,"Household, Leisure, Sports","ABS, SAN","All",0.01
"South",2046,"Household, Leisure, Sports","PS-E","All",0.01
"South",2046,"Household, Leisure, Sports","PVC","All",0.01
"South",2046,"Household, Leisure, Sports","PET","All",0.01
"South",2046,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"Germany",2046,"Household, Leisure, Sports","PP","All",0.01
"Germany",2046,"Household, Leisure, Sports","PS","All",0.01
"Germany",2046,"Household, Leisure, Sports","PS-E","All",0.01
"East",2046,"Household, Leisure, Sports","PMMA","All",0.01
"South",2046,"Household, Leisure, Sports","PUR","All",0.01
"South",2046,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2046,"Household, Leisure, Sports","PP","All",0.01
"East",2046,"Household, Leisure, Sports","PUR","All",0.01
"Germany",2046,"Household, Leisure, Sports","PUR","All",0.01
"East",2046,"Household, Leisure, Sports","PET","All",0.01
"East",2046,"Household, Leisure, Sports","ABS, SAN","All",0.01
"North",2046,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"East",2046,"Household, Leisure, Sports","Other Plastics","All",0.01
"Germany",2046,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2046,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"East",2046,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"North",2046,"Household, Leisure, Sports","PUR","All",0.01
"East",2046,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"East",2046,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"South",2046,"Household, Leisure, Sports","PMMA","All",0.01
"North",2046,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"North",2046,"Household, Leisure, Sports","PC","All",0.01
"North",2046,"Household, Leisure, Sports","Other Plastics","All",0.01
"South",2046,"Household, Leisure, Sports","PC","All",0.01
"South",2046,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"East",2046,"Household, Leisure, Sports","PC","All",0.01
"West",2046,"Others","PP","All",0.01
"West",2046,"Others","PE-HD, -MD","All",0.01
"EU27+3",2046,"Others","PE-LD, -LLD","All",0.01
"West",2046,"Others","PE-LD, -LLD","All",0.01
"Germany",2046,"Others","PET","All",0.01
"Germany",2046,"Others","PMMA","All",0.01
"Germany",2046,"Others","PA (PA6, PA66)","All",0.01
"Germany",2046,"Others","PC","All",0.01
"South",2046,"Others","Other Thermoplastics","All",0.01
"South",2046,"Others","PUR","All",0.01
"South",2046,"Others","Other Plastics","All",0.01
"Germany",2046,"Others","ABS, SAN","All",0.01
"West",2046,"Others","PUR","All",0.01
"West",2046,"Others","Other Plastics","All",0.01
"North",2046,"Others","PET","All",0.01
"West",2046,"Others","Other Thermoplastics","All",0.01
"EU27+3",2046,"Others","PE-HD, -MD","All",0.01
"West",2046,"Others","PMMA","All",0.01
"West",2046,"Others","PA (PA6, PA66)","All",0.01
"North",2046,"Others","ABS, SAN","All",0.01
"South",2046,"Others","PE-LD, -LLD","All",0.01
"South",2046,"Others","PE-HD, -MD","All",0.01
"South",2046,"Others","PP","All",0.01
"West",2046,"Others","PC","All",0.01
"South",2046,"Others","PS-E","All",0.01
"South",2046,"Others","PVC","All",0.01
"EU27+3",2046,"Others","PP","All",0.01
"South",2046,"Others","PS","All",0.01
"South",2046,"Others","PMMA","All",0.01
"South",2046,"Others","PA (PA6, PA66)","All",0.01
"South",2046,"Others","PC","All",0.01
"Germany",2046,"Others","PS","All",0.01
"Germany",2046,"Others","PS-E","All",0.01
"Germany",2046,"Others","PVC","All",0.01
"East",2046,"Others","PS","All",0.01
"East",2046,"Others","PS-E","All",0.01
"East",2046,"Others","PVC","All",0.01
"East",2046,"Others","PET","All",0.01
"East",2046,"Others","ABS, SAN","All",0.01
"West",2046,"Others","PS","All",0.01
"West",2046,"Others","PS-E","All",0.01
"West",2046,"Others","PVC","All",0.01
"West",2046,"Others","PET","All",0.01
"West",2046,"Others","ABS, SAN","All",0.01
"North",2046,"Others","PE-LD, -LLD","All",0.01
"North",2046,"Others","PE-HD, -MD","All",0.01
"North",2046,"Others","PP","All",0.01
"North",2046,"Others","PS","All",0.01
"North",2046,"Others","PS-E","All",0.01
"North",2046,"Others","PVC","All",0.01
"EU27+3",2046,"Others","PUR","All",0.01
"EU27+3",2046,"Others","Other Plastics","All",0.01
"North",2046,"Others","PMMA","All",0.01
"North",2046,"Others","PA (PA6, PA66)","All",0.01
"EU27+3",2046,"Others","PS","All",0.01
"EU27+3",2046,"Others","PS-E","All",0.01
"EU27+3",2046,"Others","PVC","All",0.01
"EU27+3",2046,"Others","PET","All",0.01
"EU27+3",2046,"Others","ABS, SAN","All",0.01
"EU27+3",2046,"Others","PMMA","All",0.01
"EU27+3",2046,"Others","PA (PA6, PA66)","All",0.01
"EU27+3",2046,"Others","PC","All",0.01
"EU27+3",2046,"Others","Other Thermoplastics","All",0.01
"South",2046,"Others","ABS, SAN","All",0.01
"Germany",2046,"Others","PE-LD, -LLD","All",0.01
"Germany",2046,"Others","PE-HD, -MD","All",0.01
"South",2046,"Others","PET","All",0.01
"East",2046,"Others","PE-LD, -LLD","All",0.01
"East",2046,"Others","PE-HD, -MD","All",0.01
"East",2046,"Others","PP","All",0.01
"Germany",2046,"Others","PP","All",0.01
"East",2046,"Others","PMMA","All",0.01
"Germany",2046,"Others","Other Thermoplastics","All",0.01
"Germany",2046,"Others","PUR","All",0.01
"Germany",2046,"Others","Other Plastics","All",0.01
"East",2046,"Others","PUR","All",0.01
"East",2046,"Others","Other Plastics","All",0.01
"North",2046,"Others","Other Plastics","All",0.01
"North",2046,"Others","PC","All",0.01
"North",2046,"Others","Other Thermoplastics","All",0.01
"North",2046,"Others","PUR","All",0.01
"East",2046,"Others","Other Thermoplastics","All",0.01
"East",2046,"Others","PA (PA6, PA66)","All",0.01
"East",2046,"Others","PC","All",0.01
"Germany",2047,"Agriculture","ABS, SAN","All",0.01
"Germany",2047,"Agriculture","PMMA","All",0.01
"Germany",2047,"Agriculture","PET","All",0.01
"West",2047,"Agriculture","PMMA","All",0.01
"West",2047,"Agriculture","PA (PA6, PA66)","All",0.01
"Germany",2047,"Agriculture","PVC","All",0.01
"EU27+3",2047,"Agriculture","Other Thermoplastics","All",0.01
"EU27+3",2047,"Agriculture","PUR","All",0.01
"West",2047,"Agriculture","PC","All",0.01
"West",2047,"Agriculture","Other Thermoplastics","All",0.01
"Germany",2047,"Agriculture","PE-LD, -LLD","All",0.01
"Germany",2047,"Agriculture","PE-HD, -MD","All",0.01
"Germany",2047,"Agriculture","PP","All",0.01
"Germany",2047,"Agriculture","PS","All",0.01
"Germany",2047,"Agriculture","PS-E","All",0.01
"East",2047,"Agriculture","PE-LD, -LLD","All",0.01
"East",2047,"Agriculture","PE-HD, -MD","All",0.01
"East",2047,"Agriculture","PP","All",0.01
"East",2047,"Agriculture","PS","All",0.01
"East",2047,"Agriculture","PS-E","All",0.01
"Germany",2047,"Agriculture","PA (PA6, PA66)","All",0.01
"Germany",2047,"Agriculture","PC","All",0.01
"Germany",2047,"Agriculture","Other Thermoplastics","All",0.01
"Germany",2047,"Agriculture","PUR","All",0.01
"Germany",2047,"Agriculture","Other Plastics","All",0.01
"West",2047,"Agriculture","PS-E","All",0.01
"West",2047,"Agriculture","PVC","All",0.01
"West",2047,"Agriculture","PET","All",0.01
"West",2047,"Agriculture","ABS, SAN","All",0.01
"North",2047,"Agriculture","PE-LD, -LLD","All",0.01
"North",2047,"Agriculture","PE-HD, -MD","All",0.01
"North",2047,"Agriculture","PP","All",0.01
"North",2047,"Agriculture","PS","All",0.01
"West",2047,"Agriculture","PUR","All",0.01
"West",2047,"Agriculture","Other Plastics","All",0.01
"EU27+3",2047,"Agriculture","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Agriculture","PE-HD, -MD","All",0.01
"EU27+3",2047,"Agriculture","PP","All",0.01
"EU27+3",2047,"Agriculture","PS","All",0.01
"EU27+3",2047,"Agriculture","PS-E","All",0.01
"EU27+3",2047,"Agriculture","PVC","All",0.01
"EU27+3",2047,"Agriculture","PET","All",0.01
"EU27+3",2047,"Agriculture","ABS, SAN","All",0.01
"EU27+3",2047,"Agriculture","PMMA","All",0.01
"EU27+3",2047,"Agriculture","PA (PA6, PA66)","All",0.01
"EU27+3",2047,"Agriculture","PC","All",0.01
"South",2047,"Agriculture","PE-LD, -LLD","All",0.01
"South",2047,"Agriculture","PE-HD, -MD","All",0.01
"EU27+3",2047,"Agriculture","Other Plastics","All",0.01
"South",2047,"Agriculture","PS","All",0.01
"South",2047,"Agriculture","PS-E","All",0.01
"South",2047,"Agriculture","PVC","All",0.01
"South",2047,"Agriculture","PET","All",0.01
"South",2047,"Agriculture","ABS, SAN","All",0.01
"South",2047,"Agriculture","PMMA","All",0.01
"South",2047,"Agriculture","PA (PA6, PA66)","All",0.01
"South",2047,"Agriculture","PC","All",0.01
"South",2047,"Agriculture","Other Thermoplastics","All",0.01
"South",2047,"Agriculture","PUR","All",0.01
"South",2047,"Agriculture","Other Plastics","All",0.01
"East",2047,"Agriculture","PVC","All",0.01
"West",2047,"Agriculture","PE-LD, -LLD","All",0.01
"West",2047,"Agriculture","PE-HD, -MD","All",0.01
"West",2047,"Agriculture","PP","All",0.01
"West",2047,"Agriculture","PS","All",0.01
"East",2047,"Agriculture","PET","All",0.01
"East",2047,"Agriculture","ABS, SAN","All",0.01
"East",2047,"Agriculture","PMMA","All",0.01
"East",2047,"Agriculture","PA (PA6, PA66)","All",0.01
"East",2047,"Agriculture","PC","All",0.01
"East",2047,"Agriculture","Other Thermoplastics","All",0.01
"East",2047,"Agriculture","PUR","All",0.01
"East",2047,"Agriculture","Other Plastics","All",0.01
"North",2047,"Agriculture","PS-E","All",0.01
"North",2047,"Agriculture","PVC","All",0.01
"South",2047,"Agriculture","PP","All",0.01
"North",2047,"Agriculture","ABS, SAN","All",0.01
"North",2047,"Agriculture","PMMA","All",0.01
"North",2047,"Agriculture","PA (PA6, PA66)","All",0.01
"North",2047,"Agriculture","PET","All",0.01
"North",2047,"Agriculture","Other Thermoplastics","All",0.01
"North",2047,"Agriculture","PUR","All",0.01
"North",2047,"Agriculture","Other Plastics","All",0.01
"North",2047,"Agriculture","PC","All",0.01
"South",2047,"Automotive","PP","All",0.006849315
"South",2047,"Automotive","PE-LD, -LLD","All",0.006849315
"South",2047,"Automotive","PE-HD, -MD","All",0.006849315
"Germany",2047,"Automotive","PS-E","All",0.006849315
"Germany",2047,"Automotive","PET","All",0.006849315
"Germany",2047,"Automotive","ABS, SAN","All",0.006849315
"Germany",2047,"Automotive","PMMA","All",0.006849315
"Germany",2047,"Automotive","PVC","All",0.006849315
"Germany",2047,"Automotive","PC","All",0.006849315
"North",2047,"Automotive","PP","All",0.006849315
"Germany",2047,"Automotive","PS","All",0.006849315
"Germany",2047,"Automotive","PA (PA6, PA66)","All",0.006849315
"North",2047,"Automotive","PE-HD, -MD","All",0.006849315
"North",2047,"Automotive","PET","All",0.006849315
"North",2047,"Automotive","PS","All",0.006849315
"North",2047,"Automotive","PE-LD, -LLD","All",0.006849315
"North",2047,"Automotive","PVC","All",0.006849315
"EU27+3",2047,"Automotive","PP","All",0.006849315
"EU27+3",2047,"Automotive","PS","All",0.006849315
"North",2047,"Automotive","PS-E","All",0.006849315
"EU27+3",2047,"Automotive","PVC","All",0.006849315
"EU27+3",2047,"Automotive","PET","All",0.006849315
"EU27+3",2047,"Automotive","ABS, SAN","All",0.006849315
"EU27+3",2047,"Automotive","PS-E","All",0.006849315
"EU27+3",2047,"Automotive","PA (PA6, PA66)","All",0.006849315
"EU27+3",2047,"Automotive","PC","All",0.006849315
"EU27+3",2047,"Automotive","Other Thermoplastics","All",0.006849315
"EU27+3",2047,"Automotive","PMMA","All",0.006849315
"EU27+3",2047,"Automotive","PE-LD, -LLD","All",0.006849315
"EU27+3",2047,"Automotive","PE-HD, -MD","All",0.006849315
"Germany",2047,"Automotive","PE-LD, -LLD","All",0.006849315
"Germany",2047,"Automotive","PE-HD, -MD","All",0.006849315
"Germany",2047,"Automotive","PP","All",0.006849315
"East",2047,"Automotive","PE-LD, -LLD","All",0.006849315
"East",2047,"Automotive","PE-HD, -MD","All",0.006849315
"East",2047,"Automotive","PP","All",0.006849315
"East",2047,"Automotive","PS","All",0.006849315
"East",2047,"Automotive","PS-E","All",0.006849315
"East",2047,"Automotive","PVC","All",0.006849315
"East",2047,"Automotive","PET","All",0.006849315
"West",2047,"Automotive","PE-LD, -LLD","All",0.006849315
"Germany",2047,"Automotive","Other Thermoplastics","All",0.006849315
"Germany",2047,"Automotive","PUR","All",0.006849315
"Germany",2047,"Automotive","Other Plastics","All",0.006849315
"East",2047,"Automotive","PC","All",0.006849315
"East",2047,"Automotive","Other Thermoplastics","All",0.006849315
"East",2047,"Automotive","PUR","All",0.006849315
"East",2047,"Automotive","Other Plastics","All",0.006849315
"West",2047,"Automotive","ABS, SAN","All",0.006849315
"West",2047,"Automotive","PMMA","All",0.006849315
"West",2047,"Automotive","PA (PA6, PA66)","All",0.006849315
"West",2047,"Automotive","PC","All",0.006849315
"West",2047,"Automotive","Other Thermoplastics","All",0.006849315
"West",2047,"Automotive","PUR","All",0.006849315
"West",2047,"Automotive","Other Plastics","All",0.006849315
"North",2047,"Automotive","ABS, SAN","All",0.006849315
"North",2047,"Automotive","PMMA","All",0.006849315
"North",2047,"Automotive","PA (PA6, PA66)","All",0.006849315
"North",2047,"Automotive","PC","All",0.006849315
"North",2047,"Automotive","Other Thermoplastics","All",0.006849315
"North",2047,"Automotive","PUR","All",0.006849315
"North",2047,"Automotive","Other Plastics","All",0.006849315
"South",2047,"Automotive","PC","All",0.006849315
"South",2047,"Automotive","Other Thermoplastics","All",0.006849315
"South",2047,"Automotive","PUR","All",0.006849315
"South",2047,"Automotive","Other Plastics","All",0.006849315
"South",2047,"Automotive","PVC","All",0.006849315
"EU27+3",2047,"Automotive","PUR","All",0.006849315
"EU27+3",2047,"Automotive","Other Plastics","All",0.006849315
"South",2047,"Automotive","PS-E","All",0.006849315
"South",2047,"Automotive","PA (PA6, PA66)","All",0.006849315
"South",2047,"Automotive","PET","All",0.006849315
"South",2047,"Automotive","ABS, SAN","All",0.006849315
"South",2047,"Automotive","PMMA","All",0.006849315
"East",2047,"Automotive","PMMA","All",0.006849315
"East",2047,"Automotive","PA (PA6, PA66)","All",0.006849315
"West",2047,"Automotive","PS","All",0.006849315
"East",2047,"Automotive","ABS, SAN","All",0.006849315
"West",2047,"Automotive","PVC","All",0.006849315
"West",2047,"Automotive","PET","All",0.006849315
"West",2047,"Automotive","PE-HD, -MD","All",0.006849315
"West",2047,"Automotive","PS-E","All",0.006849315
"South",2047,"Automotive","PS","All",0.006849315
"West",2047,"Automotive","PP","All",0.006849315
"East",2047,"Building and Construction","PET","All",0.011299435
"West",2047,"Building and Construction","PE-LD, -LLD","All",0.011299435
"East",2047,"Building and Construction","ABS, SAN","All",0.011299435
"East",2047,"Building and Construction","PE-HD, -MD","All",0.011299435
"East",2047,"Building and Construction","PP","All",0.011299435
"East",2047,"Building and Construction","PS","All",0.011299435
"East",2047,"Building and Construction","PVC","All",0.011299435
"North",2047,"Building and Construction","PS-E","All",0.011299435
"North",2047,"Building and Construction","PVC","All",0.011299435
"North",2047,"Building and Construction","PET","All",0.011299435
"East",2047,"Building and Construction","PS-E","All",0.011299435
"East",2047,"Building and Construction","PE-LD, -LLD","All",0.011299435
"North",2047,"Building and Construction","PE-LD, -LLD","All",0.011299435
"North",2047,"Building and Construction","PE-HD, -MD","All",0.011299435
"North",2047,"Building and Construction","PP","All",0.011299435
"North",2047,"Building and Construction","PS","All",0.011299435
"South",2047,"Building and Construction","PE-LD, -LLD","All",0.011299435
"South",2047,"Building and Construction","PE-HD, -MD","All",0.011299435
"South",2047,"Building and Construction","PP","All",0.011299435
"South",2047,"Building and Construction","PS","All",0.011299435
"Germany",2047,"Building and Construction","PE-LD, -LLD","All",0.011299435
"Germany",2047,"Building and Construction","PE-HD, -MD","All",0.011299435
"Germany",2047,"Building and Construction","PP","All",0.011299435
"Germany",2047,"Building and Construction","PS","All",0.011299435
"Germany",2047,"Building and Construction","PS-E","All",0.011299435
"Germany",2047,"Building and Construction","PVC","All",0.011299435
"Germany",2047,"Building and Construction","PET","All",0.011299435
"Germany",2047,"Building and Construction","ABS, SAN","All",0.011299435
"Germany",2047,"Building and Construction","PMMA","All",0.011299435
"Germany",2047,"Building and Construction","PA (PA6, PA66)","All",0.011299435
"Germany",2047,"Building and Construction","PC","All",0.011299435
"Germany",2047,"Building and Construction","Other Thermoplastics","All",0.011299435
"Germany",2047,"Building and Construction","PUR","All",0.011299435
"Germany",2047,"Building and Construction","Other Plastics","All",0.011299435
"East",2047,"Building and Construction","Other Thermoplastics","All",0.011299435
"East",2047,"Building and Construction","PUR","All",0.011299435
"East",2047,"Building and Construction","Other Plastics","All",0.011299435
"West",2047,"Building and Construction","ABS, SAN","All",0.011299435
"West",2047,"Building and Construction","PMMA","All",0.011299435
"West",2047,"Building and Construction","PA (PA6, PA66)","All",0.011299435
"West",2047,"Building and Construction","PC","All",0.011299435
"West",2047,"Building and Construction","Other Thermoplastics","All",0.011299435
"West",2047,"Building and Construction","PUR","All",0.011299435
"West",2047,"Building and Construction","Other Plastics","All",0.011299435
"North",2047,"Building and Construction","ABS, SAN","All",0.011299435
"North",2047,"Building and Construction","PMMA","All",0.011299435
"North",2047,"Building and Construction","PA (PA6, PA66)","All",0.011299435
"North",2047,"Building and Construction","PC","All",0.011299435
"North",2047,"Building and Construction","Other Thermoplastics","All",0.011299435
"North",2047,"Building and Construction","PUR","All",0.011299435
"North",2047,"Building and Construction","Other Plastics","All",0.011299435
"EU27+3",2047,"Building and Construction","PET","All",0.011299435
"EU27+3",2047,"Building and Construction","ABS, SAN","All",0.011299435
"EU27+3",2047,"Building and Construction","PMMA","All",0.011299435
"EU27+3",2047,"Building and Construction","PA (PA6, PA66)","All",0.011299435
"EU27+3",2047,"Building and Construction","PC","All",0.011299435
"EU27+3",2047,"Building and Construction","Other Thermoplastics","All",0.011299435
"EU27+3",2047,"Building and Construction","PUR","All",0.011299435
"South",2047,"Building and Construction","PS-E","All",0.011299435
"South",2047,"Building and Construction","PVC","All",0.011299435
"South",2047,"Building and Construction","PET","All",0.011299435
"South",2047,"Building and Construction","ABS, SAN","All",0.011299435
"South",2047,"Building and Construction","PMMA","All",0.011299435
"South",2047,"Building and Construction","PA (PA6, PA66)","All",0.011299435
"South",2047,"Building and Construction","PC","All",0.011299435
"South",2047,"Building and Construction","Other Thermoplastics","All",0.011299435
"South",2047,"Building and Construction","PUR","All",0.011299435
"South",2047,"Building and Construction","Other Plastics","All",0.011299435
"East",2047,"Building and Construction","PA (PA6, PA66)","All",0.011299435
"East",2047,"Building and Construction","PC","All",0.011299435
"West",2047,"Building and Construction","PS-E","All",0.011299435
"East",2047,"Building and Construction","PMMA","All",0.011299435
"West",2047,"Building and Construction","PET","All",0.011299435
"EU27+3",2047,"Building and Construction","PVC","All",0.011299435
"EU27+3",2047,"Building and Construction","PE-HD, -MD","All",0.011299435
"West",2047,"Building and Construction","PVC","All",0.011299435
"EU27+3",2047,"Building and Construction","PS","All",0.011299435
"EU27+3",2047,"Building and Construction","PE-LD, -LLD","All",0.011299435
"EU27+3",2047,"Building and Construction","Other Plastics","All",0.011299435
"EU27+3",2047,"Building and Construction","PP","All",0.011299435
"West",2047,"Building and Construction","PS","All",0.011299435
"EU27+3",2047,"Building and Construction","PS-E","All",0.011299435
"West",2047,"Building and Construction","PP","All",0.011299435
"West",2047,"Building and Construction","PE-HD, -MD","All",0.011299435
"South",2047,"Commercial & industrial packaging","Other Plastics","All",0.01
"South",2047,"Commercial & industrial packaging","PE-LD, -LLD","All",0.01
"West",2047,"Commercial & industrial packaging","PE-LD, -LLD","All",0.01
"North",2047,"Commercial & industrial packaging","PE-LD, -LLD","All",0.01
"North",2047,"Commercial & industrial packaging","Other Thermoplastics","All",0.01
"North",2047,"Commercial & industrial packaging","PUR","All",0.01
"North",2047,"Commercial & industrial packaging","PA (PA6, PA66)","All",0.01
"North",2047,"Commercial & industrial packaging","PC","All",0.01
"South",2047,"Commercial & industrial packaging","PE-HD, -MD","All",0.01
"South",2047,"Commercial & industrial packaging","PP","All",0.01
"North",2047,"Commercial & industrial packaging","Other Plastics","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PMMA","All",0.01
"North",2047,"Commercial & industrial packaging","PET","All",0.01
"North",2047,"Commercial & industrial packaging","ABS, SAN","All",0.01
"North",2047,"Commercial & industrial packaging","PMMA","All",0.01
"South",2047,"Commercial & industrial packaging","PMMA","All",0.01
"South",2047,"Commercial & industrial packaging","PA (PA6, PA66)","All",0.01
"South",2047,"Commercial & industrial packaging","PC","All",0.01
"South",2047,"Commercial & industrial packaging","Other Thermoplastics","All",0.01
"South",2047,"Commercial & industrial packaging","PUR","All",0.01
"Germany",2047,"Commercial & industrial packaging","PVC","All",0.01
"Germany",2047,"Commercial & industrial packaging","PET","All",0.01
"Germany",2047,"Commercial & industrial packaging","ABS, SAN","All",0.01
"Germany",2047,"Commercial & industrial packaging","PMMA","All",0.01
"West",2047,"Commercial & industrial packaging","PE-HD, -MD","All",0.01
"West",2047,"Commercial & industrial packaging","PP","All",0.01
"West",2047,"Commercial & industrial packaging","PS","All",0.01
"West",2047,"Commercial & industrial packaging","PS-E","All",0.01
"West",2047,"Commercial & industrial packaging","PVC","All",0.01
"West",2047,"Commercial & industrial packaging","PET","All",0.01
"West",2047,"Commercial & industrial packaging","ABS, SAN","All",0.01
"West",2047,"Commercial & industrial packaging","PMMA","All",0.01
"West",2047,"Commercial & industrial packaging","PA (PA6, PA66)","All",0.01
"West",2047,"Commercial & industrial packaging","PC","All",0.01
"North",2047,"Commercial & industrial packaging","PE-HD, -MD","All",0.01
"North",2047,"Commercial & industrial packaging","PP","All",0.01
"North",2047,"Commercial & industrial packaging","PS","All",0.01
"North",2047,"Commercial & industrial packaging","PS-E","All",0.01
"North",2047,"Commercial & industrial packaging","PVC","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PE-HD, -MD","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PP","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PS","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PS-E","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PVC","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PET","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","ABS, SAN","All",0.01
"East",2047,"Commercial & industrial packaging","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PA (PA6, PA66)","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PC","All",0.01
"South",2047,"Commercial & industrial packaging","PS","All",0.01
"South",2047,"Commercial & industrial packaging","PS-E","All",0.01
"South",2047,"Commercial & industrial packaging","PVC","All",0.01
"South",2047,"Commercial & industrial packaging","PET","All",0.01
"South",2047,"Commercial & industrial packaging","ABS, SAN","All",0.01
"Germany",2047,"Commercial & industrial packaging","PE-LD, -LLD","All",0.01
"Germany",2047,"Commercial & industrial packaging","PE-HD, -MD","All",0.01
"Germany",2047,"Commercial & industrial packaging","PP","All",0.01
"Germany",2047,"Commercial & industrial packaging","PS","All",0.01
"Germany",2047,"Commercial & industrial packaging","PS-E","All",0.01
"East",2047,"Commercial & industrial packaging","Other Plastics","All",0.01
"East",2047,"Commercial & industrial packaging","PE-HD, -MD","All",0.01
"East",2047,"Commercial & industrial packaging","PP","All",0.01
"East",2047,"Commercial & industrial packaging","PS","All",0.01
"East",2047,"Commercial & industrial packaging","PS-E","All",0.01
"East",2047,"Commercial & industrial packaging","PVC","All",0.01
"East",2047,"Commercial & industrial packaging","PET","All",0.01
"East",2047,"Commercial & industrial packaging","ABS, SAN","All",0.01
"East",2047,"Commercial & industrial packaging","PMMA","All",0.01
"East",2047,"Commercial & industrial packaging","PA (PA6, PA66)","All",0.01
"East",2047,"Commercial & industrial packaging","PC","All",0.01
"East",2047,"Commercial & industrial packaging","Other Thermoplastics","All",0.01
"East",2047,"Commercial & industrial packaging","PUR","All",0.01
"West",2047,"Commercial & industrial packaging","PUR","All",0.01
"West",2047,"Commercial & industrial packaging","Other Plastics","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","Other Thermoplastics","All",0.01
"West",2047,"Commercial & industrial packaging","Other Thermoplastics","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","Other Plastics","All",0.01
"Germany",2047,"Commercial & industrial packaging","Other Thermoplastics","All",0.01
"Germany",2047,"Commercial & industrial packaging","PUR","All",0.01
"EU27+3",2047,"Commercial & industrial packaging","PUR","All",0.01
"Germany",2047,"Commercial & industrial packaging","PA (PA6, PA66)","All",0.01
"Germany",2047,"Commercial & industrial packaging","PC","All",0.01
"Germany",2047,"Commercial & industrial packaging","Other Plastics","All",0.01
"North",2047,"Electrical and Electronics","PS-E","All",0.01
"North",2047,"Electrical and Electronics","PE-HD, -MD","All",0.01
"North",2047,"Electrical and Electronics","PS","All",0.01
"North",2047,"Electrical and Electronics","PE-LD, -LLD","All",0.01
"EU27+3",2047,"Electrical and Electronics","Other Thermoplastics","All",0.01
"North",2047,"Electrical and Electronics","PP","All",0.01
"Germany",2047,"Electrical and Electronics","PET","All",0.01
"EU27+3",2047,"Electrical and Electronics","PC","All",0.01
"Germany",2047,"Electrical and Electronics","PS-E","All",0.01
"Germany",2047,"Electrical and Electronics","PVC","All",0.01
"Germany",2047,"Electrical and Electronics","PC","All",0.01
"Germany",2047,"Electrical and Electronics","ABS, SAN","All",0.01
"Germany",2047,"Electrical and Electronics","PMMA","All",0.01
"Germany",2047,"Electrical and Electronics","PA (PA6, PA66)","All",0.01
"West",2047,"Electrical and Electronics","PS","All",0.01
"West",2047,"Electrical and Electronics","PS-E","All",0.01
"West",2047,"Electrical and Electronics","PVC","All",0.01
"West",2047,"Electrical and Electronics","PET","All",0.01
"West",2047,"Electrical and Electronics","ABS, SAN","All",0.01
"West",2047,"Electrical and Electronics","PMMA","All",0.01
"West",2047,"Electrical and Electronics","PA (PA6, PA66)","All",0.01
"West",2047,"Electrical and Electronics","PC","All",0.01
"West",2047,"Electrical and Electronics","Other Thermoplastics","All",0.01
"North",2047,"Electrical and Electronics","PVC","All",0.01
"Germany",2047,"Electrical and Electronics","Other Thermoplastics","All",0.01
"Germany",2047,"Electrical and Electronics","PUR","All",0.01
