"region","time","sector","polymer","element","value"
"Germany",2049,"Others","ABS, SAN","All",0.01
"South",2049,"Others","Other Thermoplastics","All",0.01
"South",2049,"Others","PUR","All",0.01
"North",2049,"Others","PE-LD, -LLD","All",0.01
"East",2049,"Others","PP","All",0.01
"East",2049,"Others","PS-E","All",0.01
"East",2049,"Others","PVC","All",0.01
"Germany",2049,"Others","Other Plastics","All",0.01
"East",2049,"Others","ABS, SAN","All",0.01
"East",2049,"Others","PMMA","All",0.01
"East",2049,"Others","PA (PA6, PA66)","All",0.01
"East",2049,"Others","PC","All",0.01
"West",2049,"Others","PA (PA6, PA66)","All",0.01
"West",2049,"Others","PC","All",0.01
"West",2049,"Others","Other Thermoplastics","All",0.01
"West",2049,"Others","PUR","All",0.01
"North",2049,"Others","Other Plastics","All",0.01
"East",2049,"Others","Other Plastics","All",0.01
"North",2049,"Others","PET","All",0.01
"North",2049,"Others","ABS, SAN","All",0.01
"North",2049,"Others","PMMA","All",0.01
"East",2049,"Others","PET","All",0.01
"North",2049,"Others","PC","All",0.01
"North",2049,"Others","Other Thermoplastics","All",0.01
"North",2049,"Others","PUR","All",0.01
"North",2049,"Others","PA (PA6, PA66)","All",0.01
"East",2049,"Others","PUR","All",0.01
"South",2049,"Others","PA (PA6, PA66)","All",0.01
"South",2049,"Others","PC","All",0.01
"East",2049,"Others","PE-HD, -MD","All",0.01
"East",2049,"Others","Other Thermoplastics","All",0.01
"East",2049,"Others","PE-LD, -LLD","All",0.01
"South",2050,"Agriculture","PE-LD, -LLD","All",0.01
"Germany",2050,"Agriculture","PP","All",0.01
"North",2050,"Agriculture","PS-E","All",0.01
"Germany",2050,"Agriculture","PE-LD, -LLD","All",0.01
"Germany",2050,"Agriculture","PC","All",0.01
"Germany",2050,"Agriculture","Other Thermoplastics","All",0.01
"Germany",2050,"Agriculture","PUR","All",0.01
"Germany",2050,"Agriculture","PE-HD, -MD","All",0.01
"West",2050,"Agriculture","PE-HD, -MD","All",0.01
"West",2050,"Agriculture","PP","All",0.01
"West",2050,"Agriculture","PS","All",0.01
"Germany",2050,"Agriculture","Other Plastics","All",0.01
"Germany",2050,"Agriculture","PA (PA6, PA66)","All",0.01
"North",2050,"Agriculture","PE-LD, -LLD","All",0.01
"North",2050,"Agriculture","PE-HD, -MD","All",0.01
"North",2050,"Agriculture","PP","All",0.01
"North",2050,"Agriculture","PS","All",0.01
"EU27+3",2050,"Agriculture","PE-LD, -LLD","All",0.01
"EU27+3",2050,"Agriculture","PE-HD, -MD","All",0.01
"EU27+3",2050,"Agriculture","PP","All",0.01
"EU27+3",2050,"Agriculture","PS","All",0.01
"EU27+3",2050,"Agriculture","PS-E","All",0.01
"EU27+3",2050,"Agriculture","PVC","All",0.01
"EU27+3",2050,"Agriculture","PET","All",0.01
"EU27+3",2050,"Agriculture","ABS, SAN","All",0.01
"EU27+3",2050,"Agriculture","PMMA","All",0.01
"EU27+3",2050,"Agriculture","PA (PA6, PA66)","All",0.01
"EU27+3",2050,"Agriculture","PC","All",0.01
"EU27+3",2050,"Agriculture","Other Thermoplastics","All",0.01
"South",2050,"Agriculture","PE-HD, -MD","All",0.01
"South",2050,"Agriculture","PP","All",0.01
"South",2050,"Agriculture","PS","All",0.01
"South",2050,"Agriculture","PS-E","All",0.01
"Germany",2050,"Agriculture","PS","All",0.01
"Germany",2050,"Agriculture","PS-E","All",0.01
"Germany",2050,"Agriculture","PVC","All",0.01
"Germany",2050,"Agriculture","PET","All",0.01
"Germany",2050,"Agriculture","ABS, SAN","All",0.01
"Germany",2050,"Agriculture","PMMA","All",0.01
"East",2050,"Agriculture","PE-LD, -LLD","All",0.01
"East",2050,"Agriculture","PE-HD, -MD","All",0.01
"East",2050,"Agriculture","PP","All",0.01
"East",2050,"Agriculture","PS","All",0.01
"West",2050,"Agriculture","PE-LD, -LLD","All",0.01
"East",2050,"Agriculture","PS-E","All",0.01
"East",2050,"Agriculture","PVC","All",0.01
"East",2050,"Agriculture","PET","All",0.01
"East",2050,"Agriculture","ABS, SAN","All",0.01
"East",2050,"Agriculture","PMMA","All",0.01
"East",2050,"Agriculture","PA (PA6, PA66)","All",0.01
"East",2050,"Agriculture","PC","All",0.01
"East",2050,"Agriculture","Other Thermoplastics","All",0.01
"East",2050,"Agriculture","PUR","All",0.01
"East",2050,"Agriculture","Other Plastics","All",0.01
"West",2050,"Agriculture","PC","All",0.01
"West",2050,"Agriculture","Other Thermoplastics","All",0.01
"West",2050,"Agriculture","PUR","All",0.01
"West",2050,"Agriculture","Other Plastics","All",0.01
"North",2050,"Agriculture","PMMA","All",0.01
"North",2050,"Agriculture","PVC","All",0.01
"North",2050,"Agriculture","PET","All",0.01
"North",2050,"Agriculture","ABS, SAN","All",0.01
"North",2050,"Agriculture","PUR","All",0.01
"North",2050,"Agriculture","PA (PA6, PA66)","All",0.01
"North",2050,"Agriculture","PC","All",0.01
"North",2050,"Agriculture","Other Thermoplastics","All",0.01
"EU27+3",2050,"Agriculture","Other Plastics","All",0.01
"North",2050,"Agriculture","Other Plastics","All",0.01
"South",2050,"Agriculture","PUR","All",0.01
"EU27+3",2050,"Agriculture","PUR","All",0.01
"South",2050,"Agriculture","PVC","All",0.01
"South",2050,"Agriculture","PET","All",0.01
"South",2050,"Agriculture","ABS, SAN","All",0.01
"South",2050,"Agriculture","PMMA","All",0.01
"South",2050,"Agriculture","PA (PA6, PA66)","All",0.01
"South",2050,"Agriculture","PC","All",0.01
"South",2050,"Agriculture","Other Thermoplastics","All",0.01
"West",2050,"Agriculture","PVC","All",0.01
"South",2050,"Agriculture","Other Plastics","All",0.01
"West",2050,"Agriculture","ABS, SAN","All",0.01
"West",2050,"Agriculture","PS-E","All",0.01
"West",2050,"Agriculture","PA (PA6, PA66)","All",0.01
"West",2050,"Agriculture","PET","All",0.01
"West",2050,"Agriculture","PMMA","All",0.01
"West",2050,"Automotive","PE-LD, -LLD","All",0.006711409
"West",2050,"Automotive","PE-HD, -MD","All",0.006711409
"North",2050,"Automotive","PP","All",0.006711409
"North",2050,"Automotive","PS","All",0.006711409
"EU27+3",2050,"Automotive","PE-LD, -LLD","All",0.006711409
"West",2050,"Automotive","PP","All",0.006711409
"North",2050,"Automotive","PE-HD, -MD","All",0.006711409
"South",2050,"Automotive","PE-LD, -LLD","All",0.006711409
"South",2050,"Automotive","PE-HD, -MD","All",0.006711409
"South",2050,"Automotive","PP","All",0.006711409
"EU27+3",2050,"Automotive","PE-HD, -MD","All",0.006711409
"EU27+3",2050,"Automotive","PP","All",0.006711409
"EU27+3",2050,"Automotive","PS","All",0.006711409
"Germany",2050,"Automotive","PE-LD, -LLD","All",0.006711409
"North",2050,"Automotive","PE-LD, -LLD","All",0.006711409
"East",2050,"Automotive","PE-LD, -LLD","All",0.006711409
"East",2050,"Automotive","PE-HD, -MD","All",0.006711409
"East",2050,"Automotive","PP","All",0.006711409
"East",2050,"Automotive","PS","All",0.006711409
"East",2050,"Automotive","PS-E","All",0.006711409
"East",2050,"Automotive","PVC","All",0.006711409
"East",2050,"Automotive","PET","All",0.006711409
"East",2050,"Automotive","ABS, SAN","All",0.006711409
"East",2050,"Automotive","PMMA","All",0.006711409
"East",2050,"Automotive","PA (PA6, PA66)","All",0.006711409
"East",2050,"Automotive","PC","All",0.006711409
"East",2050,"Automotive","Other Thermoplastics","All",0.006711409
"East",2050,"Automotive","PUR","All",0.006711409
"East",2050,"Automotive","Other Plastics","All",0.006711409
"West",2050,"Automotive","PC","All",0.006711409
"West",2050,"Automotive","Other Thermoplastics","All",0.006711409
"West",2050,"Automotive","PUR","All",0.006711409
"West",2050,"Automotive","Other Plastics","All",0.006711409
"North",2050,"Automotive","PS-E","All",0.006711409
"North",2050,"Automotive","PVC","All",0.006711409
"North",2050,"Automotive","PET","All",0.006711409
"North",2050,"Automotive","ABS, SAN","All",0.006711409
"North",2050,"Automotive","PMMA","All",0.006711409
"North",2050,"Automotive","PA (PA6, PA66)","All",0.006711409
"North",2050,"Automotive","PC","All",0.006711409
"North",2050,"Automotive","Other Thermoplastics","All",0.006711409
"North",2050,"Automotive","PUR","All",0.006711409
"North",2050,"Automotive","Other Plastics","All",0.006711409
"EU27+3",2050,"Automotive","PC","All",0.006711409
"EU27+3",2050,"Automotive","Other Thermoplastics","All",0.006711409
"EU27+3",2050,"Automotive","PUR","All",0.006711409
"EU27+3",2050,"Automotive","Other Plastics","All",0.006711409
"South",2050,"Automotive","PS","All",0.006711409
"South",2050,"Automotive","PS-E","All",0.006711409
"South",2050,"Automotive","PVC","All",0.006711409
"South",2050,"Automotive","PET","All",0.006711409
"South",2050,"Automotive","ABS, SAN","All",0.006711409
"South",2050,"Automotive","PMMA","All",0.006711409
"South",2050,"Automotive","PA (PA6, PA66)","All",0.006711409
"South",2050,"Automotive","PC","All",0.006711409
"South",2050,"Automotive","Other Thermoplastics","All",0.006711409
"South",2050,"Automotive","PUR","All",0.006711409
"South",2050,"Automotive","Other Plastics","All",0.006711409
"Germany",2050,"Automotive","PMMA","All",0.006711409
"Germany",2050,"Automotive","PA (PA6, PA66)","All",0.006711409
"Germany",2050,"Automotive","PC","All",0.006711409
"Germany",2050,"Automotive","Other Thermoplastics","All",0.006711409
"West",2050,"Automotive","PS","All",0.006711409
"West",2050,"Automotive","PS-E","All",0.006711409
"West",2050,"Automotive","PVC","All",0.006711409
"West",2050,"Automotive","PET","All",0.006711409
"West",2050,"Automotive","ABS, SAN","All",0.006711409
"West",2050,"Automotive","PMMA","All",0.006711409
"West",2050,"Automotive","PA (PA6, PA66)","All",0.006711409
"EU27+3",2050,"Automotive","PA (PA6, PA66)","All",0.006711409
"Germany",2050,"Automotive","PET","All",0.006711409
"Germany",2050,"Automotive","ABS, SAN","All",0.006711409
"Germany",2050,"Automotive","PUR","All",0.006711409
"EU27+3",2050,"Automotive","PS-E","All",0.006711409
"EU27+3",2050,"Automotive","PVC","All",0.006711409
"EU27+3",2050,"Automotive","PET","All",0.006711409
"EU27+3",2050,"Automotive","ABS, SAN","All",0.006711409
"EU27+3",2050,"Automotive","PMMA","All",0.006711409
"Germany",2050,"Automotive","PVC","All",0.006711409
"Germany",2050,"Automotive","PE-HD, -MD","All",0.006711409
"Germany",2050,"Automotive","PP","All",0.006711409
"Germany",2050,"Automotive","PS","All",0.006711409
"Germany",2050,"Automotive","Other Plastics","All",0.006711409
"Germany",2050,"Automotive","PS-E","All",0.006711409
"West",2050,"Building and Construction","PE-HD, -MD","All",0.010928962
"West",2050,"Building and Construction","PE-LD, -LLD","All",0.010928962
"EU27+3",2050,"Building and Construction","PE-LD, -LLD","All",0.010928962
"South",2050,"Building and Construction","PP","All",0.010928962
"South",2050,"Building and Construction","PE-LD, -LLD","All",0.010928962
"South",2050,"Building and Construction","PE-HD, -MD","All",0.010928962
"Germany",2050,"Building and Construction","PE-LD, -LLD","All",0.010928962
"EU27+3",2050,"Building and Construction","PE-HD, -MD","All",0.010928962
"EU27+3",2050,"Building and Construction","PP","All",0.010928962
"South",2050,"Building and Construction","PUR","All",0.010928962
"South",2050,"Building and Construction","Other Plastics","All",0.010928962
"Germany",2050,"Building and Construction","PMMA","All",0.010928962
"Germany",2050,"Building and Construction","PA (PA6, PA66)","All",0.010928962
"Germany",2050,"Building and Construction","PC","All",0.010928962
"West",2050,"Building and Construction","PP","All",0.010928962
"West",2050,"Building and Construction","PS","All",0.010928962
"West",2050,"Building and Construction","PS-E","All",0.010928962
"West",2050,"Building and Construction","PVC","All",0.010928962
"North",2050,"Building and Construction","PE-LD, -LLD","All",0.010928962
"North",2050,"Building and Construction","PE-HD, -MD","All",0.010928962
"North",2050,"Building and Construction","PP","All",0.010928962
"North",2050,"Building and Construction","PS","All",0.010928962
"North",2050,"Building and Construction","PS-E","All",0.010928962
"North",2050,"Building and Construction","PVC","All",0.010928962
"North",2050,"Building and Construction","PET","All",0.010928962
"North",2050,"Building and Construction","ABS, SAN","All",0.010928962
"North",2050,"Building and Construction","PMMA","All",0.010928962
"North",2050,"Building and Construction","PA (PA6, PA66)","All",0.010928962
"North",2050,"Building and Construction","PC","All",0.010928962
"North",2050,"Building and Construction","Other Thermoplastics","All",0.010928962
"North",2050,"Building and Construction","PUR","All",0.010928962
"North",2050,"Building and Construction","Other Plastics","All",0.010928962
"EU27+3",2050,"Building and Construction","PC","All",0.010928962
"EU27+3",2050,"Building and Construction","Other Thermoplastics","All",0.010928962
"EU27+3",2050,"Building and Construction","PUR","All",0.010928962
"EU27+3",2050,"Building and Construction","Other Plastics","All",0.010928962
"South",2050,"Building and Construction","PS","All",0.010928962
"South",2050,"Building and Construction","PS-E","All",0.010928962
"South",2050,"Building and Construction","PVC","All",0.010928962
"South",2050,"Building and Construction","PET","All",0.010928962
"South",2050,"Building and Construction","ABS, SAN","All",0.010928962
"South",2050,"Building and Construction","PMMA","All",0.010928962
"South",2050,"Building and Construction","PA (PA6, PA66)","All",0.010928962
"South",2050,"Building and Construction","PC","All",0.010928962
"South",2050,"Building and Construction","Other Thermoplastics","All",0.010928962
"Germany",2050,"Building and Construction","PET","All",0.010928962
"Germany",2050,"Building and Construction","ABS, SAN","All",0.010928962
"East",2050,"Building and Construction","PP","All",0.010928962
"East",2050,"Building and Construction","PS","All",0.010928962
"East",2050,"Building and Construction","PS-E","All",0.010928962
"Germany",2050,"Building and Construction","Other Thermoplastics","All",0.010928962
"Germany",2050,"Building and Construction","PUR","All",0.010928962
"Germany",2050,"Building and Construction","Other Plastics","All",0.010928962
"East",2050,"Building and Construction","PMMA","All",0.010928962
"West",2050,"Building and Construction","PET","All",0.010928962
"West",2050,"Building and Construction","ABS, SAN","All",0.010928962
"West",2050,"Building and Construction","PMMA","All",0.010928962
"West",2050,"Building and Construction","PA (PA6, PA66)","All",0.010928962
"West",2050,"Building and Construction","PC","All",0.010928962
"West",2050,"Building and Construction","Other Thermoplastics","All",0.010928962
"West",2050,"Building and Construction","PUR","All",0.010928962
"West",2050,"Building and Construction","Other Plastics","All",0.010928962
"EU27+3",2050,"Building and Construction","PS-E","All",0.010928962
"EU27+3",2050,"Building and Construction","PVC","All",0.010928962
"East",2050,"Building and Construction","PVC","All",0.010928962
"EU27+3",2050,"Building and Construction","PS","All",0.010928962
"EU27+3",2050,"Building and Construction","PMMA","All",0.010928962
"EU27+3",2050,"Building and Construction","PA (PA6, PA66)","All",0.010928962
"EU27+3",2050,"Building and Construction","PET","All",0.010928962
"EU27+3",2050,"Building and Construction","ABS, SAN","All",0.010928962
"East",2050,"Building and Construction","PET","All",0.010928962
"East",2050,"Building and Construction","ABS, SAN","All",0.010928962
"East",2050,"Building and Construction","PE-LD, -LLD","All",0.010928962
"East",2050,"Building and Construction","PE-HD, -MD","All",0.010928962
"Germany",2050,"Building and Construction","PS","All",0.010928962
"Germany",2050,"Building and Construction","PS-E","All",0.010928962
"Germany",2050,"Building and Construction","PE-HD, -MD","All",0.010928962
"Germany",2050,"Building and Construction","PP","All",0.010928962
"East",2050,"Building and Construction","PA (PA6, PA66)","All",0.010928962
