Region;Building type;Age cohort;Steel product;value
LVA;Edu;2040<;Light sections;0
LVA;Edu;2040<;Seamless tubes;0
LVA;Edu;2040<;Hot rolled plate;0
LVA;Edu;2040<;Hot rolled coild, sheet and strip;0
LVA;Edu;2040<;Electrical sheet and strip;0
LVA;Edu;2040<;Tinmill products;0
LVA;Edu;2040<;Other metal coated sheet and strip;0
LVA;Edu;2040<;Non-metallic coated sheet and strip;0
LVA;Edu;2040<;Welded tubes;0
LVA;Edu;2040<;Liquid steel;0
LVA;Hea;>1945;Concrete reinforcing bars in transport concrete;36.67633689
LVA;Hea;>1945;Concrete reinforcing bars in precast concrete;16.86576076
LVA;Hea;>1945;Hot rolled bars;0
LVA;Hea;>1945;Wire rod;0
LVA;Hea;>1945;Railway track material;0
LVA;Hea;>1945;Heavy sections;0
LVA;Hea;>1945;Light sections;0
LVA;Hea;>1945;Seamless tubes;0
LVA;Hea;>1945;Hot rolled plate;0
LVA;Hea;>1945;Hot rolled coild, sheet and strip;0
LVA;Hea;>1945;Electrical sheet and strip;0
LVA;Hea;>1945;Tinmill products;0
LVA;Hea;>1945;Other metal coated sheet and strip;0
LVA;Hea;>1945;Non-metallic coated sheet and strip;0
LVA;Hea;>1945;Welded tubes;0
LVA;Hea;>1945;Liquid steel;0
LVA;Hea;1945-1969;Concrete reinforcing bars in transport concrete;36.67633689
LVA;Hea;1945-1969;Concrete reinforcing bars in precast concrete;16.86576076
LVA;Hea;1945-1969;Hot rolled bars;0
LVA;Hea;1945-1969;Wire rod;0
LVA;Hea;1945-1969;Railway track material;0
LVA;Hea;1945-1969;Heavy sections;0
LVA;Hea;1945-1969;Light sections;0
LVA;Hea;1945-1969;Seamless tubes;0
LVA;Hea;1945-1969;Hot rolled plate;0
LVA;Hea;1945-1969;Hot rolled coild, sheet and strip;0
LVA;Hea;1945-1969;Electrical sheet and strip;0
LVA;Hea;1945-1969;Tinmill products;0
LVA;Hea;1945-1969;Other metal coated sheet and strip;0
LVA;Hea;1945-1969;Non-metallic coated sheet and strip;0
LVA;Hea;1945-1969;Welded tubes;0
LVA;Hea;1945-1969;Liquid steel;0
LVA;Hea;1970-1989;Concrete reinforcing bars in transport concrete;21.92
LVA;Hea;1970-1989;Concrete reinforcing bars in precast concrete;10.08
LVA;Hea;1970-1989;Hot rolled bars;0
LVA;Hea;1970-1989;Wire rod;0
LVA;Hea;1970-1989;Railway track material;0
LVA;Hea;1970-1989;Heavy sections;0
LVA;Hea;1970-1989;Light sections;0
LVA;Hea;1970-1989;Seamless tubes;0
LVA;Hea;1970-1989;Hot rolled plate;0
LVA;Hea;1970-1989;Hot rolled coild, sheet and strip;0
LVA;Hea;1970-1989;Electrical sheet and strip;0
LVA;Hea;1970-1989;Tinmill products;0
LVA;Hea;1970-1989;Other metal coated sheet and strip;0
LVA;Hea;1970-1989;Non-metallic coated sheet and strip;0
LVA;Hea;1970-1989;Welded tubes;0
LVA;Hea;1970-1989;Liquid steel;0
LVA;Hea;1990-2010;Concrete reinforcing bars in transport concrete;21.92
LVA;Hea;1990-2010;Concrete reinforcing bars in precast concrete;10.08
LVA;Hea;1990-2010;Hot rolled bars;0
LVA;Hea;1990-2010;Wire rod;0
LVA;Hea;1990-2010;Railway track material;0
LVA;Hea;1990-2010;Heavy sections;0
LVA;Hea;1990-2010;Light sections;0
LVA;Hea;1990-2010;Seamless tubes;0
LVA;Hea;1990-2010;Hot rolled plate;0
LVA;Hea;1990-2010;Hot rolled coild, sheet and strip;0
LVA;Hea;1990-2010;Electrical sheet and strip;0
LVA;Hea;1990-2010;Tinmill products;0
LVA;Hea;1990-2010;Other metal coated sheet and strip;0
LVA;Hea;1990-2010;Non-metallic coated sheet and strip;0
LVA;Hea;1990-2010;Welded tubes;0
LVA;Hea;1990-2010;Liquid steel;0
LVA;Hea;2011-2020;Concrete reinforcing bars in transport concrete;29.49728395
LVA;Hea;2011-2020;Concrete reinforcing bars in precast concrete;13.56444444
LVA;Hea;2011-2020;Hot rolled bars;0
LVA;Hea;2011-2020;Wire rod;0
LVA;Hea;2011-2020;Railway track material;0
LVA;Hea;2011-2020;Heavy sections;0
LVA;Hea;2011-2020;Light sections;0
LVA;Hea;2011-2020;Seamless tubes;0
LVA;Hea;2011-2020;Hot rolled plate;0
LVA;Hea;2011-2020;Hot rolled coild, sheet and strip;0
LVA;Hea;2011-2020;Electrical sheet and strip;0
LVA;Hea;2011-2020;Tinmill products;0
LVA;Hea;2011-2020;Other metal coated sheet and strip;0
LVA;Hea;2011-2020;Non-metallic coated sheet and strip;0
LVA;Hea;2011-2020;Welded tubes;0
LVA;Hea;2011-2020;Liquid steel;0
LVA;Hea;2021-2030;Concrete reinforcing bars in transport concrete;29.49728395
LVA;Hea;2021-2030;Concrete reinforcing bars in precast concrete;13.56444444
LVA;Hea;2021-2030;Hot rolled bars;0
LVA;Hea;2021-2030;Wire rod;0
LVA;Hea;2021-2030;Railway track material;0
LVA;Hea;2021-2030;Heavy sections;0
LVA;Hea;2021-2030;Light sections;0
LVA;Hea;2021-2030;Seamless tubes;0
LVA;Hea;2021-2030;Hot rolled plate;0
LVA;Hea;2021-2030;Hot rolled coild, sheet and strip;0
LVA;Hea;2021-2030;Electrical sheet and strip;0
LVA;Hea;2021-2030;Tinmill products;0
LVA;Hea;2021-2030;Other metal coated sheet and strip;0
LVA;Hea;2021-2030;Non-metallic coated sheet and strip;0
LVA;Hea;2021-2030;Welded tubes;0
LVA;Hea;2021-2030;Liquid steel;0
LVA;Hea;2031-2040;Concrete reinforcing bars in transport concrete;29.49728395
LVA;Hea;2031-2040;Concrete reinforcing bars in precast concrete;13.56444444
LVA;Hea;2031-2040;Hot rolled bars;0
LVA;Hea;2031-2040;Wire rod;0
LVA;Hea;2031-2040;Railway track material;0
LVA;Hea;2031-2040;Heavy sections;0
LVA;Hea;2031-2040;Light sections;0
LVA;Hea;2031-2040;Seamless tubes;0
LVA;Hea;2031-2040;Hot rolled plate;0
LVA;Hea;2031-2040;Hot rolled coild, sheet and strip;0
LVA;Hea;2031-2040;Electrical sheet and strip;0
LVA;Hea;2031-2040;Tinmill products;0
LVA;Hea;2031-2040;Other metal coated sheet and strip;0
LVA;Hea;2031-2040;Non-metallic coated sheet and strip;0
LVA;Hea;2031-2040;Welded tubes;0
LVA;Hea;2031-2040;Liquid steel;0
LVA;Hea;2040<;Concrete reinforcing bars in transport concrete;29.49728395
LVA;Hea;2040<;Concrete reinforcing bars in precast concrete;13.56444444
LVA;Hea;2040<;Hot rolled bars;0
LVA;Hea;2040<;Wire rod;0
LVA;Hea;2040<;Railway track material;0
LVA;Hea;2040<;Heavy sections;0
LVA;Hea;2040<;Light sections;0
LVA;Hea;2040<;Seamless tubes;0
LVA;Hea;2040<;Hot rolled plate;0
LVA;Hea;2040<;Hot rolled coild, sheet and strip;0
LVA;Hea;2040<;Electrical sheet and strip;0
LVA;Hea;2040<;Tinmill products;0
LVA;Hea;2040<;Other metal coated sheet and strip;0
LVA;Hea;2040<;Non-metallic coated sheet and strip;0
LVA;Hea;2040<;Welded tubes;0
LVA;Hea;2040<;Liquid steel;0
LVA;Oth;>1945;Concrete reinforcing bars in transport concrete;24.45089126
LVA;Oth;>1945;Concrete reinforcing bars in precast concrete;11.24384051
LVA;Oth;>1945;Hot rolled bars;0
LVA;Oth;>1945;Wire rod;0
LVA;Oth;>1945;Railway track material;0
LVA;Oth;>1945;Heavy sections;0
LVA;Oth;>1945;Light sections;0
LVA;Oth;>1945;Seamless tubes;0
LVA;Oth;>1945;Hot rolled plate;0
LVA;Oth;>1945;Hot rolled coild, sheet and strip;0
LVA;Oth;>1945;Electrical sheet and strip;0
LVA;Oth;>1945;Tinmill products;0
LVA;Oth;>1945;Other metal coated sheet and strip;0
LVA;Oth;>1945;Non-metallic coated sheet and strip;0
LVA;Oth;>1945;Welded tubes;0
LVA;Oth;>1945;Liquid steel;0
LVA;Oth;1945-1969;Concrete reinforcing bars in transport concrete;47.16597753
LVA;Oth;1945-1969;Concrete reinforcing bars in precast concrete;21.68946412
LVA;Oth;1945-1969;Hot rolled bars;0
LVA;Oth;1945-1969;Wire rod;0
LVA;Oth;1945-1969;Railway track material;0
LVA;Oth;1945-1969;Heavy sections;0
LVA;Oth;1945-1969;Light sections;0
LVA;Oth;1945-1969;Seamless tubes;0
LVA;Oth;1945-1969;Hot rolled plate;0
LVA;Oth;1945-1969;Hot rolled coild, sheet and strip;0
LVA;Oth;1945-1969;Electrical sheet and strip;0
LVA;Oth;1945-1969;Tinmill products;0
LVA;Oth;1945-1969;Other metal coated sheet and strip;0
LVA;Oth;1945-1969;Non-metallic coated sheet and strip;0
LVA;Oth;1945-1969;Welded tubes;0
LVA;Oth;1945-1969;Liquid steel;0
LVA;Oth;1970-1989;Concrete reinforcing bars in transport concrete;36.46175494
LVA;Oth;1970-1989;Concrete reinforcing bars in precast concrete;16.76708439
LVA;Oth;1970-1989;Hot rolled bars;0
LVA;Oth;1970-1989;Wire rod;0
LVA;Oth;1970-1989;Railway track material;0
LVA;Oth;1970-1989;Heavy sections;0
LVA;Oth;1970-1989;Light sections;0
LVA;Oth;1970-1989;Seamless tubes;0
LVA;Oth;1970-1989;Hot rolled plate;0
LVA;Oth;1970-1989;Hot rolled coild, sheet and strip;0
LVA;Oth;1970-1989;Electrical sheet and strip;0
LVA;Oth;1970-1989;Tinmill products;0
LVA;Oth;1970-1989;Other metal coated sheet and strip;0
LVA;Oth;1970-1989;Non-metallic coated sheet and strip;0
LVA;Oth;1970-1989;Welded tubes;0
LVA;Oth;1970-1989;Liquid steel;0
LVA;Oth;1990-2010;Concrete reinforcing bars in transport concrete;33.57875138
LVA;Oth;1990-2010;Concrete reinforcing bars in precast concrete;15.44132363
LVA;Oth;1990-2010;Hot rolled bars;0
LVA;Oth;1990-2010;Wire rod;0
LVA;Oth;1990-2010;Railway track material;0
LVA;Oth;1990-2010;Heavy sections;0
LVA;Oth;1990-2010;Light sections;0
LVA;Oth;1990-2010;Seamless tubes;0
LVA;Oth;1990-2010;Hot rolled plate;0
LVA;Oth;1990-2010;Hot rolled coild, sheet and strip;0
LVA;Oth;1990-2010;Electrical sheet and strip;0
LVA;Oth;1990-2010;Tinmill products;0
LVA;Oth;1990-2010;Other metal coated sheet and strip;0
LVA;Oth;1990-2010;Non-metallic coated sheet and strip;0
LVA;Oth;1990-2010;Welded tubes;0
LVA;Oth;1990-2010;Liquid steel;0
LVA;Oth;2011-2020;Concrete reinforcing bars in transport concrete;39.77237402
LVA;Oth;2011-2020;Concrete reinforcing bars in precast concrete;18.28948586
LVA;Oth;2011-2020;Hot rolled bars;0
LVA;Oth;2011-2020;Wire rod;0
LVA;Oth;2011-2020;Railway track material;0
LVA;Oth;2011-2020;Heavy sections;0
LVA;Oth;2011-2020;Light sections;0
LVA;Oth;2011-2020;Seamless tubes;0
LVA;Oth;2011-2020;Hot rolled plate;0
LVA;Oth;2011-2020;Hot rolled coild, sheet and strip;0
LVA;Oth;2011-2020;Electrical sheet and strip;0
LVA;Oth;2011-2020;Tinmill products;0
LVA;Oth;2011-2020;Other metal coated sheet and strip;0
LVA;Oth;2011-2020;Non-metallic coated sheet and strip;0
LVA;Oth;2011-2020;Welded tubes;0
LVA;Oth;2011-2020;Liquid steel;0
LVA;Oth;2021-2030;Concrete reinforcing bars in transport concrete;39.77237402
LVA;Oth;2021-2030;Concrete reinforcing bars in precast concrete;18.28948586
LVA;Oth;2021-2030;Hot rolled bars;0
LVA;Oth;2021-2030;Wire rod;0
LVA;Oth;2021-2030;Railway track material;0
LVA;Oth;2021-2030;Heavy sections;0
LVA;Oth;2021-2030;Light sections;0
LVA;Oth;2021-2030;Seamless tubes;0
LVA;Oth;2021-2030;Hot rolled plate;0
LVA;Oth;2021-2030;Hot rolled coild, sheet and strip;0
LVA;Oth;2021-2030;Electrical sheet and strip;0
LVA;Oth;2021-2030;Tinmill products;0
LVA;Oth;2021-2030;Other metal coated sheet and strip;0
LVA;Oth;2021-2030;Non-metallic coated sheet and strip;0
LVA;Oth;2021-2030;Welded tubes;0
LVA;Oth;2021-2030;Liquid steel;0
LVA;Oth;2031-2040;Concrete reinforcing bars in transport concrete;39.77237402
LVA;Oth;2031-2040;Concrete reinforcing bars in precast concrete;18.28948586
LVA;Oth;2031-2040;Hot rolled bars;0
LVA;Oth;2031-2040;Wire rod;0
LVA;Oth;2031-2040;Railway track material;0
LVA;Oth;2031-2040;Heavy sections;0
LVA;Oth;2031-2040;Light sections;0
LVA;Oth;2031-2040;Seamless tubes;0
LVA;Oth;2031-2040;Hot rolled plate;0
LVA;Oth;2031-2040;Hot rolled coild, sheet and strip;0
LVA;Oth;2031-2040;Electrical sheet and strip;0
LVA;Oth;2031-2040;Tinmill products;0
LVA;Oth;2031-2040;Other metal coated sheet and strip;0
LVA;Oth;2031-2040;Non-metallic coated sheet and strip;0
LVA;Oth;2031-2040;Welded tubes;0
LVA;Oth;2031-2040;Liquid steel;0
LVA;Oth;2040<;Concrete reinforcing bars in transport concrete;39.77237402
LVA;Oth;2040<;Concrete reinforcing bars in precast concrete;18.28948586
LVA;Oth;2040<;Hot rolled bars;0
LVA;Oth;2040<;Wire rod;0
LVA;Oth;2040<;Railway track material;0
LVA;Oth;2040<;Heavy sections;0
LVA;Oth;2040<;Light sections;0
LVA;Oth;2040<;Seamless tubes;0
LVA;Oth;2040<;Hot rolled plate;0
LVA;Oth;2040<;Hot rolled coild, sheet and strip;0
LVA;Oth;2040<;Electrical sheet and strip;0
LVA;Oth;2040<;Tinmill products;0
LVA;Oth;2040<;Other metal coated sheet and strip;0
LVA;Oth;2040<;Non-metallic coated sheet and strip;0
LVA;Oth;2040<;Welded tubes;0
LVA;Oth;2040<;Liquid steel;0
MLT;SFH;>1945;Concrete reinforcing bars in transport concrete;0
MLT;SFH;>1945;Concrete reinforcing bars in precast concrete;0
MLT;SFH;>1945;Hot rolled bars;0
MLT;SFH;>1945;Wire rod;0
MLT;SFH;>1945;Railway track material;0
MLT;SFH;>1945;Heavy sections;0
MLT;SFH;>1945;Light sections;0
MLT;SFH;>1945;Seamless tubes;0
MLT;SFH;>1945;Hot rolled plate;0
MLT;SFH;>1945;Hot rolled coild, sheet and strip;0
MLT;SFH;>1945;Electrical sheet and strip;0
MLT;SFH;>1945;Tinmill products;0
MLT;SFH;>1945;Other metal coated sheet and strip;0
MLT;SFH;>1945;Non-metallic coated sheet and strip;0
MLT;SFH;>1945;Welded tubes;0
MLT;SFH;>1945;Liquid steel;0
MLT;SFH;1945-1969;Concrete reinforcing bars in transport concrete;32.83015182
MLT;SFH;1945-1969;Concrete reinforcing bars in precast concrete;15.09707712
MLT;SFH;1945-1969;Hot rolled bars;0
MLT;SFH;1945-1969;Wire rod;0
MLT;SFH;1945-1969;Railway track material;0
MLT;SFH;1945-1969;Heavy sections;0
MLT;SFH;1945-1969;Light sections;0
MLT;SFH;1945-1969;Seamless tubes;0
MLT;SFH;1945-1969;Hot rolled plate;0
MLT;SFH;1945-1969;Hot rolled coild, sheet and strip;0
MLT;SFH;1945-1969;Electrical sheet and strip;0
MLT;SFH;1945-1969;Tinmill products;0
MLT;SFH;1945-1969;Other metal coated sheet and strip;0
MLT;SFH;1945-1969;Non-metallic coated sheet and strip;0
MLT;SFH;1945-1969;Welded tubes;0
MLT;SFH;1945-1969;Liquid steel;0
MLT;SFH;1970-1989;Concrete reinforcing bars in transport concrete;36.02738956
MLT;SFH;1970-1989;Concrete reinforcing bars in precast concrete;16.56733972
MLT;SFH;1970-1989;Hot rolled bars;0
MLT;SFH;1970-1989;Wire rod;0
MLT;SFH;1970-1989;Railway track material;0
MLT;SFH;1970-1989;Heavy sections;0
MLT;SFH;1970-1989;Light sections;0
MLT;SFH;1970-1989;Seamless tubes;0
MLT;SFH;1970-1989;Hot rolled plate;0
MLT;SFH;1970-1989;Hot rolled coild, sheet and strip;0
MLT;SFH;1970-1989;Electrical sheet and strip;0
MLT;SFH;1970-1989;Tinmill products;0
MLT;SFH;1970-1989;Other metal coated sheet and strip;0
MLT;SFH;1970-1989;Non-metallic coated sheet and strip;0
MLT;SFH;1970-1989;Welded tubes;0
MLT;SFH;1970-1989;Liquid steel;0
MLT;SFH;1990-2010;Concrete reinforcing bars in transport concrete;41.10388917
MLT;SFH;1990-2010;Concrete reinforcing bars in precast concrete;18.90178845
MLT;SFH;1990-2010;Hot rolled bars;0
MLT;SFH;1990-2010;Wire rod;0
MLT;SFH;1990-2010;Railway track material;0
MLT;SFH;1990-2010;Heavy sections;0
MLT;SFH;1990-2010;Light sections;0
MLT;SFH;1990-2010;Seamless tubes;0
MLT;SFH;1990-2010;Hot rolled plate;0
MLT;SFH;1990-2010;Hot rolled coild, sheet and strip;0
MLT;SFH;1990-2010;Electrical sheet and strip;0
MLT;SFH;1990-2010;Tinmill products;0
MLT;SFH;1990-2010;Other metal coated sheet and strip;0
MLT;SFH;1990-2010;Non-metallic coated sheet and strip;0
MLT;SFH;1990-2010;Welded tubes;0
MLT;SFH;1990-2010;Liquid steel;0
MLT;SFH;2011-2020;Concrete reinforcing bars in transport concrete;42.4194109
MLT;SFH;2011-2020;Concrete reinforcing bars in precast concrete;19.5067364
MLT;SFH;2011-2020;Hot rolled bars;0
MLT;SFH;2011-2020;Wire rod;0
MLT;SFH;2011-2020;Railway track material;0
MLT;SFH;2011-2020;Heavy sections;0
MLT;SFH;2011-2020;Light sections;0
MLT;SFH;2011-2020;Seamless tubes;0
MLT;SFH;2011-2020;Hot rolled plate;0
MLT;SFH;2011-2020;Hot rolled coild, sheet and strip;0
MLT;SFH;2011-2020;Electrical sheet and strip;0
MLT;SFH;2011-2020;Tinmill products;0
MLT;SFH;2011-2020;Other metal coated sheet and strip;0
MLT;SFH;2011-2020;Non-metallic coated sheet and strip;0
MLT;SFH;2011-2020;Welded tubes;0
MLT;SFH;2011-2020;Liquid steel;0
MLT;SFH;2021-2030;Concrete reinforcing bars in transport concrete;42.4194109
MLT;SFH;2021-2030;Concrete reinforcing bars in precast concrete;19.5067364
MLT;SFH;2021-2030;Hot rolled bars;0
MLT;SFH;2021-2030;Wire rod;0
MLT;SFH;2021-2030;Railway track material;0
MLT;SFH;2021-2030;Heavy sections;0
MLT;SFH;2021-2030;Light sections;0
MLT;SFH;2021-2030;Seamless tubes;0
MLT;SFH;2021-2030;Hot rolled plate;0
MLT;SFH;2021-2030;Hot rolled coild, sheet and strip;0
MLT;SFH;2021-2030;Electrical sheet and strip;0
MLT;SFH;2021-2030;Tinmill products;0
MLT;SFH;2021-2030;Other metal coated sheet and strip;0
MLT;SFH;2021-2030;Non-metallic coated sheet and strip;0
MLT;SFH;2021-2030;Welded tubes;0
MLT;SFH;2021-2030;Liquid steel;0
MLT;SFH;2031-2040;Concrete reinforcing bars in transport concrete;42.4194109
MLT;SFH;2031-2040;Concrete reinforcing bars in precast concrete;19.5067364
MLT;SFH;2031-2040;Hot rolled bars;0
MLT;SFH;2031-2040;Wire rod;0
MLT;SFH;2031-2040;Railway track material;0
MLT;SFH;2031-2040;Heavy sections;0
MLT;SFH;2031-2040;Light sections;0
MLT;SFH;2031-2040;Seamless tubes;0
MLT;SFH;2031-2040;Hot rolled plate;0
MLT;SFH;2031-2040;Hot rolled coild, sheet and strip;0
MLT;SFH;2031-2040;Electrical sheet and strip;0
MLT;SFH;2031-2040;Tinmill products;0
MLT;SFH;2031-2040;Other metal coated sheet and strip;0
MLT;SFH;2031-2040;Non-metallic coated sheet and strip;0
MLT;SFH;2031-2040;Welded tubes;0
MLT;SFH;2031-2040;Liquid steel;0
MLT;SFH;2040<;Concrete reinforcing bars in transport concrete;42.4194109
MLT;SFH;2040<;Concrete reinforcing bars in precast concrete;19.5067364
MLT;SFH;2040<;Hot rolled bars;0
MLT;SFH;2040<;Wire rod;0
MLT;SFH;2040<;Railway track material;0
MLT;SFH;2040<;Heavy sections;0
MLT;SFH;2040<;Light sections;0
MLT;SFH;2040<;Seamless tubes;0
MLT;SFH;2040<;Hot rolled plate;0
MLT;SFH;2040<;Hot rolled coild, sheet and strip;0
MLT;SFH;2040<;Electrical sheet and strip;0
MLT;SFH;2040<;Tinmill products;0
MLT;SFH;2040<;Other metal coated sheet and strip;0
MLT;SFH;2040<;Non-metallic coated sheet and strip;0
MLT;SFH;2040<;Welded tubes;0
MLT;SFH;2040<;Liquid steel;0
MLT;MFH;>1945;Concrete reinforcing bars in transport concrete;0
MLT;MFH;>1945;Concrete reinforcing bars in precast concrete;0
MLT;MFH;>1945;Hot rolled bars;0
MLT;MFH;>1945;Wire rod;0
MLT;MFH;>1945;Railway track material;0
MLT;MFH;>1945;Heavy sections;0
MLT;MFH;>1945;Light sections;0
MLT;MFH;>1945;Seamless tubes;0
MLT;MFH;>1945;Hot rolled plate;0
MLT;MFH;>1945;Hot rolled coild, sheet and strip;0
MLT;MFH;>1945;Electrical sheet and strip;0
MLT;MFH;>1945;Tinmill products;0
MLT;MFH;>1945;Other metal coated sheet and strip;0
MLT;MFH;>1945;Non-metallic coated sheet and strip;0
MLT;MFH;>1945;Welded tubes;0
MLT;MFH;>1945;Liquid steel;0
MLT;MFH;1945-1969;Concrete reinforcing bars in transport concrete;27.7707746
MLT;MFH;1945-1969;Concrete reinforcing bars in precast concrete;12.77050219
MLT;MFH;1945-1969;Hot rolled bars;0
MLT;MFH;1945-1969;Wire rod;0
MLT;MFH;1945-1969;Railway track material;0
MLT;MFH;1945-1969;Heavy sections;0
MLT;MFH;1945-1969;Light sections;0
MLT;MFH;1945-1969;Seamless tubes;0
MLT;MFH;1945-1969;Hot rolled plate;0
MLT;MFH;1945-1969;Hot rolled coild, sheet and strip;0
MLT;MFH;1945-1969;Electrical sheet and strip;0
MLT;MFH;1945-1969;Tinmill products;0
MLT;MFH;1945-1969;Other metal coated sheet and strip;0
MLT;MFH;1945-1969;Non-metallic coated sheet and strip;0
MLT;MFH;1945-1969;Welded tubes;0
MLT;MFH;1945-1969;Liquid steel;0
MLT;MFH;1970-1989;Concrete reinforcing bars in transport concrete;35.97070491
MLT;MFH;1970-1989;Concrete reinforcing bars in precast concrete;16.54127306
MLT;MFH;1970-1989;Hot rolled bars;0
MLT;MFH;1970-1989;Wire rod;0
MLT;MFH;1970-1989;Railway track material;0
MLT;MFH;1970-1989;Heavy sections;0
MLT;MFH;1970-1989;Light sections;0
MLT;MFH;1970-1989;Seamless tubes;0
MLT;MFH;1970-1989;Hot rolled plate;0
MLT;MFH;1970-1989;Hot rolled coild, sheet and strip;0
MLT;MFH;1970-1989;Electrical sheet and strip;0
MLT;MFH;1970-1989;Tinmill products;0
MLT;MFH;1970-1989;Other metal coated sheet and strip;0
MLT;MFH;1970-1989;Non-metallic coated sheet and strip;0
MLT;MFH;1970-1989;Welded tubes;0
MLT;MFH;1970-1989;Liquid steel;0
MLT;MFH;1990-2010;Concrete reinforcing bars in transport concrete;32.77179387
MLT;MFH;1990-2010;Concrete reinforcing bars in precast concrete;15.07024098
MLT;MFH;1990-2010;Hot rolled bars;0
MLT;MFH;1990-2010;Wire rod;0
MLT;MFH;1990-2010;Railway track material;0
MLT;MFH;1990-2010;Heavy sections;0
MLT;MFH;1990-2010;Light sections;0
MLT;MFH;1990-2010;Seamless tubes;0
MLT;MFH;1990-2010;Hot rolled plate;0
MLT;MFH;1990-2010;Hot rolled coild, sheet and strip;0
MLT;MFH;1990-2010;Electrical sheet and strip;0
MLT;MFH;1990-2010;Tinmill products;0
MLT;MFH;1990-2010;Other metal coated sheet and strip;0
MLT;MFH;1990-2010;Non-metallic coated sheet and strip;0
MLT;MFH;1990-2010;Welded tubes;0
MLT;MFH;1990-2010;Liquid steel;0
MLT;MFH;2011-2020;Concrete reinforcing bars in transport concrete;27.68173137
MLT;MFH;2011-2020;Concrete reinforcing bars in precast concrete;12.7295553
MLT;MFH;2011-2020;Hot rolled bars;0
MLT;MFH;2011-2020;Wire rod;0
MLT;MFH;2011-2020;Railway track material;0
MLT;MFH;2011-2020;Heavy sections;0
MLT;MFH;2011-2020;Light sections;0
MLT;MFH;2011-2020;Seamless tubes;0
MLT;MFH;2011-2020;Hot rolled plate;0
MLT;MFH;2011-2020;Hot rolled coild, sheet and strip;0
MLT;MFH;2011-2020;Electrical sheet and strip;0
MLT;MFH;2011-2020;Tinmill products;0
MLT;MFH;2011-2020;Other metal coated sheet and strip;0
MLT;MFH;2011-2020;Non-metallic coated sheet and strip;0
MLT;MFH;2011-2020;Welded tubes;0
MLT;MFH;2011-2020;Liquid steel;0
MLT;MFH;2021-2030;Concrete reinforcing bars in transport concrete;27.68173137
MLT;MFH;2021-2030;Concrete reinforcing bars in precast concrete;12.7295553
MLT;MFH;2021-2030;Hot rolled bars;0
MLT;MFH;2021-2030;Wire rod;0
MLT;MFH;2021-2030;Railway track material;0
MLT;MFH;2021-2030;Heavy sections;0
MLT;MFH;2021-2030;Light sections;0
MLT;MFH;2021-2030;Seamless tubes;0
MLT;MFH;2021-2030;Hot rolled plate;0
MLT;MFH;2021-2030;Hot rolled coild, sheet and strip;0
MLT;MFH;2021-2030;Electrical sheet and strip;0
MLT;MFH;2021-2030;Tinmill products;0
MLT;MFH;2021-2030;Other metal coated sheet and strip;0
MLT;MFH;2021-2030;Non-metallic coated sheet and strip;0
MLT;MFH;2021-2030;Welded tubes;0
MLT;MFH;2021-2030;Liquid steel;0
MLT;MFH;2031-2040;Concrete reinforcing bars in transport concrete;27.68173137
MLT;MFH;2031-2040;Concrete reinforcing bars in precast concrete;12.7295553
MLT;MFH;2031-2040;Hot rolled bars;0
MLT;MFH;2031-2040;Wire rod;0
MLT;MFH;2031-2040;Railway track material;0
MLT;MFH;2031-2040;Heavy sections;0
MLT;MFH;2031-2040;Light sections;0
MLT;MFH;2031-2040;Seamless tubes;0
MLT;MFH;2031-2040;Hot rolled plate;0
MLT;MFH;2031-2040;Hot rolled coild, sheet and strip;0
MLT;MFH;2031-2040;Electrical sheet and strip;0
MLT;MFH;2031-2040;Tinmill products;0
MLT;MFH;2031-2040;Other metal coated sheet and strip;0
MLT;MFH;2031-2040;Non-metallic coated sheet and strip;0
MLT;MFH;2031-2040;Welded tubes;0
MLT;MFH;2031-2040;Liquid steel;0
MLT;MFH;2040<;Concrete reinforcing bars in transport concrete;27.68173137
MLT;MFH;2040<;Concrete reinforcing bars in precast concrete;12.7295553
MLT;MFH;2040<;Hot rolled bars;0
MLT;MFH;2040<;Wire rod;0
MLT;MFH;2040<;Railway track material;0
MLT;MFH;2040<;Heavy sections;0
MLT;MFH;2040<;Light sections;0
MLT;MFH;2040<;Seamless tubes;0
MLT;MFH;2040<;Hot rolled plate;0
MLT;MFH;2040<;Hot rolled coild, sheet and strip;0
MLT;MFH;2040<;Electrical sheet and strip;0
MLT;MFH;2040<;Tinmill products;0
MLT;MFH;2040<;Other metal coated sheet and strip;0
MLT;MFH;2040<;Non-metallic coated sheet and strip;0
MLT;MFH;2040<;Welded tubes;0
MLT;MFH;2040<;Liquid steel;0
MLT;Ret;>1945;Concrete reinforcing bars in transport concrete;0
MLT;Ret;>1945;Concrete reinforcing bars in precast concrete;0
MLT;Ret;>1945;Hot rolled bars;0
MLT;Ret;>1945;Wire rod;0
MLT;Ret;>1945;Railway track material;0
MLT;Ret;>1945;Heavy sections;0
MLT;Ret;>1945;Light sections;0
MLT;Ret;>1945;Seamless tubes;0
MLT;Ret;>1945;Hot rolled plate;0
MLT;Ret;>1945;Hot rolled coild, sheet and strip;0
MLT;Ret;>1945;Electrical sheet and strip;0
MLT;Ret;>1945;Tinmill products;0
MLT;Ret;>1945;Other metal coated sheet and strip;0
MLT;Ret;>1945;Non-metallic coated sheet and strip;0
MLT;Ret;>1945;Welded tubes;0
MLT;Ret;>1945;Liquid steel;0
