Region;Building type;Age cohort;Glass product;value
DNK;Oth;2031-2040;Other;0
DNK;Oth;2040<;Flat glass;58
DNK;Oth;2040<;Container glass;0
DNK;Oth;2040<;Other;0
ESP;SFH;>1945;Flat glass;3
ESP;SFH;>1945;Container glass;0
ESP;SFH;>1945;Other;0
ESP;SFH;1945-1969;Flat glass;3
ESP;SFH;1945-1969;Container glass;0
ESP;SFH;1945-1969;Other;0
ESP;SFH;1970-1989;Flat glass;3
ESP;SFH;1970-1989;Container glass;0
ESP;SFH;1970-1989;Other;0
ESP;SFH;1990-2010;Flat glass;3
ESP;SFH;1990-2010;Container glass;0
ESP;SFH;1990-2010;Other;0
ESP;SFH;2011-2020;Flat glass;12
ESP;SFH;2011-2020;Container glass;0
ESP;SFH;2011-2020;Other;0
ESP;SFH;2021-2030;Flat glass;12
ESP;SFH;2021-2030;Container glass;0
ESP;SFH;2021-2030;Other;0
ESP;SFH;2031-2040;Flat glass;12
ESP;SFH;2031-2040;Container glass;0
ESP;SFH;2031-2040;Other;0
ESP;SFH;2040<;Flat glass;12
ESP;SFH;2040<;Container glass;0
ESP;SFH;2040<;Other;0
ESP;MFH;>1945;Flat glass;6.5
ESP;MFH;>1945;Container glass;0
ESP;MFH;>1945;Other;0
ESP;MFH;1945-1969;Flat glass;6.5
ESP;MFH;1945-1969;Container glass;0
ESP;MFH;1945-1969;Other;0
ESP;MFH;1970-1989;Flat glass;6
ESP;MFH;1970-1989;Container glass;0
ESP;MFH;1970-1989;Other;0
ESP;MFH;1990-2010;Flat glass;7
ESP;MFH;1990-2010;Container glass;0
ESP;MFH;1990-2010;Other;0
ESP;MFH;2011-2020;Flat glass;28
ESP;MFH;2011-2020;Container glass;0
ESP;MFH;2011-2020;Other;0
ESP;MFH;2021-2030;Flat glass;28
ESP;MFH;2021-2030;Container glass;0
ESP;MFH;2021-2030;Other;0
ESP;MFH;2031-2040;Flat glass;28
ESP;MFH;2031-2040;Container glass;0
ESP;MFH;2031-2040;Other;0
ESP;MFH;2040<;Flat glass;28
ESP;MFH;2040<;Container glass;0
ESP;MFH;2040<;Other;0
ESP;Ret;>1945;Flat glass;5.866666667
ESP;Ret;>1945;Container glass;0
ESP;Ret;>1945;Other;0
ESP;Ret;1945-1969;Flat glass;5.866666667
ESP;Ret;1945-1969;Container glass;0
ESP;Ret;1945-1969;Other;0
ESP;Ret;1970-1989;Flat glass;5.866666667
ESP;Ret;1970-1989;Container glass;0
ESP;Ret;1970-1989;Other;0
ESP;Ret;1990-2010;Flat glass;5.866666667
ESP;Ret;1990-2010;Container glass;0
ESP;Ret;1990-2010;Other;0
ESP;Ret;2011-2020;Flat glass;23.46666667
ESP;Ret;2011-2020;Container glass;0
ESP;Ret;2011-2020;Other;0
ESP;Ret;2021-2030;Flat glass;23.46666667
ESP;Ret;2021-2030;Container glass;0
ESP;Ret;2021-2030;Other;0
ESP;Ret;2031-2040;Flat glass;23.46666667
ESP;Ret;2031-2040;Container glass;0
ESP;Ret;2031-2040;Other;0
ESP;Ret;2040<;Flat glass;23.46666667
ESP;Ret;2040<;Container glass;0
ESP;Ret;2040<;Other;0
ESP;Off;>1945;Flat glass;6.44
ESP;Off;>1945;Container glass;0
ESP;Off;>1945;Other;0
ESP;Off;1945-1969;Flat glass;6.44
ESP;Off;1945-1969;Container glass;0
ESP;Off;1945-1969;Other;0
ESP;Off;1970-1989;Flat glass;6.44
ESP;Off;1970-1989;Container glass;0
ESP;Off;1970-1989;Other;0
ESP;Off;1990-2010;Flat glass;6.44
ESP;Off;1990-2010;Container glass;0
ESP;Off;1990-2010;Other;0
ESP;Off;2011-2020;Flat glass;25.76
ESP;Off;2011-2020;Container glass;0
ESP;Off;2011-2020;Other;0
ESP;Off;2021-2030;Flat glass;25.76
ESP;Off;2021-2030;Container glass;0
ESP;Off;2021-2030;Other;0
ESP;Off;2031-2040;Flat glass;25.76
ESP;Off;2031-2040;Container glass;0
ESP;Off;2031-2040;Other;0
ESP;Off;2040<;Flat glass;25.76
ESP;Off;2040<;Container glass;0
ESP;Off;2040<;Other;0
ESP;Hot;>1945;Flat glass;3.9
ESP;Hot;>1945;Container glass;0
ESP;Hot;>1945;Other;0
ESP;Hot;1945-1969;Flat glass;3.9
ESP;Hot;1945-1969;Container glass;0
ESP;Hot;1945-1969;Other;0
ESP;Hot;1970-1989;Flat glass;3.9
ESP;Hot;1970-1989;Container glass;0
ESP;Hot;1970-1989;Other;0
ESP;Hot;1990-2010;Flat glass;3.9
ESP;Hot;1990-2010;Container glass;0
ESP;Hot;1990-2010;Other;0
ESP;Hot;2011-2020;Flat glass;15.6
ESP;Hot;2011-2020;Container glass;0
ESP;Hot;2011-2020;Other;0
ESP;Hot;2021-2030;Flat glass;15.6
ESP;Hot;2021-2030;Container glass;0
ESP;Hot;2021-2030;Other;0
ESP;Hot;2031-2040;Flat glass;15.6
ESP;Hot;2031-2040;Container glass;0
ESP;Hot;2031-2040;Other;0
ESP;Hot;2040<;Flat glass;15.6
ESP;Hot;2040<;Container glass;0
ESP;Hot;2040<;Other;0
ESP;Edu;>1945;Flat glass;6.25
ESP;Edu;>1945;Container glass;0
ESP;Edu;>1945;Other;0
ESP;Edu;1945-1969;Flat glass;6.25
ESP;Edu;1945-1969;Container glass;0
ESP;Edu;1945-1969;Other;0
ESP;Edu;1970-1989;Flat glass;6.25
ESP;Edu;1970-1989;Container glass;0
ESP;Edu;1970-1989;Other;0
ESP;Edu;1990-2010;Flat glass;6.25
ESP;Edu;1990-2010;Container glass;0
ESP;Edu;1990-2010;Other;0
ESP;Edu;2011-2020;Flat glass;25
ESP;Edu;2011-2020;Container glass;0
ESP;Edu;2011-2020;Other;0
ESP;Edu;2021-2030;Flat glass;25
ESP;Edu;2021-2030;Container glass;0
ESP;Edu;2021-2030;Other;0
ESP;Edu;2031-2040;Flat glass;25
ESP;Edu;2031-2040;Container glass;0
ESP;Edu;2031-2040;Other;0
ESP;Edu;2040<;Flat glass;25
ESP;Edu;2040<;Container glass;0
ESP;Edu;2040<;Other;0
ESP;Hea;>1945;Flat glass;4.9
ESP;Hea;>1945;Container glass;0
ESP;Hea;>1945;Other;0
ESP;Hea;1945-1969;Flat glass;4.9
ESP;Hea;1945-1969;Container glass;0
ESP;Hea;1945-1969;Other;0
ESP;Hea;1970-1989;Flat glass;4.9
ESP;Hea;1970-1989;Container glass;0
ESP;Hea;1970-1989;Other;0
ESP;Hea;1990-2010;Flat glass;4.9
ESP;Hea;1990-2010;Container glass;0
ESP;Hea;1990-2010;Other;0
ESP;Hea;2011-2020;Flat glass;19.6
ESP;Hea;2011-2020;Container glass;0
ESP;Hea;2011-2020;Other;0
ESP;Hea;2021-2030;Flat glass;19.6
ESP;Hea;2021-2030;Container glass;0
ESP;Hea;2021-2030;Other;0
ESP;Hea;2031-2040;Flat glass;19.6
ESP;Hea;2031-2040;Container glass;0
ESP;Hea;2031-2040;Other;0
ESP;Hea;2040<;Flat glass;19.6
ESP;Hea;2040<;Container glass;0
ESP;Hea;2040<;Other;0
ESP;Oth;>1945;Flat glass;14.5
ESP;Oth;>1945;Container glass;0
ESP;Oth;>1945;Other;0
ESP;Oth;1945-1969;Flat glass;14.5
ESP;Oth;1945-1969;Container glass;0
ESP;Oth;1945-1969;Other;0
ESP;Oth;1970-1989;Flat glass;14.5
ESP;Oth;1970-1989;Container glass;0
ESP;Oth;1970-1989;Other;0
ESP;Oth;1990-2010;Flat glass;14.5
ESP;Oth;1990-2010;Container glass;0
ESP;Oth;1990-2010;Other;0
ESP;Oth;2011-2020;Flat glass;58
ESP;Oth;2011-2020;Container glass;0
ESP;Oth;2011-2020;Other;0
ESP;Oth;2021-2030;Flat glass;58
ESP;Oth;2021-2030;Container glass;0
ESP;Oth;2021-2030;Other;0
ESP;Oth;2031-2040;Flat glass;58
ESP;Oth;2031-2040;Container glass;0
ESP;Oth;2031-2040;Other;0
ESP;Oth;2040<;Flat glass;58
ESP;Oth;2040<;Container glass;0
ESP;Oth;2040<;Other;0
EST;SFH;>1945;Flat glass;2.333333333
EST;SFH;>1945;Container glass;0
EST;SFH;>1945;Other;0
EST;SFH;1945-1969;Flat glass;1
EST;SFH;1945-1969;Container glass;0
EST;SFH;1945-1969;Other;0
EST;SFH;1970-1989;Flat glass;2.5
EST;SFH;1970-1989;Container glass;0
EST;SFH;1970-1989;Other;0
EST;SFH;1990-2010;Flat glass;2
EST;SFH;1990-2010;Container glass;0
EST;SFH;1990-2010;Other;0
EST;SFH;2011-2020;Flat glass;8
EST;SFH;2011-2020;Container glass;0
EST;SFH;2011-2020;Other;0
EST;SFH;2021-2030;Flat glass;8
EST;SFH;2021-2030;Container glass;0
EST;SFH;2021-2030;Other;0
EST;SFH;2031-2040;Flat glass;8
EST;SFH;2031-2040;Container glass;0
EST;SFH;2031-2040;Other;0
EST;SFH;2040<;Flat glass;8
EST;SFH;2040<;Container glass;0
EST;SFH;2040<;Other;0
EST;MFH;>1945;Flat glass;3.727272727
EST;MFH;>1945;Container glass;0
EST;MFH;>1945;Other;0
EST;MFH;1945-1969;Flat glass;2.8
EST;MFH;1945-1969;Container glass;0
EST;MFH;1945-1969;Other;0
EST;MFH;1970-1989;Flat glass;3.8
EST;MFH;1970-1989;Container glass;0
EST;MFH;1970-1989;Other;0
EST;MFH;1990-2010;Flat glass;3.5
EST;MFH;1990-2010;Container glass;0
EST;MFH;1990-2010;Other;0
EST;MFH;2011-2020;Flat glass;14
EST;MFH;2011-2020;Container glass;0
EST;MFH;2011-2020;Other;0
EST;MFH;2021-2030;Flat glass;14
EST;MFH;2021-2030;Container glass;0
EST;MFH;2021-2030;Other;0
EST;MFH;2031-2040;Flat glass;14
EST;MFH;2031-2040;Container glass;0
EST;MFH;2031-2040;Other;0
EST;MFH;2040<;Flat glass;14
EST;MFH;2040<;Container glass;0
EST;MFH;2040<;Other;0
EST;Ret;>1945;Flat glass;5.866666667
EST;Ret;>1945;Container glass;0
EST;Ret;>1945;Other;0
EST;Ret;1945-1969;Flat glass;5.866666667
EST;Ret;1945-1969;Container glass;0
EST;Ret;1945-1969;Other;0
EST;Ret;1970-1989;Flat glass;5.866666667
EST;Ret;1970-1989;Container glass;0
EST;Ret;1970-1989;Other;0
EST;Ret;1990-2010;Flat glass;5.866666667
EST;Ret;1990-2010;Container glass;0
EST;Ret;1990-2010;Other;0
EST;Ret;2011-2020;Flat glass;23.46666667
EST;Ret;2011-2020;Container glass;0
EST;Ret;2011-2020;Other;0
EST;Ret;2021-2030;Flat glass;23.46666667
EST;Ret;2021-2030;Container glass;0
EST;Ret;2021-2030;Other;0
EST;Ret;2031-2040;Flat glass;23.46666667
EST;Ret;2031-2040;Container glass;0
EST;Ret;2031-2040;Other;0
EST;Ret;2040<;Flat glass;23.46666667
EST;Ret;2040<;Container glass;0
EST;Ret;2040<;Other;0
EST;Off;>1945;Flat glass;6.44
EST;Off;>1945;Container glass;0
EST;Off;>1945;Other;0
EST;Off;1945-1969;Flat glass;6.44
EST;Off;1945-1969;Container glass;0
EST;Off;1945-1969;Other;0
EST;Off;1970-1989;Flat glass;6.44
EST;Off;1970-1989;Container glass;0
EST;Off;1970-1989;Other;0
EST;Off;1990-2010;Flat glass;6.44
EST;Off;1990-2010;Container glass;0
EST;Off;1990-2010;Other;0
EST;Off;2011-2020;Flat glass;25.76
EST;Off;2011-2020;Container glass;0
EST;Off;2011-2020;Other;0
EST;Off;2021-2030;Flat glass;25.76
EST;Off;2021-2030;Container glass;0
EST;Off;2021-2030;Other;0
EST;Off;2031-2040;Flat glass;25.76
EST;Off;2031-2040;Container glass;0
EST;Off;2031-2040;Other;0
EST;Off;2040<;Flat glass;25.76
EST;Off;2040<;Container glass;0
EST;Off;2040<;Other;0
EST;Hot;>1945;Flat glass;3.9
EST;Hot;>1945;Container glass;0
EST;Hot;>1945;Other;0
EST;Hot;1945-1969;Flat glass;3.9
EST;Hot;1945-1969;Container glass;0
EST;Hot;1945-1969;Other;0
EST;Hot;1970-1989;Flat glass;3.9
EST;Hot;1970-1989;Container glass;0
EST;Hot;1970-1989;Other;0
EST;Hot;1990-2010;Flat glass;3.9
EST;Hot;1990-2010;Container glass;0
EST;Hot;1990-2010;Other;0
EST;Hot;2011-2020;Flat glass;15.6
EST;Hot;2011-2020;Container glass;0
EST;Hot;2011-2020;Other;0
EST;Hot;2021-2030;Flat glass;15.6
EST;Hot;2021-2030;Container glass;0
EST;Hot;2021-2030;Other;0
EST;Hot;2031-2040;Flat glass;15.6
EST;Hot;2031-2040;Container glass;0
EST;Hot;2031-2040;Other;0
EST;Hot;2040<;Flat glass;15.6
EST;Hot;2040<;Container glass;0
EST;Hot;2040<;Other;0
EST;Edu;>1945;Flat glass;6.25
EST;Edu;>1945;Container glass;0
EST;Edu;>1945;Other;0
EST;Edu;1945-1969;Flat glass;6.25
EST;Edu;1945-1969;Container glass;0
EST;Edu;1945-1969;Other;0
EST;Edu;1970-1989;Flat glass;6.25
EST;Edu;1970-1989;Container glass;0
EST;Edu;1970-1989;Other;0
EST;Edu;1990-2010;Flat glass;6.25
EST;Edu;1990-2010;Container glass;0
EST;Edu;1990-2010;Other;0
EST;Edu;2011-2020;Flat glass;25
EST;Edu;2011-2020;Container glass;0
EST;Edu;2011-2020;Other;0
EST;Edu;2021-2030;Flat glass;25
EST;Edu;2021-2030;Container glass;0
EST;Edu;2021-2030;Other;0
EST;Edu;2031-2040;Flat glass;25
EST;Edu;2031-2040;Container glass;0
EST;Edu;2031-2040;Other;0
EST;Edu;2040<;Flat glass;25
EST;Edu;2040<;Container glass;0
EST;Edu;2040<;Other;0
EST;Hea;>1945;Flat glass;4.9
EST;Hea;>1945;Container glass;0
EST;Hea;>1945;Other;0
EST;Hea;1945-1969;Flat glass;4.9
EST;Hea;1945-1969;Container glass;0
EST;Hea;1945-1969;Other;0
EST;Hea;1970-1989;Flat glass;4.9
EST;Hea;1970-1989;Container glass;0
EST;Hea;1970-1989;Other;0
EST;Hea;1990-2010;Flat glass;4.9
EST;Hea;1990-2010;Container glass;0
EST;Hea;1990-2010;Other;0
EST;Hea;2011-2020;Flat glass;19.6
EST;Hea;2011-2020;Container glass;0
EST;Hea;2011-2020;Other;0
EST;Hea;2021-2030;Flat glass;19.6
EST;Hea;2021-2030;Container glass;0
EST;Hea;2021-2030;Other;0
EST;Hea;2031-2040;Flat glass;19.6
EST;Hea;2031-2040;Container glass;0
EST;Hea;2031-2040;Other;0
EST;Hea;2040<;Flat glass;19.6
EST;Hea;2040<;Container glass;0
EST;Hea;2040<;Other;0
EST;Oth;>1945;Flat glass;14.5
EST;Oth;>1945;Container glass;0
EST;Oth;>1945;Other;0
EST;Oth;1945-1969;Flat glass;14.5
EST;Oth;1945-1969;Container glass;0
EST;Oth;1945-1969;Other;0
EST;Oth;1970-1989;Flat glass;14.5
EST;Oth;1970-1989;Container glass;0
EST;Oth;1970-1989;Other;0
EST;Oth;1990-2010;Flat glass;14.5
EST;Oth;1990-2010;Container glass;0
EST;Oth;1990-2010;Other;0
EST;Oth;2011-2020;Flat glass;58
EST;Oth;2011-2020;Container glass;0
EST;Oth;2011-2020;Other;0
EST;Oth;2021-2030;Flat glass;58
EST;Oth;2021-2030;Container glass;0
EST;Oth;2021-2030;Other;0
EST;Oth;2031-2040;Flat glass;58
EST;Oth;2031-2040;Container glass;0
EST;Oth;2031-2040;Other;0
EST;Oth;2040<;Flat glass;58
EST;Oth;2040<;Container glass;0
EST;Oth;2040<;Other;0
FIN;SFH;>1945;Flat glass;2.333333333
FIN;SFH;>1945;Container glass;0
FIN;SFH;>1945;Other;0
FIN;SFH;1945-1969;Flat glass;1
FIN;SFH;1945-1969;Container glass;0
FIN;SFH;1945-1969;Other;0
FIN;SFH;1970-1989;Flat glass;2.5
FIN;SFH;1970-1989;Container glass;0
FIN;SFH;1970-1989;Other;0
FIN;SFH;1990-2010;Flat glass;2
FIN;SFH;1990-2010;Container glass;0
FIN;SFH;1990-2010;Other;0
FIN;SFH;2011-2020;Flat glass;8
FIN;SFH;2011-2020;Container glass;0
FIN;SFH;2011-2020;Other;0
FIN;SFH;2021-2030;Flat glass;8
FIN;SFH;2021-2030;Container glass;0
FIN;SFH;2021-2030;Other;0
FIN;SFH;2031-2040;Flat glass;8
FIN;SFH;2031-2040;Container glass;0
FIN;SFH;2031-2040;Other;0
FIN;SFH;2040<;Flat glass;8
FIN;SFH;2040<;Container glass;0
FIN;SFH;2040<;Other;0
FIN;MFH;>1945;Flat glass;3.727272727
FIN;MFH;>1945;Container glass;0
FIN;MFH;>1945;Other;0
FIN;MFH;1945-1969;Flat glass;2.8
FIN;MFH;1945-1969;Container glass;0
FIN;MFH;1945-1969;Other;0
FIN;MFH;1970-1989;Flat glass;3.8
FIN;MFH;1970-1989;Container glass;0
FIN;MFH;1970-1989;Other;0
FIN;MFH;1990-2010;Flat glass;3.5
FIN;MFH;1990-2010;Container glass;0
FIN;MFH;1990-2010;Other;0
FIN;MFH;2011-2020;Flat glass;14
FIN;MFH;2011-2020;Container glass;0
FIN;MFH;2011-2020;Other;0
FIN;MFH;2021-2030;Flat glass;14
FIN;MFH;2021-2030;Container glass;0
FIN;MFH;2021-2030;Other;0
FIN;MFH;2031-2040;Flat glass;14
FIN;MFH;2031-2040;Container glass;0
FIN;MFH;2031-2040;Other;0
FIN;MFH;2040<;Flat glass;14
FIN;MFH;2040<;Container glass;0
FIN;MFH;2040<;Other;0
FIN;Ret;>1945;Flat glass;5.866666667
FIN;Ret;>1945;Container glass;0
FIN;Ret;>1945;Other;0
FIN;Ret;1945-1969;Flat glass;5.866666667
FIN;Ret;1945-1969;Container glass;0
FIN;Ret;1945-1969;Other;0
FIN;Ret;1970-1989;Flat glass;5.866666667
FIN;Ret;1970-1989;Container glass;0
FIN;Ret;1970-1989;Other;0
FIN;Ret;1990-2010;Flat glass;5.866666667
FIN;Ret;1990-2010;Container glass;0
FIN;Ret;1990-2010;Other;0
FIN;Ret;2011-2020;Flat glass;23.46666667
FIN;Ret;2011-2020;Container glass;0
FIN;Ret;2011-2020;Other;0
FIN;Ret;2021-2030;Flat glass;23.46666667
FIN;Ret;2021-2030;Container glass;0
FIN;Ret;2021-2030;Other;0
FIN;Ret;2031-2040;Flat glass;23.46666667
FIN;Ret;2031-2040;Container glass;0
FIN;Ret;2031-2040;Other;0
FIN;Ret;2040<;Flat glass;23.46666667
FIN;Ret;2040<;Container glass;0
FIN;Ret;2040<;Other;0
FIN;Off;>1945;Flat glass;6.44
FIN;Off;>1945;Container glass;0
FIN;Off;>1945;Other;0
FIN;Off;1945-1969;Flat glass;6.44
FIN;Off;1945-1969;Container glass;0
FIN;Off;1945-1969;Other;0
FIN;Off;1970-1989;Flat glass;6.44
FIN;Off;1970-1989;Container glass;0
FIN;Off;1970-1989;Other;0
FIN;Off;1990-2010;Flat glass;6.44
FIN;Off;1990-2010;Container glass;0
FIN;Off;1990-2010;Other;0
FIN;Off;2011-2020;Flat glass;25.76
FIN;Off;2011-2020;Container glass;0
FIN;Off;2011-2020;Other;0
FIN;Off;2021-2030;Flat glass;25.76
FIN;Off;2021-2030;Container glass;0
FIN;Off;2021-2030;Other;0
FIN;Off;2031-2040;Flat glass;25.76
FIN;Off;2031-2040;Container glass;0
FIN;Off;2031-2040;Other;0
FIN;Off;2040<;Flat glass;25.76
FIN;Off;2040<;Container glass;0
FIN;Off;2040<;Other;0
FIN;Hot;>1945;Flat glass;3.9
FIN;Hot;>1945;Container glass;0
FIN;Hot;>1945;Other;0
FIN;Hot;1945-1969;Flat glass;3.9
FIN;Hot;1945-1969;Container glass;0
FIN;Hot;1945-1969;Other;0
FIN;Hot;1970-1989;Flat glass;3.9
FIN;Hot;1970-1989;Container glass;0
FIN;Hot;1970-1989;Other;0
FIN;Hot;1990-2010;Flat glass;3.9
FIN;Hot;1990-2010;Container glass;0
FIN;Hot;1990-2010;Other;0
FIN;Hot;2011-2020;Flat glass;15.6
FIN;Hot;2011-2020;Container glass;0
FIN;Hot;2011-2020;Other;0
FIN;Hot;2021-2030;Flat glass;15.6
FIN;Hot;2021-2030;Container glass;0
FIN;Hot;2021-2030;Other;0
FIN;Hot;2031-2040;Flat glass;15.6
FIN;Hot;2031-2040;Container glass;0
FIN;Hot;2031-2040;Other;0
FIN;Hot;2040<;Flat glass;15.6
FIN;Hot;2040<;Container glass;0
FIN;Hot;2040<;Other;0
FIN;Edu;>1945;Flat glass;6.25
FIN;Edu;>1945;Container glass;0
FIN;Edu;>1945;Other;0
FIN;Edu;1945-1969;Flat glass;6.25
FIN;Edu;1945-1969;Container glass;0
FIN;Edu;1945-1969;Other;0
FIN;Edu;1970-1989;Flat glass;6.25
FIN;Edu;1970-1989;Container glass;0
FIN;Edu;1970-1989;Other;0
FIN;Edu;1990-2010;Flat glass;6.25
FIN;Edu;1990-2010;Container glass;0
FIN;Edu;1990-2010;Other;0
FIN;Edu;2011-2020;Flat glass;25
FIN;Edu;2011-2020;Container glass;0
FIN;Edu;2011-2020;Other;0
FIN;Edu;2021-2030;Flat glass;25
FIN;Edu;2021-2030;Container glass;0
FIN;Edu;2021-2030;Other;0
FIN;Edu;2031-2040;Flat glass;25
FIN;Edu;2031-2040;Container glass;0
FIN;Edu;2031-2040;Other;0
FIN;Edu;2040<;Flat glass;25
FIN;Edu;2040<;Container glass;0
FIN;Edu;2040<;Other;0
FIN;Hea;>1945;Flat glass;4.9
FIN;Hea;>1945;Container glass;0
FIN;Hea;>1945;Other;0
FIN;Hea;1945-1969;Flat glass;4.9
FIN;Hea;1945-1969;Container glass;0
FIN;Hea;1945-1969;Other;0
FIN;Hea;1970-1989;Flat glass;4.9
FIN;Hea;1970-1989;Container glass;0
FIN;Hea;1970-1989;Other;0
FIN;Hea;1990-2010;Flat glass;4.9
FIN;Hea;1990-2010;Container glass;0
FIN;Hea;1990-2010;Other;0
FIN;Hea;2011-2020;Flat glass;19.6
FIN;Hea;2011-2020;Container glass;0
FIN;Hea;2011-2020;Other;0
FIN;Hea;2021-2030;Flat glass;19.6
FIN;Hea;2021-2030;Container glass;0
FIN;Hea;2021-2030;Other;0
FIN;Hea;2031-2040;Flat glass;19.6
FIN;Hea;2031-2040;Container glass;0
FIN;Hea;2031-2040;Other;0
FIN;Hea;2040<;Flat glass;19.6
FIN;Hea;2040<;Container glass;0
FIN;Hea;2040<;Other;0
FIN;Oth;>1945;Flat glass;14.5
FIN;Oth;>1945;Container glass;0
FIN;Oth;>1945;Other;0
FIN;Oth;1945-1969;Flat glass;14.5
FIN;Oth;1945-1969;Container glass;0
FIN;Oth;1945-1969;Other;0
FIN;Oth;1970-1989;Flat glass;14.5
FIN;Oth;1970-1989;Container glass;0
FIN;Oth;1970-1989;Other;0
FIN;Oth;1990-2010;Flat glass;14.5
FIN;Oth;1990-2010;Container glass;0
FIN;Oth;1990-2010;Other;0
FIN;Oth;2011-2020;Flat glass;58
FIN;Oth;2011-2020;Container glass;0
FIN;Oth;2011-2020;Other;0
FIN;Oth;2021-2030;Flat glass;58
FIN;Oth;2021-2030;Container glass;0
FIN;Oth;2021-2030;Other;0
FIN;Oth;2031-2040;Flat glass;58
FIN;Oth;2031-2040;Container glass;0
FIN;Oth;2031-2040;Other;0
FIN;Oth;2040<;Flat glass;58
FIN;Oth;2040<;Container glass;0
FIN;Oth;2040<;Other;0
FRA;SFH;>1945;Flat glass;3
FRA;SFH;>1945;Container glass;0
FRA;SFH;>1945;Other;0
FRA;SFH;1945-1969;Flat glass;3
FRA;SFH;1945-1969;Container glass;0
FRA;SFH;1945-1969;Other;0
FRA;SFH;1970-1989;Flat glass;3
FRA;SFH;1970-1989;Container glass;0
FRA;SFH;1970-1989;Other;0
FRA;SFH;1990-2010;Flat glass;3
FRA;SFH;1990-2010;Container glass;0
FRA;SFH;1990-2010;Other;0
FRA;SFH;2011-2020;Flat glass;12
FRA;SFH;2011-2020;Container glass;0
FRA;SFH;2011-2020;Other;0
FRA;SFH;2021-2030;Flat glass;12
FRA;SFH;2021-2030;Container glass;0
FRA;SFH;2021-2030;Other;0
FRA;SFH;2031-2040;Flat glass;12
FRA;SFH;2031-2040;Container glass;0
FRA;SFH;2031-2040;Other;0
FRA;SFH;2040<;Flat glass;12
FRA;SFH;2040<;Container glass;0
FRA;SFH;2040<;Other;0
FRA;MFH;>1945;Flat glass;6.5
FRA;MFH;>1945;Container glass;0
FRA;MFH;>1945;Other;0
FRA;MFH;1945-1969;Flat glass;6.5
FRA;MFH;1945-1969;Container glass;0
FRA;MFH;1945-1969;Other;0
FRA;MFH;1970-1989;Flat glass;6
FRA;MFH;1970-1989;Container glass;0
FRA;MFH;1970-1989;Other;0
FRA;MFH;1990-2010;Flat glass;7
FRA;MFH;1990-2010;Container glass;0
FRA;MFH;1990-2010;Other;0
FRA;MFH;2011-2020;Flat glass;28
FRA;MFH;2011-2020;Container glass;0
FRA;MFH;2011-2020;Other;0
FRA;MFH;2021-2030;Flat glass;28
FRA;MFH;2021-2030;Container glass;0
FRA;MFH;2021-2030;Other;0
FRA;MFH;2031-2040;Flat glass;28
FRA;MFH;2031-2040;Container glass;0
FRA;MFH;2031-2040;Other;0
FRA;MFH;2040<;Flat glass;28
FRA;MFH;2040<;Container glass;0
FRA;MFH;2040<;Other;0
FRA;Ret;>1945;Flat glass;5.866666667
FRA;Ret;>1945;Container glass;0
FRA;Ret;>1945;Other;0
FRA;Ret;1945-1969;Flat glass;5.866666667
FRA;Ret;1945-1969;Container glass;0
FRA;Ret;1945-1969;Other;0
FRA;Ret;1970-1989;Flat glass;5.866666667
FRA;Ret;1970-1989;Container glass;0
FRA;Ret;1970-1989;Other;0
FRA;Ret;1990-2010;Flat glass;5.866666667
FRA;Ret;1990-2010;Container glass;0
FRA;Ret;1990-2010;Other;0
FRA;Ret;2011-2020;Flat glass;23.46666667
FRA;Ret;2011-2020;Container glass;0
FRA;Ret;2011-2020;Other;0
FRA;Ret;2021-2030;Flat glass;23.46666667
FRA;Ret;2021-2030;Container glass;0
FRA;Ret;2021-2030;Other;0
FRA;Ret;2031-2040;Flat glass;23.46666667
FRA;Ret;2031-2040;Container glass;0
FRA;Ret;2031-2040;Other;0
FRA;Ret;2040<;Flat glass;23.46666667
FRA;Ret;2040<;Container glass;0
FRA;Ret;2040<;Other;0
FRA;Off;>1945;Flat glass;6.44
FRA;Off;>1945;Container glass;0
FRA;Off;>1945;Other;0
FRA;Off;1945-1969;Flat glass;6.44
FRA;Off;1945-1969;Container glass;0
FRA;Off;1945-1969;Other;0
FRA;Off;1970-1989;Flat glass;6.44
FRA;Off;1970-1989;Container glass;0
FRA;Off;1970-1989;Other;0
FRA;Off;1990-2010;Flat glass;6.44
FRA;Off;1990-2010;Container glass;0
FRA;Off;1990-2010;Other;0
FRA;Off;2011-2020;Flat glass;25.76
FRA;Off;2011-2020;Container glass;0
FRA;Off;2011-2020;Other;0
FRA;Off;2021-2030;Flat glass;25.76
FRA;Off;2021-2030;Container glass;0
FRA;Off;2021-2030;Other;0
FRA;Off;2031-2040;Flat glass;25.76
FRA;Off;2031-2040;Container glass;0
FRA;Off;2031-2040;Other;0
FRA;Off;2040<;Flat glass;25.76
FRA;Off;2040<;Container glass;0
FRA;Off;2040<;Other;0
FRA;Hot;>1945;Flat glass;3.9
FRA;Hot;>1945;Container glass;0
FRA;Hot;>1945;Other;0
FRA;Hot;1945-1969;Flat glass;3.9
FRA;Hot;1945-1969;Container glass;0
FRA;Hot;1945-1969;Other;0
FRA;Hot;1970-1989;Flat glass;3.9
FRA;Hot;1970-1989;Container glass;0
FRA;Hot;1970-1989;Other;0
FRA;Hot;1990-2010;Flat glass;3.9
FRA;Hot;1990-2010;Container glass;0
FRA;Hot;1990-2010;Other;0
