Region;Building type;Age cohort;Glass product;value
LTU;Hot;2011-2020;Other;0
LTU;Hot;2021-2030;Flat glass;15.6
LTU;Hot;2021-2030;Container glass;0
LTU;Hot;2021-2030;Other;0
LTU;Hot;2031-2040;Flat glass;15.6
LTU;Hot;2031-2040;Container glass;0
LTU;Hot;2031-2040;Other;0
LTU;Hot;2040<;Flat glass;15.6
LTU;Hot;2040<;Container glass;0
LTU;Hot;2040<;Other;0
LTU;Edu;>1945;Flat glass;6.25
LTU;Edu;>1945;Container glass;0
LTU;Edu;>1945;Other;0
LTU;Edu;1945-1969;Flat glass;6.25
LTU;Edu;1945-1969;Container glass;0
LTU;Edu;1945-1969;Other;0
LTU;Edu;1970-1989;Flat glass;6.25
LTU;Edu;1970-1989;Container glass;0
LTU;Edu;1970-1989;Other;0
LTU;Edu;1990-2010;Flat glass;6.25
LTU;Edu;1990-2010;Container glass;0
LTU;Edu;1990-2010;Other;0
LTU;Edu;2011-2020;Flat glass;25
LTU;Edu;2011-2020;Container glass;0
LTU;Edu;2011-2020;Other;0
LTU;Edu;2021-2030;Flat glass;25
LTU;Edu;2021-2030;Container glass;0
LTU;Edu;2021-2030;Other;0
LTU;Edu;2031-2040;Flat glass;25
LTU;Edu;2031-2040;Container glass;0
LTU;Edu;2031-2040;Other;0
LTU;Edu;2040<;Flat glass;25
LTU;Edu;2040<;Container glass;0
LTU;Edu;2040<;Other;0
LTU;Hea;>1945;Flat glass;4.9
LTU;Hea;>1945;Container glass;0
LTU;Hea;>1945;Other;0
LTU;Hea;1945-1969;Flat glass;4.9
LTU;Hea;1945-1969;Container glass;0
LTU;Hea;1945-1969;Other;0
LTU;Hea;1970-1989;Flat glass;4.9
LTU;Hea;1970-1989;Container glass;0
LTU;Hea;1970-1989;Other;0
LTU;Hea;1990-2010;Flat glass;4.9
LTU;Hea;1990-2010;Container glass;0
LTU;Hea;1990-2010;Other;0
LTU;Hea;2011-2020;Flat glass;19.6
LTU;Hea;2011-2020;Container glass;0
LTU;Hea;2011-2020;Other;0
LTU;Hea;2021-2030;Flat glass;19.6
LTU;Hea;2021-2030;Container glass;0
LTU;Hea;2021-2030;Other;0
LTU;Hea;2031-2040;Flat glass;19.6
LTU;Hea;2031-2040;Container glass;0
LTU;Hea;2031-2040;Other;0
LTU;Hea;2040<;Flat glass;19.6
LTU;Hea;2040<;Container glass;0
LTU;Hea;2040<;Other;0
LTU;Oth;>1945;Flat glass;14.5
LTU;Oth;>1945;Container glass;0
LTU;Oth;>1945;Other;0
LTU;Oth;1945-1969;Flat glass;14.5
LTU;Oth;1945-1969;Container glass;0
LTU;Oth;1945-1969;Other;0
LTU;Oth;1970-1989;Flat glass;14.5
LTU;Oth;1970-1989;Container glass;0
LTU;Oth;1970-1989;Other;0
LTU;Oth;1990-2010;Flat glass;14.5
LTU;Oth;1990-2010;Container glass;0
LTU;Oth;1990-2010;Other;0
LTU;Oth;2011-2020;Flat glass;58
LTU;Oth;2011-2020;Container glass;0
LTU;Oth;2011-2020;Other;0
LTU;Oth;2021-2030;Flat glass;58
LTU;Oth;2021-2030;Container glass;0
LTU;Oth;2021-2030;Other;0
LTU;Oth;2031-2040;Flat glass;58
LTU;Oth;2031-2040;Container glass;0
LTU;Oth;2031-2040;Other;0
LTU;Oth;2040<;Flat glass;58
LTU;Oth;2040<;Container glass;0
LTU;Oth;2040<;Other;0
LUX;SFH;>1945;Flat glass;2.825377397
LUX;SFH;>1945;Container glass;0
LUX;SFH;>1945;Other;0
LUX;SFH;1945-1969;Flat glass;2.825377397
LUX;SFH;1945-1969;Container glass;0
LUX;SFH;1945-1969;Other;0
LUX;SFH;1970-1989;Flat glass;2.825377397
LUX;SFH;1970-1989;Container glass;0
LUX;SFH;1970-1989;Other;0
LUX;SFH;1990-2010;Flat glass;2.825377397
LUX;SFH;1990-2010;Container glass;0
LUX;SFH;1990-2010;Other;0
LUX;SFH;2011-2020;Flat glass;11.30150959
LUX;SFH;2011-2020;Container glass;0
LUX;SFH;2011-2020;Other;0
LUX;SFH;2021-2030;Flat glass;11.30150959
LUX;SFH;2021-2030;Container glass;0
LUX;SFH;2021-2030;Other;0
LUX;SFH;2031-2040;Flat glass;11.30150959
LUX;SFH;2031-2040;Container glass;0
LUX;SFH;2031-2040;Other;0
LUX;SFH;2040<;Flat glass;11.30150959
LUX;SFH;2040<;Container glass;0
LUX;SFH;2040<;Other;0
LUX;MFH;>1945;Flat glass;0.909139253
LUX;MFH;>1945;Container glass;0
LUX;MFH;>1945;Other;0
LUX;MFH;1945-1969;Flat glass;1.992695135
LUX;MFH;1945-1969;Container glass;0
LUX;MFH;1945-1969;Other;0
LUX;MFH;1970-1989;Flat glass;3.076251017
LUX;MFH;1970-1989;Container glass;0
LUX;MFH;1970-1989;Other;0
LUX;MFH;1990-2010;Flat glass;4.1598069
LUX;MFH;1990-2010;Container glass;0
LUX;MFH;1990-2010;Other;0
LUX;MFH;2011-2020;Flat glass;16.6392276
LUX;MFH;2011-2020;Container glass;0
LUX;MFH;2011-2020;Other;0
LUX;MFH;2021-2030;Flat glass;16.6392276
LUX;MFH;2021-2030;Container glass;0
LUX;MFH;2021-2030;Other;0
LUX;MFH;2031-2040;Flat glass;16.6392276
LUX;MFH;2031-2040;Container glass;0
LUX;MFH;2031-2040;Other;0
LUX;MFH;2040<;Flat glass;16.6392276
LUX;MFH;2040<;Container glass;0
LUX;MFH;2040<;Other;0
LUX;Ret;>1945;Flat glass;5.866666667
LUX;Ret;>1945;Container glass;0
LUX;Ret;>1945;Other;0
LUX;Ret;1945-1969;Flat glass;5.866666667
LUX;Ret;1945-1969;Container glass;0
LUX;Ret;1945-1969;Other;0
LUX;Ret;1970-1989;Flat glass;5.866666667
LUX;Ret;1970-1989;Container glass;0
LUX;Ret;1970-1989;Other;0
LUX;Ret;1990-2010;Flat glass;5.866666667
LUX;Ret;1990-2010;Container glass;0
LUX;Ret;1990-2010;Other;0
LUX;Ret;2011-2020;Flat glass;23.46666667
LUX;Ret;2011-2020;Container glass;0
LUX;Ret;2011-2020;Other;0
LUX;Ret;2021-2030;Flat glass;23.46666667
LUX;Ret;2021-2030;Container glass;0
LUX;Ret;2021-2030;Other;0
LUX;Ret;2031-2040;Flat glass;23.46666667
LUX;Ret;2031-2040;Container glass;0
LUX;Ret;2031-2040;Other;0
LUX;Ret;2040<;Flat glass;23.46666667
LUX;Ret;2040<;Container glass;0
LUX;Ret;2040<;Other;0
LUX;Off;>1945;Flat glass;6.44
LUX;Off;>1945;Container glass;0
LUX;Off;>1945;Other;0
LUX;Off;1945-1969;Flat glass;6.44
LUX;Off;1945-1969;Container glass;0
LUX;Off;1945-1969;Other;0
LUX;Off;1970-1989;Flat glass;6.44
LUX;Off;1970-1989;Container glass;0
LUX;Off;1970-1989;Other;0
LUX;Off;1990-2010;Flat glass;6.44
LUX;Off;1990-2010;Container glass;0
LUX;Off;1990-2010;Other;0
LUX;Off;2011-2020;Flat glass;25.76
LUX;Off;2011-2020;Container glass;0
LUX;Off;2011-2020;Other;0
LUX;Off;2021-2030;Flat glass;25.76
LUX;Off;2021-2030;Container glass;0
LUX;Off;2021-2030;Other;0
LUX;Off;2031-2040;Flat glass;25.76
LUX;Off;2031-2040;Container glass;0
LUX;Off;2031-2040;Other;0
LUX;Off;2040<;Flat glass;25.76
LUX;Off;2040<;Container glass;0
LUX;Off;2040<;Other;0
LUX;Hot;>1945;Flat glass;3.9
LUX;Hot;>1945;Container glass;0
LUX;Hot;>1945;Other;0
LUX;Hot;1945-1969;Flat glass;3.9
LUX;Hot;1945-1969;Container glass;0
LUX;Hot;1945-1969;Other;0
LUX;Hot;1970-1989;Flat glass;3.9
LUX;Hot;1970-1989;Container glass;0
LUX;Hot;1970-1989;Other;0
LUX;Hot;1990-2010;Flat glass;3.9
LUX;Hot;1990-2010;Container glass;0
LUX;Hot;1990-2010;Other;0
LUX;Hot;2011-2020;Flat glass;15.6
LUX;Hot;2011-2020;Container glass;0
LUX;Hot;2011-2020;Other;0
LUX;Hot;2021-2030;Flat glass;15.6
LUX;Hot;2021-2030;Container glass;0
LUX;Hot;2021-2030;Other;0
LUX;Hot;2031-2040;Flat glass;15.6
LUX;Hot;2031-2040;Container glass;0
LUX;Hot;2031-2040;Other;0
LUX;Hot;2040<;Flat glass;15.6
LUX;Hot;2040<;Container glass;0
LUX;Hot;2040<;Other;0
LUX;Edu;>1945;Flat glass;6.25
LUX;Edu;>1945;Container glass;0
LUX;Edu;>1945;Other;0
LUX;Edu;1945-1969;Flat glass;6.25
LUX;Edu;1945-1969;Container glass;0
LUX;Edu;1945-1969;Other;0
LUX;Edu;1970-1989;Flat glass;6.25
LUX;Edu;1970-1989;Container glass;0
LUX;Edu;1970-1989;Other;0
LUX;Edu;1990-2010;Flat glass;6.25
LUX;Edu;1990-2010;Container glass;0
LUX;Edu;1990-2010;Other;0
LUX;Edu;2011-2020;Flat glass;25
LUX;Edu;2011-2020;Container glass;0
LUX;Edu;2011-2020;Other;0
LUX;Edu;2021-2030;Flat glass;25
LUX;Edu;2021-2030;Container glass;0
LUX;Edu;2021-2030;Other;0
LUX;Edu;2031-2040;Flat glass;25
LUX;Edu;2031-2040;Container glass;0
LUX;Edu;2031-2040;Other;0
LUX;Edu;2040<;Flat glass;25
LUX;Edu;2040<;Container glass;0
LUX;Edu;2040<;Other;0
LUX;Hea;>1945;Flat glass;4.9
LUX;Hea;>1945;Container glass;0
LUX;Hea;>1945;Other;0
LUX;Hea;1945-1969;Flat glass;4.9
LUX;Hea;1945-1969;Container glass;0
LUX;Hea;1945-1969;Other;0
LUX;Hea;1970-1989;Flat glass;4.9
LUX;Hea;1970-1989;Container glass;0
LUX;Hea;1970-1989;Other;0
LUX;Hea;1990-2010;Flat glass;4.9
LUX;Hea;1990-2010;Container glass;0
LUX;Hea;1990-2010;Other;0
LUX;Hea;2011-2020;Flat glass;19.6
LUX;Hea;2011-2020;Container glass;0
LUX;Hea;2011-2020;Other;0
LUX;Hea;2021-2030;Flat glass;19.6
LUX;Hea;2021-2030;Container glass;0
LUX;Hea;2021-2030;Other;0
LUX;Hea;2031-2040;Flat glass;19.6
LUX;Hea;2031-2040;Container glass;0
LUX;Hea;2031-2040;Other;0
LUX;Hea;2040<;Flat glass;19.6
LUX;Hea;2040<;Container glass;0
LUX;Hea;2040<;Other;0
LUX;Oth;>1945;Flat glass;14.5
LUX;Oth;>1945;Container glass;0
LUX;Oth;>1945;Other;0
LUX;Oth;1945-1969;Flat glass;14.5
LUX;Oth;1945-1969;Container glass;0
LUX;Oth;1945-1969;Other;0
LUX;Oth;1970-1989;Flat glass;14.5
LUX;Oth;1970-1989;Container glass;0
LUX;Oth;1970-1989;Other;0
LUX;Oth;1990-2010;Flat glass;14.5
LUX;Oth;1990-2010;Container glass;0
LUX;Oth;1990-2010;Other;0
LUX;Oth;2011-2020;Flat glass;58
LUX;Oth;2011-2020;Container glass;0
LUX;Oth;2011-2020;Other;0
LUX;Oth;2021-2030;Flat glass;58
LUX;Oth;2021-2030;Container glass;0
LUX;Oth;2021-2030;Other;0
LUX;Oth;2031-2040;Flat glass;58
LUX;Oth;2031-2040;Container glass;0
LUX;Oth;2031-2040;Other;0
LUX;Oth;2040<;Flat glass;58
LUX;Oth;2040<;Container glass;0
LUX;Oth;2040<;Other;0
LVA;SFH;>1945;Flat glass;2.333333333
LVA;SFH;>1945;Container glass;0
LVA;SFH;>1945;Other;0
LVA;SFH;1945-1969;Flat glass;1
LVA;SFH;1945-1969;Container glass;0
LVA;SFH;1945-1969;Other;0
LVA;SFH;1970-1989;Flat glass;2.5
LVA;SFH;1970-1989;Container glass;0
LVA;SFH;1970-1989;Other;0
LVA;SFH;1990-2010;Flat glass;2
LVA;SFH;1990-2010;Container glass;0
LVA;SFH;1990-2010;Other;0
LVA;SFH;2011-2020;Flat glass;8
LVA;SFH;2011-2020;Container glass;0
LVA;SFH;2011-2020;Other;0
LVA;SFH;2021-2030;Flat glass;8
LVA;SFH;2021-2030;Container glass;0
LVA;SFH;2021-2030;Other;0
LVA;SFH;2031-2040;Flat glass;8
LVA;SFH;2031-2040;Container glass;0
LVA;SFH;2031-2040;Other;0
LVA;SFH;2040<;Flat glass;8
LVA;SFH;2040<;Container glass;0
LVA;SFH;2040<;Other;0
LVA;MFH;>1945;Flat glass;3.727272727
LVA;MFH;>1945;Container glass;0
LVA;MFH;>1945;Other;0
LVA;MFH;1945-1969;Flat glass;2.8
LVA;MFH;1945-1969;Container glass;0
LVA;MFH;1945-1969;Other;0
LVA;MFH;1970-1989;Flat glass;3.8
LVA;MFH;1970-1989;Container glass;0
LVA;MFH;1970-1989;Other;0
LVA;MFH;1990-2010;Flat glass;3.5
LVA;MFH;1990-2010;Container glass;0
LVA;MFH;1990-2010;Other;0
LVA;MFH;2011-2020;Flat glass;14
LVA;MFH;2011-2020;Container glass;0
LVA;MFH;2011-2020;Other;0
LVA;MFH;2021-2030;Flat glass;14
LVA;MFH;2021-2030;Container glass;0
LVA;MFH;2021-2030;Other;0
LVA;MFH;2031-2040;Flat glass;14
LVA;MFH;2031-2040;Container glass;0
LVA;MFH;2031-2040;Other;0
LVA;MFH;2040<;Flat glass;14
LVA;MFH;2040<;Container glass;0
LVA;MFH;2040<;Other;0
LVA;Ret;>1945;Flat glass;5.866666667
LVA;Ret;>1945;Container glass;0
LVA;Ret;>1945;Other;0
LVA;Ret;1945-1969;Flat glass;5.866666667
LVA;Ret;1945-1969;Container glass;0
LVA;Ret;1945-1969;Other;0
LVA;Ret;1970-1989;Flat glass;5.866666667
LVA;Ret;1970-1989;Container glass;0
LVA;Ret;1970-1989;Other;0
LVA;Ret;1990-2010;Flat glass;5.866666667
LVA;Ret;1990-2010;Container glass;0
LVA;Ret;1990-2010;Other;0
LVA;Ret;2011-2020;Flat glass;23.46666667
LVA;Ret;2011-2020;Container glass;0
LVA;Ret;2011-2020;Other;0
LVA;Ret;2021-2030;Flat glass;23.46666667
LVA;Ret;2021-2030;Container glass;0
LVA;Ret;2021-2030;Other;0
LVA;Ret;2031-2040;Flat glass;23.46666667
LVA;Ret;2031-2040;Container glass;0
LVA;Ret;2031-2040;Other;0
LVA;Ret;2040<;Flat glass;23.46666667
LVA;Ret;2040<;Container glass;0
LVA;Ret;2040<;Other;0
LVA;Off;>1945;Flat glass;6.44
LVA;Off;>1945;Container glass;0
LVA;Off;>1945;Other;0
LVA;Off;1945-1969;Flat glass;6.44
LVA;Off;1945-1969;Container glass;0
LVA;Off;1945-1969;Other;0
LVA;Off;1970-1989;Flat glass;6.44
LVA;Off;1970-1989;Container glass;0
LVA;Off;1970-1989;Other;0
LVA;Off;1990-2010;Flat glass;6.44
LVA;Off;1990-2010;Container glass;0
LVA;Off;1990-2010;Other;0
LVA;Off;2011-2020;Flat glass;25.76
LVA;Off;2011-2020;Container glass;0
LVA;Off;2011-2020;Other;0
LVA;Off;2021-2030;Flat glass;25.76
LVA;Off;2021-2030;Container glass;0
LVA;Off;2021-2030;Other;0
LVA;Off;2031-2040;Flat glass;25.76
LVA;Off;2031-2040;Container glass;0
LVA;Off;2031-2040;Other;0
LVA;Off;2040<;Flat glass;25.76
LVA;Off;2040<;Container glass;0
LVA;Off;2040<;Other;0
LVA;Hot;>1945;Flat glass;3.9
LVA;Hot;>1945;Container glass;0
LVA;Hot;>1945;Other;0
LVA;Hot;1945-1969;Flat glass;3.9
LVA;Hot;1945-1969;Container glass;0
LVA;Hot;1945-1969;Other;0
LVA;Hot;1970-1989;Flat glass;3.9
LVA;Hot;1970-1989;Container glass;0
LVA;Hot;1970-1989;Other;0
LVA;Hot;1990-2010;Flat glass;3.9
LVA;Hot;1990-2010;Container glass;0
LVA;Hot;1990-2010;Other;0
LVA;Hot;2011-2020;Flat glass;15.6
LVA;Hot;2011-2020;Container glass;0
LVA;Hot;2011-2020;Other;0
LVA;Hot;2021-2030;Flat glass;15.6
LVA;Hot;2021-2030;Container glass;0
LVA;Hot;2021-2030;Other;0
LVA;Hot;2031-2040;Flat glass;15.6
LVA;Hot;2031-2040;Container glass;0
LVA;Hot;2031-2040;Other;0
LVA;Hot;2040<;Flat glass;15.6
LVA;Hot;2040<;Container glass;0
LVA;Hot;2040<;Other;0
LVA;Edu;>1945;Flat glass;6.25
LVA;Edu;>1945;Container glass;0
LVA;Edu;>1945;Other;0
LVA;Edu;1945-1969;Flat glass;6.25
LVA;Edu;1945-1969;Container glass;0
LVA;Edu;1945-1969;Other;0
LVA;Edu;1970-1989;Flat glass;6.25
LVA;Edu;1970-1989;Container glass;0
LVA;Edu;1970-1989;Other;0
LVA;Edu;1990-2010;Flat glass;6.25
LVA;Edu;1990-2010;Container glass;0
LVA;Edu;1990-2010;Other;0
LVA;Edu;2011-2020;Flat glass;25
LVA;Edu;2011-2020;Container glass;0
LVA;Edu;2011-2020;Other;0
LVA;Edu;2021-2030;Flat glass;25
LVA;Edu;2021-2030;Container glass;0
LVA;Edu;2021-2030;Other;0
LVA;Edu;2031-2040;Flat glass;25
LVA;Edu;2031-2040;Container glass;0
LVA;Edu;2031-2040;Other;0
LVA;Edu;2040<;Flat glass;25
LVA;Edu;2040<;Container glass;0
LVA;Edu;2040<;Other;0
LVA;Hea;>1945;Flat glass;4.9
LVA;Hea;>1945;Container glass;0
LVA;Hea;>1945;Other;0
LVA;Hea;1945-1969;Flat glass;4.9
LVA;Hea;1945-1969;Container glass;0
LVA;Hea;1945-1969;Other;0
LVA;Hea;1970-1989;Flat glass;4.9
LVA;Hea;1970-1989;Container glass;0
LVA;Hea;1970-1989;Other;0
LVA;Hea;1990-2010;Flat glass;4.9
LVA;Hea;1990-2010;Container glass;0
LVA;Hea;1990-2010;Other;0
LVA;Hea;2011-2020;Flat glass;19.6
LVA;Hea;2011-2020;Container glass;0
LVA;Hea;2011-2020;Other;0
LVA;Hea;2021-2030;Flat glass;19.6
LVA;Hea;2021-2030;Container glass;0
LVA;Hea;2021-2030;Other;0
LVA;Hea;2031-2040;Flat glass;19.6
LVA;Hea;2031-2040;Container glass;0
LVA;Hea;2031-2040;Other;0
LVA;Hea;2040<;Flat glass;19.6
LVA;Hea;2040<;Container glass;0
LVA;Hea;2040<;Other;0
LVA;Oth;>1945;Flat glass;14.5
LVA;Oth;>1945;Container glass;0
LVA;Oth;>1945;Other;0
LVA;Oth;1945-1969;Flat glass;14.5
LVA;Oth;1945-1969;Container glass;0
LVA;Oth;1945-1969;Other;0
LVA;Oth;1970-1989;Flat glass;14.5
LVA;Oth;1970-1989;Container glass;0
LVA;Oth;1970-1989;Other;0
LVA;Oth;1990-2010;Flat glass;14.5
LVA;Oth;1990-2010;Container glass;0
LVA;Oth;1990-2010;Other;0
LVA;Oth;2011-2020;Flat glass;58
LVA;Oth;2011-2020;Container glass;0
LVA;Oth;2011-2020;Other;0
LVA;Oth;2021-2030;Flat glass;58
LVA;Oth;2021-2030;Container glass;0
LVA;Oth;2021-2030;Other;0
LVA;Oth;2031-2040;Flat glass;58
LVA;Oth;2031-2040;Container glass;0
LVA;Oth;2031-2040;Other;0
LVA;Oth;2040<;Flat glass;58
LVA;Oth;2040<;Container glass;0
LVA;Oth;2040<;Other;0
MLT;SFH;>1945;Flat glass;3
MLT;SFH;>1945;Container glass;0
MLT;SFH;>1945;Other;0
MLT;SFH;1945-1969;Flat glass;3
MLT;SFH;1945-1969;Container glass;0
MLT;SFH;1945-1969;Other;0
MLT;SFH;1970-1989;Flat glass;3
MLT;SFH;1970-1989;Container glass;0
MLT;SFH;1970-1989;Other;0
MLT;SFH;1990-2010;Flat glass;3
MLT;SFH;1990-2010;Container glass;0
MLT;SFH;1990-2010;Other;0
MLT;SFH;2011-2020;Flat glass;12
MLT;SFH;2011-2020;Container glass;0
MLT;SFH;2011-2020;Other;0
MLT;SFH;2021-2030;Flat glass;12
MLT;SFH;2021-2030;Container glass;0
MLT;SFH;2021-2030;Other;0
MLT;SFH;2031-2040;Flat glass;12
MLT;SFH;2031-2040;Container glass;0
MLT;SFH;2031-2040;Other;0
MLT;SFH;2040<;Flat glass;12
MLT;SFH;2040<;Container glass;0
MLT;SFH;2040<;Other;0
MLT;MFH;>1945;Flat glass;6.5
MLT;MFH;>1945;Container glass;0
MLT;MFH;>1945;Other;0
MLT;MFH;1945-1969;Flat glass;6.5
MLT;MFH;1945-1969;Container glass;0
MLT;MFH;1945-1969;Other;0
MLT;MFH;1970-1989;Flat glass;6
MLT;MFH;1970-1989;Container glass;0
MLT;MFH;1970-1989;Other;0
MLT;MFH;1990-2010;Flat glass;7
MLT;MFH;1990-2010;Container glass;0
MLT;MFH;1990-2010;Other;0
MLT;MFH;2011-2020;Flat glass;28
MLT;MFH;2011-2020;Container glass;0
MLT;MFH;2011-2020;Other;0
MLT;MFH;2021-2030;Flat glass;28
MLT;MFH;2021-2030;Container glass;0
MLT;MFH;2021-2030;Other;0
MLT;MFH;2031-2040;Flat glass;28
MLT;MFH;2031-2040;Container glass;0
MLT;MFH;2031-2040;Other;0
MLT;MFH;2040<;Flat glass;28
MLT;MFH;2040<;Container glass;0
MLT;MFH;2040<;Other;0
MLT;Ret;>1945;Flat glass;5.866666667
MLT;Ret;>1945;Container glass;0
MLT;Ret;>1945;Other;0
MLT;Ret;1945-1969;Flat glass;5.866666667
MLT;Ret;1945-1969;Container glass;0
MLT;Ret;1945-1969;Other;0
MLT;Ret;1970-1989;Flat glass;5.866666667
MLT;Ret;1970-1989;Container glass;0
MLT;Ret;1970-1989;Other;0
MLT;Ret;1990-2010;Flat glass;5.866666667
MLT;Ret;1990-2010;Container glass;0
MLT;Ret;1990-2010;Other;0
MLT;Ret;2011-2020;Flat glass;23.46666667
MLT;Ret;2011-2020;Container glass;0
MLT;Ret;2011-2020;Other;0
MLT;Ret;2021-2030;Flat glass;23.46666667
MLT;Ret;2021-2030;Container glass;0
MLT;Ret;2021-2030;Other;0
MLT;Ret;2031-2040;Flat glass;23.46666667
MLT;Ret;2031-2040;Container glass;0
MLT;Ret;2031-2040;Other;0
MLT;Ret;2040<;Flat glass;23.46666667
MLT;Ret;2040<;Container glass;0
MLT;Ret;2040<;Other;0
MLT;Off;>1945;Flat glass;6.44
MLT;Off;>1945;Container glass;0
MLT;Off;>1945;Other;0
MLT;Off;1945-1969;Flat glass;6.44
MLT;Off;1945-1969;Container glass;0
MLT;Off;1945-1969;Other;0
MLT;Off;1970-1989;Flat glass;6.44
MLT;Off;1970-1989;Container glass;0
MLT;Off;1970-1989;Other;0
MLT;Off;1990-2010;Flat glass;6.44
MLT;Off;1990-2010;Container glass;0
MLT;Off;1990-2010;Other;0
MLT;Off;2011-2020;Flat glass;25.76
MLT;Off;2011-2020;Container glass;0
MLT;Off;2011-2020;Other;0
MLT;Off;2021-2030;Flat glass;25.76
MLT;Off;2021-2030;Container glass;0
MLT;Off;2021-2030;Other;0
MLT;Off;2031-2040;Flat glass;25.76
MLT;Off;2031-2040;Container glass;0
MLT;Off;2031-2040;Other;0
MLT;Off;2040<;Flat glass;25.76
MLT;Off;2040<;Container glass;0
MLT;Off;2040<;Other;0
MLT;Hot;>1945;Flat glass;3.9
MLT;Hot;>1945;Container glass;0
MLT;Hot;>1945;Other;0
MLT;Hot;1945-1969;Flat glass;3.9
MLT;Hot;1945-1969;Container glass;0
MLT;Hot;1945-1969;Other;0
MLT;Hot;1970-1989;Flat glass;3.9
MLT;Hot;1970-1989;Container glass;0
MLT;Hot;1970-1989;Other;0
MLT;Hot;1990-2010;Flat glass;3.9
MLT;Hot;1990-2010;Container glass;0
MLT;Hot;1990-2010;Other;0
MLT;Hot;2011-2020;Flat glass;15.6
MLT;Hot;2011-2020;Container glass;0
MLT;Hot;2011-2020;Other;0
MLT;Hot;2021-2030;Flat glass;15.6
MLT;Hot;2021-2030;Container glass;0
MLT;Hot;2021-2030;Other;0
MLT;Hot;2031-2040;Flat glass;15.6
MLT;Hot;2031-2040;Container glass;0
MLT;Hot;2031-2040;Other;0
MLT;Hot;2040<;Flat glass;15.6
MLT;Hot;2040<;Container glass;0
MLT;Hot;2040<;Other;0
MLT;Edu;>1945;Flat glass;6.25
MLT;Edu;>1945;Container glass;0
MLT;Edu;>1945;Other;0
MLT;Edu;1945-1969;Flat glass;6.25
MLT;Edu;1945-1969;Container glass;0
MLT;Edu;1945-1969;Other;0
MLT;Edu;1970-1989;Flat glass;6.25
MLT;Edu;1970-1989;Container glass;0
MLT;Edu;1970-1989;Other;0
MLT;Edu;1990-2010;Flat glass;6.25
MLT;Edu;1990-2010;Container glass;0
MLT;Edu;1990-2010;Other;0
MLT;Edu;2011-2020;Flat glass;25
MLT;Edu;2011-2020;Container glass;0
MLT;Edu;2011-2020;Other;0
MLT;Edu;2021-2030;Flat glass;25
MLT;Edu;2021-2030;Container glass;0
MLT;Edu;2021-2030;Other;0
MLT;Edu;2031-2040;Flat glass;25
MLT;Edu;2031-2040;Container glass;0
MLT;Edu;2031-2040;Other;0
MLT;Edu;2040<;Flat glass;25
MLT;Edu;2040<;Container glass;0
MLT;Edu;2040<;Other;0
MLT;Hea;>1945;Flat glass;4.9
MLT;Hea;>1945;Container glass;0
MLT;Hea;>1945;Other;0
MLT;Hea;1945-1969;Flat glass;4.9
MLT;Hea;1945-1969;Container glass;0
MLT;Hea;1945-1969;Other;0
MLT;Hea;1970-1989;Flat glass;4.9
MLT;Hea;1970-1989;Container glass;0
MLT;Hea;1970-1989;Other;0
MLT;Hea;1990-2010;Flat glass;4.9
MLT;Hea;1990-2010;Container glass;0
MLT;Hea;1990-2010;Other;0
MLT;Hea;2011-2020;Flat glass;19.6
MLT;Hea;2011-2020;Container glass;0
MLT;Hea;2011-2020;Other;0
MLT;Hea;2021-2030;Flat glass;19.6
MLT;Hea;2021-2030;Container glass;0
MLT;Hea;2021-2030;Other;0
MLT;Hea;2031-2040;Flat glass;19.6
MLT;Hea;2031-2040;Container glass;0
MLT;Hea;2031-2040;Other;0
MLT;Hea;2040<;Flat glass;19.6
MLT;Hea;2040<;Container glass;0
MLT;Hea;2040<;Other;0
MLT;Oth;>1945;Flat glass;14.5
MLT;Oth;>1945;Container glass;0
MLT;Oth;>1945;Other;0
MLT;Oth;1945-1969;Flat glass;14.5
MLT;Oth;1945-1969;Container glass;0
MLT;Oth;1945-1969;Other;0
MLT;Oth;1970-1989;Flat glass;14.5
MLT;Oth;1970-1989;Container glass;0
MLT;Oth;1970-1989;Other;0
MLT;Oth;1990-2010;Flat glass;14.5
MLT;Oth;1990-2010;Container glass;0
MLT;Oth;1990-2010;Other;0
MLT;Oth;2011-2020;Flat glass;58
MLT;Oth;2011-2020;Container glass;0
MLT;Oth;2011-2020;Other;0
MLT;Oth;2021-2030;Flat glass;58
MLT;Oth;2021-2030;Container glass;0
MLT;Oth;2021-2030;Other;0
MLT;Oth;2031-2040;Flat glass;58
MLT;Oth;2031-2040;Container glass;0
MLT;Oth;2031-2040;Other;0
MLT;Oth;2040<;Flat glass;58
MLT;Oth;2040<;Container glass;0
MLT;Oth;2040<;Other;0
NLD;SFH;>1945;Flat glass;2.825377397
NLD;SFH;>1945;Container glass;0
NLD;SFH;>1945;Other;0
NLD;SFH;1945-1969;Flat glass;2.825377397
NLD;SFH;1945-1969;Container glass;0
NLD;SFH;1945-1969;Other;0
NLD;SFH;1970-1989;Flat glass;2.825377397
NLD;SFH;1970-1989;Container glass;0
NLD;SFH;1970-1989;Other;0
NLD;SFH;1990-2010;Flat glass;2.825377397
NLD;SFH;1990-2010;Container glass;0
NLD;SFH;1990-2010;Other;0
NLD;SFH;2011-2020;Flat glass;11.30150959
NLD;SFH;2011-2020;Container glass;0
NLD;SFH;2011-2020;Other;0
NLD;SFH;2021-2030;Flat glass;11.30150959
NLD;SFH;2021-2030;Container glass;0
