Region;Year;Vehicle size;Value
LVA;2031;passenger car;0.63118208
LVA;2031;minivan_SUV;0.06592512
LVA;2031;light truck;0.032728224
LVA;2032;microcar;0.278048205
LVA;2032;passenger car;0.63490624
LVA;2032;minivan_SUV;0.05881536
LVA;2032;light truck;0.028230195
LVA;2033;microcar;0.285171786
LVA;2033;passenger car;0.63827136
LVA;2033;minivan_SUV;0.05239104
LVA;2033;light truck;0.024165814
LVA;2034;microcar;0.291490611
LVA;2034;passenger car;0.64125632
LVA;2034;minivan_SUV;0.04669248
LVA;2034;light truck;0.020560589
LVA;2035;microcar;0.296959972
LVA;2035;passenger car;0.64384
LVA;2035;minivan_SUV;0.04176
LVA;2035;light truck;0.017440028
LVA;2036;microcar;0.301535159
LVA;2036;passenger car;0.64600128
LVA;2036;minivan_SUV;0.03763392
LVA;2036;light truck;0.014829641
LVA;2037;microcar;0.305171464
LVA;2037;passenger car;0.64771904
LVA;2037;minivan_SUV;0.03435456
LVA;2037;light truck;0.012754936
LVA;2038;microcar;0.307824178
LVA;2038;passenger car;0.64897216
LVA;2038;minivan_SUV;0.03196224
LVA;2038;light truck;0.011241422
LVA;2039;microcar;0.309448593
LVA;2039;passenger car;0.64973952
LVA;2039;minivan_SUV;0.03049728
LVA;2039;light truck;0.010314607
LVA;2040;microcar;0.31
LVA;2040;passenger car;0.65
LVA;2040;minivan_SUV;0.03
LVA;2040;light truck;0.01
LVA;2041;microcar;0.31
LVA;2041;passenger car;0.65
LVA;2041;minivan_SUV;0.03
LVA;2041;light truck;0.01
LVA;2042;microcar;0.31
LVA;2042;passenger car;0.65
LVA;2042;minivan_SUV;0.03
LVA;2042;light truck;0.01
LVA;2043;microcar;0.31
LVA;2043;passenger car;0.65
LVA;2043;minivan_SUV;0.03
LVA;2043;light truck;0.01
LVA;2044;microcar;0.31
LVA;2044;passenger car;0.65
LVA;2044;minivan_SUV;0.03
LVA;2044;light truck;0.01
LVA;2045;microcar;0.31
LVA;2045;passenger car;0.65
LVA;2045;minivan_SUV;0.03
LVA;2045;light truck;0.01
LVA;2046;microcar;0.31
LVA;2046;passenger car;0.65
LVA;2046;minivan_SUV;0.03
LVA;2046;light truck;0.01
LVA;2047;microcar;0.31
LVA;2047;passenger car;0.65
LVA;2047;minivan_SUV;0.03
LVA;2047;light truck;0.01
LVA;2048;microcar;0.31
LVA;2048;passenger car;0.65
LVA;2048;minivan_SUV;0.03
LVA;2048;light truck;0.01
LVA;2049;microcar;0.31
LVA;2049;passenger car;0.65
LVA;2049;minivan_SUV;0.03
LVA;2049;light truck;0.01
LVA;2050;microcar;0.31
LVA;2050;passenger car;0.65
LVA;2050;minivan_SUV;0.03
LVA;2050;light truck;0.01
MLT;2020;microcar;0.146068214
MLT;2020;passenger car;0.57256
MLT;2020;minivan_SUV;0.17784
MLT;2020;light truck;0.103531786
MLT;2021;microcar;0.159361591
MLT;2021;passenger car;0.57883968
MLT;2021;minivan_SUV;0.16585152
MLT;2021;light truck;0.095947209
MLT;2022;microcar;0.172386717
MLT;2022;passenger car;0.58499264
MLT;2022;minivan_SUV;0.15410496
MLT;2022;light truck;0.088515683
MLT;2023;microcar;0.185098882
MLT;2023;passenger car;0.59099776
MLT;2023;minivan_SUV;0.14264064
MLT;2023;light truck;0.081262718
MLT;2024;microcar;0.197453377
MLT;2024;passenger car;0.59683392
MLT;2024;minivan_SUV;0.13149888
MLT;2024;light truck;0.074213823
MLT;2025;microcar;0.209405495
MLT;2025;passenger car;0.60248
MLT;2025;minivan_SUV;0.12072
MLT;2025;light truck;0.067394505
MLT;2026;microcar;0.220910526
MLT;2026;passenger car;0.60791488
MLT;2026;minivan_SUV;0.11034432
MLT;2026;light truck;0.060830274
MLT;2027;microcar;0.231923761
MLT;2027;passenger car;0.61311744
MLT;2027;minivan_SUV;0.10041216
MLT;2027;light truck;0.054546639
MLT;2028;microcar;0.242400492
MLT;2028;passenger car;0.61806656
MLT;2028;minivan_SUV;0.09096384
MLT;2028;light truck;0.048569108
MLT;2029;microcar;0.252296011
MLT;2029;passenger car;0.62274112
MLT;2029;minivan_SUV;0.08203968
MLT;2029;light truck;0.042923189
MLT;2030;microcar;0.261565609
MLT;2030;passenger car;0.62712
MLT;2030;minivan_SUV;0.07368
MLT;2030;light truck;0.037634391
MLT;2031;microcar;0.270164576
MLT;2031;passenger car;0.63118208
MLT;2031;minivan_SUV;0.06592512
MLT;2031;light truck;0.032728224
MLT;2032;microcar;0.278048205
MLT;2032;passenger car;0.63490624
MLT;2032;minivan_SUV;0.05881536
MLT;2032;light truck;0.028230195
MLT;2033;microcar;0.285171786
MLT;2033;passenger car;0.63827136
MLT;2033;minivan_SUV;0.05239104
MLT;2033;light truck;0.024165814
MLT;2034;microcar;0.291490611
MLT;2034;passenger car;0.64125632
MLT;2034;minivan_SUV;0.04669248
MLT;2034;light truck;0.020560589
MLT;2035;microcar;0.296959972
MLT;2035;passenger car;0.64384
MLT;2035;minivan_SUV;0.04176
MLT;2035;light truck;0.017440028
MLT;2036;microcar;0.301535159
MLT;2036;passenger car;0.64600128
MLT;2036;minivan_SUV;0.03763392
MLT;2036;light truck;0.014829641
MLT;2037;microcar;0.305171464
MLT;2037;passenger car;0.64771904
MLT;2037;minivan_SUV;0.03435456
MLT;2037;light truck;0.012754936
MLT;2038;microcar;0.307824178
MLT;2038;passenger car;0.64897216
MLT;2038;minivan_SUV;0.03196224
MLT;2038;light truck;0.011241422
MLT;2039;microcar;0.309448593
MLT;2039;passenger car;0.64973952
MLT;2039;minivan_SUV;0.03049728
MLT;2039;light truck;0.010314607
MLT;2040;microcar;0.31
MLT;2040;passenger car;0.65
MLT;2040;minivan_SUV;0.03
MLT;2040;light truck;0.01
MLT;2041;microcar;0.31
MLT;2041;passenger car;0.65
MLT;2041;minivan_SUV;0.03
MLT;2041;light truck;0.01
MLT;2042;microcar;0.31
MLT;2042;passenger car;0.65
MLT;2042;minivan_SUV;0.03
MLT;2042;light truck;0.01
MLT;2043;microcar;0.31
MLT;2043;passenger car;0.65
MLT;2043;minivan_SUV;0.03
MLT;2043;light truck;0.01
MLT;2044;microcar;0.31
MLT;2044;passenger car;0.65
MLT;2044;minivan_SUV;0.03
MLT;2044;light truck;0.01
MLT;2045;microcar;0.31
MLT;2045;passenger car;0.65
MLT;2045;minivan_SUV;0.03
MLT;2045;light truck;0.01
MLT;2046;microcar;0.31
MLT;2046;passenger car;0.65
MLT;2046;minivan_SUV;0.03
MLT;2046;light truck;0.01
MLT;2047;microcar;0.31
MLT;2047;passenger car;0.65
MLT;2047;minivan_SUV;0.03
MLT;2047;light truck;0.01
MLT;2048;microcar;0.31
MLT;2048;passenger car;0.65
MLT;2048;minivan_SUV;0.03
MLT;2048;light truck;0.01
MLT;2049;microcar;0.31
MLT;2049;passenger car;0.65
MLT;2049;minivan_SUV;0.03
MLT;2049;light truck;0.01
MLT;2050;microcar;0.31
MLT;2050;passenger car;0.65
MLT;2050;minivan_SUV;0.03
MLT;2050;light truck;0.01
NLD;2020;microcar;0.146068214
NLD;2020;passenger car;0.57256
NLD;2020;minivan_SUV;0.17784
NLD;2020;light truck;0.103531786
NLD;2021;microcar;0.159361591
NLD;2021;passenger car;0.57883968
NLD;2021;minivan_SUV;0.16585152
NLD;2021;light truck;0.095947209
NLD;2022;microcar;0.172386717
NLD;2022;passenger car;0.58499264
NLD;2022;minivan_SUV;0.15410496
NLD;2022;light truck;0.088515683
NLD;2023;microcar;0.185098882
NLD;2023;passenger car;0.59099776
NLD;2023;minivan_SUV;0.14264064
NLD;2023;light truck;0.081262718
NLD;2024;microcar;0.197453377
NLD;2024;passenger car;0.59683392
NLD;2024;minivan_SUV;0.13149888
NLD;2024;light truck;0.074213823
NLD;2025;microcar;0.209405495
NLD;2025;passenger car;0.60248
NLD;2025;minivan_SUV;0.12072
NLD;2025;light truck;0.067394505
NLD;2026;microcar;0.220910526
NLD;2026;passenger car;0.60791488
NLD;2026;minivan_SUV;0.11034432
NLD;2026;light truck;0.060830274
NLD;2027;microcar;0.231923761
NLD;2027;passenger car;0.61311744
NLD;2027;minivan_SUV;0.10041216
NLD;2027;light truck;0.054546639
NLD;2028;microcar;0.242400492
NLD;2028;passenger car;0.61806656
NLD;2028;minivan_SUV;0.09096384
NLD;2028;light truck;0.048569108
NLD;2029;microcar;0.252296011
NLD;2029;passenger car;0.62274112
NLD;2029;minivan_SUV;0.08203968
NLD;2029;light truck;0.042923189
NLD;2030;microcar;0.261565609
NLD;2030;passenger car;0.62712
NLD;2030;minivan_SUV;0.07368
NLD;2030;light truck;0.037634391
NLD;2031;microcar;0.270164576
NLD;2031;passenger car;0.63118208
NLD;2031;minivan_SUV;0.06592512
NLD;2031;light truck;0.032728224
NLD;2032;microcar;0.278048205
NLD;2032;passenger car;0.63490624
NLD;2032;minivan_SUV;0.05881536
NLD;2032;light truck;0.028230195
NLD;2033;microcar;0.285171786
NLD;2033;passenger car;0.63827136
NLD;2033;minivan_SUV;0.05239104
NLD;2033;light truck;0.024165814
NLD;2034;microcar;0.291490611
NLD;2034;passenger car;0.64125632
NLD;2034;minivan_SUV;0.04669248
NLD;2034;light truck;0.020560589
NLD;2035;microcar;0.296959972
NLD;2035;passenger car;0.64384
NLD;2035;minivan_SUV;0.04176
NLD;2035;light truck;0.017440028
NLD;2036;microcar;0.301535159
NLD;2036;passenger car;0.64600128
NLD;2036;minivan_SUV;0.03763392
NLD;2036;light truck;0.014829641
NLD;2037;microcar;0.305171464
NLD;2037;passenger car;0.64771904
NLD;2037;minivan_SUV;0.03435456
NLD;2037;light truck;0.012754936
NLD;2038;microcar;0.307824178
NLD;2038;passenger car;0.64897216
NLD;2038;minivan_SUV;0.03196224
NLD;2038;light truck;0.011241422
NLD;2039;microcar;0.309448593
NLD;2039;passenger car;0.64973952
NLD;2039;minivan_SUV;0.03049728
NLD;2039;light truck;0.010314607
NLD;2040;microcar;0.31
NLD;2040;passenger car;0.65
NLD;2040;minivan_SUV;0.03
NLD;2040;light truck;0.01
NLD;2041;microcar;0.31
NLD;2041;passenger car;0.65
NLD;2041;minivan_SUV;0.03
NLD;2041;light truck;0.01
NLD;2042;microcar;0.31
NLD;2042;passenger car;0.65
NLD;2042;minivan_SUV;0.03
NLD;2042;light truck;0.01
NLD;2043;microcar;0.31
NLD;2043;passenger car;0.65
NLD;2043;minivan_SUV;0.03
NLD;2043;light truck;0.01
NLD;2044;microcar;0.31
NLD;2044;passenger car;0.65
NLD;2044;minivan_SUV;0.03
NLD;2044;light truck;0.01
NLD;2045;microcar;0.31
NLD;2045;passenger car;0.65
NLD;2045;minivan_SUV;0.03
NLD;2045;light truck;0.01
NLD;2046;microcar;0.31
NLD;2046;passenger car;0.65
NLD;2046;minivan_SUV;0.03
NLD;2046;light truck;0.01
NLD;2047;microcar;0.31
NLD;2047;passenger car;0.65
NLD;2047;minivan_SUV;0.03
NLD;2047;light truck;0.01
NLD;2048;microcar;0.31
NLD;2048;passenger car;0.65
NLD;2048;minivan_SUV;0.03
NLD;2048;light truck;0.01
NLD;2049;microcar;0.31
NLD;2049;passenger car;0.65
NLD;2049;minivan_SUV;0.03
NLD;2049;light truck;0.01
NLD;2050;microcar;0.31
NLD;2050;passenger car;0.65
NLD;2050;minivan_SUV;0.03
NLD;2050;light truck;0.01
POL;2020;microcar;0.146068214
POL;2020;passenger car;0.57256
POL;2020;minivan_SUV;0.17784
POL;2020;light truck;0.103531786
POL;2021;microcar;0.159361591
POL;2021;passenger car;0.57883968
POL;2021;minivan_SUV;0.16585152
POL;2021;light truck;0.095947209
POL;2022;microcar;0.172386717
POL;2022;passenger car;0.58499264
POL;2022;minivan_SUV;0.15410496
POL;2022;light truck;0.088515683
POL;2023;microcar;0.185098882
POL;2023;passenger car;0.59099776
POL;2023;minivan_SUV;0.14264064
POL;2023;light truck;0.081262718
POL;2024;microcar;0.197453377
POL;2024;passenger car;0.59683392
POL;2024;minivan_SUV;0.13149888
POL;2024;light truck;0.074213823
POL;2025;microcar;0.209405495
POL;2025;passenger car;0.60248
POL;2025;minivan_SUV;0.12072
POL;2025;light truck;0.067394505
POL;2026;microcar;0.220910526
POL;2026;passenger car;0.60791488
POL;2026;minivan_SUV;0.11034432
POL;2026;light truck;0.060830274
POL;2027;microcar;0.231923761
POL;2027;passenger car;0.61311744
POL;2027;minivan_SUV;0.10041216
POL;2027;light truck;0.054546639
POL;2028;microcar;0.242400492
POL;2028;passenger car;0.61806656
POL;2028;minivan_SUV;0.09096384
POL;2028;light truck;0.048569108
POL;2029;microcar;0.252296011
POL;2029;passenger car;0.62274112
POL;2029;minivan_SUV;0.08203968
POL;2029;light truck;0.042923189
POL;2030;microcar;0.261565609
POL;2030;passenger car;0.62712
POL;2030;minivan_SUV;0.07368
POL;2030;light truck;0.037634391
POL;2031;microcar;0.270164576
POL;2031;passenger car;0.63118208
POL;2031;minivan_SUV;0.06592512
POL;2031;light truck;0.032728224
POL;2032;microcar;0.278048205
POL;2032;passenger car;0.63490624
POL;2032;minivan_SUV;0.05881536
POL;2032;light truck;0.028230195
POL;2033;microcar;0.285171786
POL;2033;passenger car;0.63827136
POL;2033;minivan_SUV;0.05239104
POL;2033;light truck;0.024165814
POL;2034;microcar;0.291490611
POL;2034;passenger car;0.64125632
POL;2034;minivan_SUV;0.04669248
POL;2034;light truck;0.020560589
POL;2035;microcar;0.296959972
POL;2035;passenger car;0.64384
POL;2035;minivan_SUV;0.04176
POL;2035;light truck;0.017440028
POL;2036;microcar;0.301535159
POL;2036;passenger car;0.64600128
POL;2036;minivan_SUV;0.03763392
POL;2036;light truck;0.014829641
POL;2037;microcar;0.305171464
POL;2037;passenger car;0.64771904
POL;2037;minivan_SUV;0.03435456
POL;2037;light truck;0.012754936
POL;2038;microcar;0.307824178
POL;2038;passenger car;0.64897216
POL;2038;minivan_SUV;0.03196224
POL;2038;light truck;0.011241422
POL;2039;microcar;0.309448593
POL;2039;passenger car;0.64973952
POL;2039;minivan_SUV;0.03049728
POL;2039;light truck;0.010314607
POL;2040;microcar;0.31
POL;2040;passenger car;0.65
POL;2040;minivan_SUV;0.03
POL;2040;light truck;0.01
POL;2041;microcar;0.31
POL;2041;passenger car;0.65
POL;2041;minivan_SUV;0.03
POL;2041;light truck;0.01
POL;2042;microcar;0.31
POL;2042;passenger car;0.65
POL;2042;minivan_SUV;0.03
POL;2042;light truck;0.01
POL;2043;microcar;0.31
POL;2043;passenger car;0.65
POL;2043;minivan_SUV;0.03
POL;2043;light truck;0.01
POL;2044;microcar;0.31
POL;2044;passenger car;0.65
POL;2044;minivan_SUV;0.03
POL;2044;light truck;0.01
POL;2045;microcar;0.31
POL;2045;passenger car;0.65
POL;2045;minivan_SUV;0.03
POL;2045;light truck;0.01
POL;2046;microcar;0.31
POL;2046;passenger car;0.65
POL;2046;minivan_SUV;0.03
POL;2046;light truck;0.01
POL;2047;microcar;0.31
POL;2047;passenger car;0.65
POL;2047;minivan_SUV;0.03
POL;2047;light truck;0.01
POL;2048;microcar;0.31
POL;2048;passenger car;0.65
POL;2048;minivan_SUV;0.03
POL;2048;light truck;0.01
POL;2049;microcar;0.31
POL;2049;passenger car;0.65
POL;2049;minivan_SUV;0.03
POL;2049;light truck;0.01
POL;2050;microcar;0.31
POL;2050;passenger car;0.65
POL;2050;minivan_SUV;0.03
POL;2050;light truck;0.01
PRT;2020;microcar;0.146068214
PRT;2020;passenger car;0.57256
PRT;2020;minivan_SUV;0.17784
PRT;2020;light truck;0.103531786
PRT;2021;microcar;0.159361591
PRT;2021;passenger car;0.57883968
PRT;2021;minivan_SUV;0.16585152
PRT;2021;light truck;0.095947209
PRT;2022;microcar;0.172386717
PRT;2022;passenger car;0.58499264
PRT;2022;minivan_SUV;0.15410496
PRT;2022;light truck;0.088515683
PRT;2023;microcar;0.185098882
PRT;2023;passenger car;0.59099776
PRT;2023;minivan_SUV;0.14264064
PRT;2023;light truck;0.081262718
PRT;2024;microcar;0.197453377
PRT;2024;passenger car;0.59683392
PRT;2024;minivan_SUV;0.13149888
PRT;2024;light truck;0.074213823
PRT;2025;microcar;0.209405495
PRT;2025;passenger car;0.60248
PRT;2025;minivan_SUV;0.12072
PRT;2025;light truck;0.067394505
PRT;2026;microcar;0.220910526
PRT;2026;passenger car;0.60791488
PRT;2026;minivan_SUV;0.11034432
PRT;2026;light truck;0.060830274
PRT;2027;microcar;0.231923761
PRT;2027;passenger car;0.61311744
PRT;2027;minivan_SUV;0.10041216
PRT;2027;light truck;0.054546639
PRT;2028;microcar;0.242400492
PRT;2028;passenger car;0.61806656
PRT;2028;minivan_SUV;0.09096384
PRT;2028;light truck;0.048569108
PRT;2029;microcar;0.252296011
PRT;2029;passenger car;0.62274112
PRT;2029;minivan_SUV;0.08203968
PRT;2029;light truck;0.042923189
PRT;2030;microcar;0.261565609
PRT;2030;passenger car;0.62712
PRT;2030;minivan_SUV;0.07368
PRT;2030;light truck;0.037634391
PRT;2031;microcar;0.270164576
PRT;2031;passenger car;0.63118208
PRT;2031;minivan_SUV;0.06592512
PRT;2031;light truck;0.032728224
PRT;2032;microcar;0.278048205
PRT;2032;passenger car;0.63490624
PRT;2032;minivan_SUV;0.05881536
PRT;2032;light truck;0.028230195
PRT;2033;microcar;0.285171786
PRT;2033;passenger car;0.63827136
PRT;2033;minivan_SUV;0.05239104
PRT;2033;light truck;0.024165814
PRT;2034;microcar;0.291490611
PRT;2034;passenger car;0.64125632
PRT;2034;minivan_SUV;0.04669248
PRT;2034;light truck;0.020560589
PRT;2035;microcar;0.296959972
PRT;2035;passenger car;0.64384
PRT;2035;minivan_SUV;0.04176
PRT;2035;light truck;0.017440028
PRT;2036;microcar;0.301535159
PRT;2036;passenger car;0.64600128
PRT;2036;minivan_SUV;0.03763392
PRT;2036;light truck;0.014829641
PRT;2037;microcar;0.305171464
PRT;2037;passenger car;0.64771904
PRT;2037;minivan_SUV;0.03435456
PRT;2037;light truck;0.012754936
PRT;2038;microcar;0.307824178
PRT;2038;passenger car;0.64897216
PRT;2038;minivan_SUV;0.03196224
PRT;2038;light truck;0.011241422
PRT;2039;microcar;0.309448593
PRT;2039;passenger car;0.64973952
PRT;2039;minivan_SUV;0.03049728
PRT;2039;light truck;0.010314607
PRT;2040;microcar;0.31
PRT;2040;passenger car;0.65
PRT;2040;minivan_SUV;0.03
PRT;2040;light truck;0.01
PRT;2041;microcar;0.31
PRT;2041;passenger car;0.65
PRT;2041;minivan_SUV;0.03
PRT;2041;light truck;0.01
PRT;2042;microcar;0.31
PRT;2042;passenger car;0.65
PRT;2042;minivan_SUV;0.03
PRT;2042;light truck;0.01
PRT;2043;microcar;0.31
PRT;2043;passenger car;0.65
PRT;2043;minivan_SUV;0.03
PRT;2043;light truck;0.01
PRT;2044;microcar;0.31
PRT;2044;passenger car;0.65
PRT;2044;minivan_SUV;0.03
PRT;2044;light truck;0.01
PRT;2045;microcar;0.31
PRT;2045;passenger car;0.65
PRT;2045;minivan_SUV;0.03
PRT;2045;light truck;0.01
PRT;2046;microcar;0.31
PRT;2046;passenger car;0.65
PRT;2046;minivan_SUV;0.03
PRT;2046;light truck;0.01
PRT;2047;microcar;0.31
PRT;2047;passenger car;0.65
PRT;2047;minivan_SUV;0.03
PRT;2047;light truck;0.01
PRT;2048;microcar;0.31
PRT;2048;passenger car;0.65
PRT;2048;minivan_SUV;0.03
PRT;2048;light truck;0.01
PRT;2049;microcar;0.31
PRT;2049;passenger car;0.65
PRT;2049;minivan_SUV;0.03
PRT;2049;light truck;0.01
PRT;2050;microcar;0.31
PRT;2050;passenger car;0.65
PRT;2050;minivan_SUV;0.03
PRT;2050;light truck;0.01
ROU;2020;microcar;0.146068214
ROU;2020;passenger car;0.57256
ROU;2020;minivan_SUV;0.17784
ROU;2020;light truck;0.103531786
ROU;2021;microcar;0.159361591
ROU;2021;passenger car;0.57883968
ROU;2021;minivan_SUV;0.16585152
ROU;2021;light truck;0.095947209
ROU;2022;microcar;0.172386717
ROU;2022;passenger car;0.58499264
ROU;2022;minivan_SUV;0.15410496
ROU;2022;light truck;0.088515683
ROU;2023;microcar;0.185098882
ROU;2023;passenger car;0.59099776
ROU;2023;minivan_SUV;0.14264064
ROU;2023;light truck;0.081262718
ROU;2024;microcar;0.197453377
ROU;2024;passenger car;0.59683392
ROU;2024;minivan_SUV;0.13149888
ROU;2024;light truck;0.074213823
ROU;2025;microcar;0.209405495
ROU;2025;passenger car;0.60248
ROU;2025;minivan_SUV;0.12072
ROU;2025;light truck;0.067394505
ROU;2026;microcar;0.220910526
ROU;2026;passenger car;0.60791488
ROU;2026;minivan_SUV;0.11034432
ROU;2026;light truck;0.060830274
ROU;2027;microcar;0.231923761
ROU;2027;passenger car;0.61311744
ROU;2027;minivan_SUV;0.10041216
ROU;2027;light truck;0.054546639
ROU;2028;microcar;0.242400492
ROU;2028;passenger car;0.61806656
ROU;2028;minivan_SUV;0.09096384
ROU;2028;light truck;0.048569108
ROU;2029;microcar;0.252296011
ROU;2029;passenger car;0.62274112
ROU;2029;minivan_SUV;0.08203968
ROU;2029;light truck;0.042923189
ROU;2030;microcar;0.261565609
ROU;2030;passenger car;0.62712
ROU;2030;minivan_SUV;0.07368
ROU;2030;light truck;0.037634391
ROU;2031;microcar;0.270164576
ROU;2031;passenger car;0.63118208
ROU;2031;minivan_SUV;0.06592512
ROU;2031;light truck;0.032728224
ROU;2032;microcar;0.278048205
ROU;2032;passenger car;0.63490624
ROU;2032;minivan_SUV;0.05881536
ROU;2032;light truck;0.028230195
ROU;2033;microcar;0.285171786
ROU;2033;passenger car;0.63827136
ROU;2033;minivan_SUV;0.05239104
ROU;2033;light truck;0.024165814
ROU;2034;microcar;0.291490611
ROU;2034;passenger car;0.64125632
ROU;2034;minivan_SUV;0.04669248
ROU;2034;light truck;0.020560589
ROU;2035;microcar;0.296959972
ROU;2035;passenger car;0.64384
ROU;2035;minivan_SUV;0.04176
ROU;2035;light truck;0.017440028
ROU;2036;microcar;0.301535159
ROU;2036;passenger car;0.64600128
ROU;2036;minivan_SUV;0.03763392
ROU;2036;light truck;0.014829641
ROU;2037;microcar;0.305171464
ROU;2037;passenger car;0.64771904
ROU;2037;minivan_SUV;0.03435456
ROU;2037;light truck;0.012754936
ROU;2038;microcar;0.307824178
ROU;2038;passenger car;0.64897216
ROU;2038;minivan_SUV;0.03196224
ROU;2038;light truck;0.011241422
ROU;2039;microcar;0.309448593
ROU;2039;passenger car;0.64973952
ROU;2039;minivan_SUV;0.03049728
ROU;2039;light truck;0.010314607
ROU;2040;microcar;0.31
ROU;2040;passenger car;0.65
ROU;2040;minivan_SUV;0.03
ROU;2040;light truck;0.01
ROU;2041;microcar;0.31
ROU;2041;passenger car;0.65
ROU;2041;minivan_SUV;0.03
ROU;2041;light truck;0.01
ROU;2042;microcar;0.31
ROU;2042;passenger car;0.65
ROU;2042;minivan_SUV;0.03
ROU;2042;light truck;0.01
ROU;2043;microcar;0.31
ROU;2043;passenger car;0.65
ROU;2043;minivan_SUV;0.03
ROU;2043;light truck;0.01
ROU;2044;microcar;0.31
ROU;2044;passenger car;0.65
ROU;2044;minivan_SUV;0.03
ROU;2044;light truck;0.01
ROU;2045;microcar;0.31
ROU;2045;passenger car;0.65
ROU;2045;minivan_SUV;0.03
ROU;2045;light truck;0.01
ROU;2046;microcar;0.31
ROU;2046;passenger car;0.65
ROU;2046;minivan_SUV;0.03
ROU;2046;light truck;0.01
ROU;2047;microcar;0.31
ROU;2047;passenger car;0.65
ROU;2047;minivan_SUV;0.03
ROU;2047;light truck;0.01
ROU;2048;microcar;0.31
ROU;2048;passenger car;0.65
ROU;2048;minivan_SUV;0.03
ROU;2048;light truck;0.01
ROU;2049;microcar;0.31
ROU;2049;passenger car;0.65
ROU;2049;minivan_SUV;0.03
ROU;2049;light truck;0.01
ROU;2050;microcar;0.31
ROU;2050;passenger car;0.65
ROU;2050;minivan_SUV;0.03
ROU;2050;light truck;0.01
SVK;2020;microcar;0.146068214
SVK;2020;passenger car;0.57256
SVK;2020;minivan_SUV;0.17784
SVK;2020;light truck;0.103531786
SVK;2021;microcar;0.159361591
SVK;2021;passenger car;0.57883968
SVK;2021;minivan_SUV;0.16585152
SVK;2021;light truck;0.095947209
SVK;2022;microcar;0.172386717
SVK;2022;passenger car;0.58499264
SVK;2022;minivan_SUV;0.15410496
SVK;2022;light truck;0.088515683
SVK;2023;microcar;0.185098882
SVK;2023;passenger car;0.59099776
SVK;2023;minivan_SUV;0.14264064
SVK;2023;light truck;0.081262718
SVK;2024;microcar;0.197453377
SVK;2024;passenger car;0.59683392
SVK;2024;minivan_SUV;0.13149888
SVK;2024;light truck;0.074213823
SVK;2025;microcar;0.209405495
SVK;2025;passenger car;0.60248
SVK;2025;minivan_SUV;0.12072
SVK;2025;light truck;0.067394505
SVK;2026;microcar;0.220910526
SVK;2026;passenger car;0.60791488
SVK;2026;minivan_SUV;0.11034432
SVK;2026;light truck;0.060830274
SVK;2027;microcar;0.231923761
SVK;2027;passenger car;0.61311744
SVK;2027;minivan_SUV;0.10041216
SVK;2027;light truck;0.054546639
SVK;2028;microcar;0.242400492
SVK;2028;passenger car;0.61806656
SVK;2028;minivan_SUV;0.09096384
SVK;2028;light truck;0.048569108
SVK;2029;microcar;0.252296011
SVK;2029;passenger car;0.62274112
SVK;2029;minivan_SUV;0.08203968
SVK;2029;light truck;0.042923189
SVK;2030;microcar;0.261565609
SVK;2030;passenger car;0.62712
SVK;2030;minivan_SUV;0.07368
SVK;2030;light truck;0.037634391
SVK;2031;microcar;0.270164576
SVK;2031;passenger car;0.63118208
SVK;2031;minivan_SUV;0.06592512
SVK;2031;light truck;0.032728224
SVK;2032;microcar;0.278048205
SVK;2032;passenger car;0.63490624
SVK;2032;minivan_SUV;0.05881536
SVK;2032;light truck;0.028230195
SVK;2033;microcar;0.285171786
SVK;2033;passenger car;0.63827136
SVK;2033;minivan_SUV;0.05239104
SVK;2033;light truck;0.024165814
SVK;2034;microcar;0.291490611
SVK;2034;passenger car;0.64125632
SVK;2034;minivan_SUV;0.04669248
SVK;2034;light truck;0.020560589
SVK;2035;microcar;0.296959972
SVK;2035;passenger car;0.64384
SVK;2035;minivan_SUV;0.04176
SVK;2035;light truck;0.017440028
SVK;2036;microcar;0.301535159
SVK;2036;passenger car;0.64600128
SVK;2036;minivan_SUV;0.03763392
SVK;2036;light truck;0.014829641
SVK;2037;microcar;0.305171464
SVK;2037;passenger car;0.64771904
SVK;2037;minivan_SUV;0.03435456
SVK;2037;light truck;0.012754936
SVK;2038;microcar;0.307824178
SVK;2038;passenger car;0.64897216
SVK;2038;minivan_SUV;0.03196224
SVK;2038;light truck;0.011241422
SVK;2039;microcar;0.309448593
SVK;2039;passenger car;0.64973952
SVK;2039;minivan_SUV;0.03049728
SVK;2039;light truck;0.010314607
SVK;2040;microcar;0.31
SVK;2040;passenger car;0.65
SVK;2040;minivan_SUV;0.03
SVK;2040;light truck;0.01
SVK;2041;microcar;0.31
SVK;2041;passenger car;0.65
SVK;2041;minivan_SUV;0.03
SVK;2041;light truck;0.01
SVK;2042;microcar;0.31
SVK;2042;passenger car;0.65
SVK;2042;minivan_SUV;0.03
SVK;2042;light truck;0.01
SVK;2043;microcar;0.31
SVK;2043;passenger car;0.65
SVK;2043;minivan_SUV;0.03
SVK;2043;light truck;0.01
SVK;2044;microcar;0.31
SVK;2044;passenger car;0.65
SVK;2044;minivan_SUV;0.03
SVK;2044;light truck;0.01
SVK;2045;microcar;0.31
SVK;2045;passenger car;0.65
SVK;2045;minivan_SUV;0.03
SVK;2045;light truck;0.01
SVK;2046;microcar;0.31
SVK;2046;passenger car;0.65
SVK;2046;minivan_SUV;0.03
SVK;2046;light truck;0.01
