,region,time,sector,polymer,element,mechanical_recycling_cycle,reuse_cycle,value
327,EU27+3,2020.75,single-use non-beverage bottles,PET,All,4,0,0.18116870655752879
328,EU27+3,2020.75,single-use non-beverage bottles,PET,All,5,0,0.04348048957380691
329,EU27+3,2020.75,single-use non-beverage bottles,PET,All,6,0,0.010435317497713656
330,EU27+3,2020.75,single-use non-beverage bottles,PET,All,7,0,0.0025044761994512765
331,EU27+3,2020.75,reusable non-beverage bottles,PET,All,0,0,0.4335128355552816
332,EU27+3,2020.75,reusable non-beverage bottles,PET,All,1,0,0.10404308053326758
333,EU27+3,2020.75,reusable non-beverage bottles,PET,All,2,0,0.02497033932798421
334,EU27+3,2020.75,reusable non-beverage bottles,PET,All,3,0,0.005992881438716215
335,EU27+3,2020.75,reusable non-beverage bottles,PET,All,4,0,0.001438291545291891
336,EU27+3,2020.75,reusable non-beverage bottles,PET,All,5,0,0.0003451899708700538
337,EU27+3,2020.75,reusable non-beverage bottles,PET,All,6,0,6.0447236320388035e-05
338,EU27+3,2020.75,reusable non-beverage bottles,PET,All,7,0,4.8560122901734284e-05
339,EU27+3,2020.75,single-use sheet (tray),PET,All,0,0,140.95295295295296
340,EU27+3,2020.75,single-use sheet (tray),PET,All,1,0,62.13114407720053
341,EU27+3,2020.75,single-use sheet (tray),PET,All,2,0,27.386915096244785
342,EU27+3,2020.75,single-use sheet (tray),PET,All,3,0,12.071895791349386
343,EU27+3,2020.75,single-use sheet (tray),PET,All,4,0,5.328647336695048
344,EU27+3,2020.75,single-use sheet (tray),PET,All,5,0,2.3446048281458216
345,EU27+3,2020.75,single-use sheet (tray),PET,All,6,0,1.0316261243841616
346,EU27+3,2020.75,single-use sheet (tray),PET,All,7,0,0.45391549472903103
347,EU27+3,2020.75,flexible packaging,PET,All,0,0,87.03703703703704
