region,sector,polymer,value
West,EPS perimeter,"PE-LD, -LLD",80.0
West,EPS perimeter,"PE-HD, -MD",80.0
West,EPS perimeter,PP,80.0
West,EPS perimeter,PS,80.0
West,EPS perimeter,PS-E,80.0
West,EPS perimeter,PVC,80.0
West,EPS perimeter,PET,80.0
West,EPS perimeter,"ABS, SAN",80.0
West,EPS perimeter,PMMA,80.0
West,EPS perimeter,"PA (PA6, PA66)",80.0
West,EPS perimeter,PC,80.0
West,EPS perimeter,Other Thermoplastics,80.0
West,EPS perimeter,PUR,80.0
West,EPS perimeter,Other Plastics,80.0
West,Household packaging,"PE-LD, -LLD",0.2
West,Household packaging,"PE-HD, -MD",0.2
West,Household packaging,PP,0.2
West,Household packaging,PS,0.2
West,Household packaging,PS-E,0.2
West,Household packaging,PVC,0.2
West,Household packaging,PET,0.2
West,Household packaging,"ABS, SAN",0.2
West,Household packaging,PMMA,0.2
West,Household packaging,"PA (PA6, PA66)",0.2
West,Household packaging,PC,0.2
West,Household packaging,Other Thermoplastics,0.2
West,Household packaging,PUR,0.2
West,Household packaging,Other Plastics,0.2
West,"Household, Leisure, Sports","PE-LD, -LLD",7.2
West,"Household, Leisure, Sports","PE-HD, -MD",7.2
West,"Household, Leisure, Sports",PP,7.2
West,"Household, Leisure, Sports",PS,7.2
West,"Household, Leisure, Sports",PS-E,7.2
West,"Household, Leisure, Sports",PVC,7.2
West,"Household, Leisure, Sports",PET,7.2
West,"Household, Leisure, Sports","ABS, SAN",7.2
West,"Household, Leisure, Sports",PMMA,7.2
West,"Household, Leisure, Sports","PA (PA6, PA66)",7.2
West,"Household, Leisure, Sports",PC,7.2
West,"Household, Leisure, Sports",Other Thermoplastics,7.2
West,"Household, Leisure, Sports",PUR,7.2
West,"Household, Leisure, Sports",Other Plastics,7.2
West,Others,"PE-LD, -LLD",6.0
West,Others,"PE-HD, -MD",6.0
West,Others,PP,6.0
West,Others,PS,6.0
West,Others,PS-E,6.0
West,Others,PVC,6.0
West,Others,PET,6.0
West,Others,"ABS, SAN",6.0
West,Others,PMMA,6.0
West,Others,"PA (PA6, PA66)",6.0
West,Others,PC,6.0
West,Others,Other Thermoplastics,6.0
West,Others,PUR,6.0
West,Others,Other Plastics,6.0
West,Packaging,"PE-LD, -LLD",0.2
West,Packaging,"PE-HD, -MD",0.2
West,Packaging,PP,0.2
West,Packaging,PS,0.2
West,Packaging,PS-E,0.2
West,Packaging,PVC,0.2
West,Packaging,PET,0.2
West,Packaging,"ABS, SAN",0.2
West,Packaging,PMMA,0.2
West,Packaging,"PA (PA6, PA66)",0.2
West,Packaging,PC,0.2
West,Packaging,Other Thermoplastics,0.2
West,Packaging,PUR,0.2
West,Packaging,Other Plastics,0.2
West,PET beverage bottles,"PE-LD, -LLD",0.2
West,PET beverage bottles,"PE-HD, -MD",0.2
West,PET beverage bottles,PP,0.2
West,PET beverage bottles,PS,0.2
West,PET beverage bottles,PS-E,0.2
West,PET beverage bottles,PVC,0.2
West,PET beverage bottles,PET,0.2
West,PET beverage bottles,"ABS, SAN",0.2
West,PET beverage bottles,PMMA,0.2
West,PET beverage bottles,"PA (PA6, PA66)",0.2
West,PET beverage bottles,PC,0.2
West,PET beverage bottles,Other Thermoplastics,0.2
West,PET beverage bottles,PUR,0.2
West,PET beverage bottles,Other Plastics,0.2
West,PET other packaging,"PE-LD, -LLD",0.2
West,PET other packaging,"PE-HD, -MD",0.2
West,PET other packaging,PP,0.2
West,PET other packaging,PS,0.2
West,PET other packaging,PS-E,0.2
West,PET other packaging,PVC,0.2
West,PET other packaging,PET,0.2
West,PET other packaging,"ABS, SAN",0.2
West,PET other packaging,PMMA,0.2
West,PET other packaging,"PA (PA6, PA66)",0.2
West,PET other packaging,PC,0.2
West,PET other packaging,Other Thermoplastics,0.2
West,PET other packaging,PUR,0.2
West,PET other packaging,Other Plastics,0.2
West,PUR boards and panels rigid foam,"PE-LD, -LLD",65.0
West,PUR boards and panels rigid foam,"PE-HD, -MD",65.0
West,PUR boards and panels rigid foam,PP,65.0
West,PUR boards and panels rigid foam,PS,65.0
West,PUR boards and panels rigid foam,PS-E,65.0
West,PUR boards and panels rigid foam,PVC,65.0
West,PUR boards and panels rigid foam,PET,65.0
West,PUR boards and panels rigid foam,"ABS, SAN",65.0
West,PUR boards and panels rigid foam,PMMA,65.0
West,PUR boards and panels rigid foam,"PA (PA6, PA66)",65.0
West,PUR boards and panels rigid foam,PC,65.0
West,PUR boards and panels rigid foam,Other Thermoplastics,65.0
West,PUR boards and panels rigid foam,PUR,65.0
West,PUR boards and panels rigid foam,Other Plastics,65.0
West,PUR moulded automotive,"PE-LD, -LLD",17.9
West,PUR moulded automotive,"PE-HD, -MD",17.9
West,PUR moulded automotive,PP,17.9
West,PUR moulded automotive,PS,17.9
West,PUR moulded automotive,PS-E,17.9
West,PUR moulded automotive,PVC,17.9
West,PUR moulded automotive,PET,17.9
West,PUR moulded automotive,"ABS, SAN",17.9
West,PUR moulded automotive,PMMA,17.9
West,PUR moulded automotive,"PA (PA6, PA66)",17.9
West,PUR moulded automotive,PC,17.9
West,PUR moulded automotive,Other Thermoplastics,17.9
West,PUR moulded automotive,PUR,17.9
West,PUR moulded automotive,Other Plastics,17.9
West,PUR moulded furniture,"PE-LD, -LLD",10.0
West,PUR moulded furniture,"PE-HD, -MD",10.0
West,PUR moulded furniture,PP,10.0
West,PUR moulded furniture,PS,10.0
West,PUR moulded furniture,PS-E,10.0
West,PUR moulded furniture,PVC,10.0
West,PUR moulded furniture,PET,10.0
West,PUR moulded furniture,"ABS, SAN",10.0
West,PUR moulded furniture,PMMA,10.0
West,PUR moulded furniture,"PA (PA6, PA66)",10.0
West,PUR moulded furniture,PC,10.0
West,PUR moulded furniture,Other Thermoplastics,10.0
West,PUR moulded furniture,PUR,10.0
West,PUR moulded furniture,Other Plastics,10.0
West,PUR others in Automotive,"PE-LD, -LLD",17.9
West,PUR others in Automotive,"PE-HD, -MD",17.9
West,PUR others in Automotive,PP,17.9
West,PUR others in Automotive,PS,17.9
West,PUR others in Automotive,PS-E,17.9
West,PUR others in Automotive,PVC,17.9
West,PUR others in Automotive,PET,17.9
West,PUR others in Automotive,"ABS, SAN",17.9
West,PUR others in Automotive,PMMA,17.9
West,PUR others in Automotive,"PA (PA6, PA66)",17.9
West,PUR others in Automotive,PC,17.9
West,PUR others in Automotive,Other Thermoplastics,17.9
West,PUR others in Automotive,PUR,17.9
West,PUR others in Automotive,Other Plastics,17.9
West,PUR others in Others,"PE-LD, -LLD",10.0
West,PUR others in Others,"PE-HD, -MD",10.0
West,PUR others in Others,PP,10.0
West,PUR others in Others,PS,10.0
West,PUR others in Others,PS-E,10.0
West,PUR others in Others,PVC,10.0
West,PUR others in Others,PET,10.0
West,PUR others in Others,"ABS, SAN",10.0
West,PUR others in Others,PMMA,10.0
West,PUR others in Others,"PA (PA6, PA66)",10.0
West,PUR others in Others,PC,10.0
West,PUR others in Others,Other Thermoplastics,10.0
West,PUR others in Others,PUR,10.0
West,PUR others in Others,Other Plastics,10.0
West,PUR rigid spray foam,"PE-LD, -LLD",65.0
West,PUR rigid spray foam,"PE-HD, -MD",65.0
West,PUR rigid spray foam,PP,65.0
West,PUR rigid spray foam,PS,65.0
West,PUR rigid spray foam,PS-E,65.0
West,PUR rigid spray foam,PVC,65.0
West,PUR rigid spray foam,PET,65.0
West,PUR rigid spray foam,"ABS, SAN",65.0
West,PUR rigid spray foam,PMMA,65.0
West,PUR rigid spray foam,"PA (PA6, PA66)",65.0
West,PUR rigid spray foam,PC,65.0
West,PUR rigid spray foam,Other Thermoplastics,65.0
West,PUR rigid spray foam,PUR,65.0
West,PUR rigid spray foam,Other Plastics,65.0
West,PUR slabstock furniture,"PE-LD, -LLD",10.0
West,PUR slabstock furniture,"PE-HD, -MD",10.0
West,PUR slabstock furniture,PP,10.0
West,PUR slabstock furniture,PS,10.0
West,PUR slabstock furniture,PS-E,10.0
West,PUR slabstock furniture,PVC,10.0
West,PUR slabstock furniture,PET,10.0
West,PUR slabstock furniture,"ABS, SAN",10.0
West,PUR slabstock furniture,PMMA,10.0
West,PUR slabstock furniture,"PA (PA6, PA66)",10.0
West,PUR slabstock furniture,PC,10.0
West,PUR slabstock furniture,Other Thermoplastics,10.0
West,PUR slabstock furniture,PUR,10.0
West,PUR slabstock furniture,Other Plastics,10.0
West,PUR slabstock mattresses,"PE-LD, -LLD",10.0
West,PUR slabstock mattresses,"PE-HD, -MD",10.0
West,PUR slabstock mattresses,PP,10.0
West,PUR slabstock mattresses,PS,10.0
West,PUR slabstock mattresses,PS-E,10.0
West,PUR slabstock mattresses,PVC,10.0
West,PUR slabstock mattresses,PET,10.0
West,PUR slabstock mattresses,"ABS, SAN",10.0
West,PUR slabstock mattresses,PMMA,10.0
West,PUR slabstock mattresses,"PA (PA6, PA66)",10.0
West,PUR slabstock mattresses,PC,10.0
West,PUR slabstock mattresses,Other Thermoplastics,10.0
West,PUR slabstock mattresses,PUR,10.0
West,PUR slabstock mattresses,Other Plastics,10.0
West,PVC others in B&C,"PE-LD, -LLD",10.0
West,PVC others in B&C,"PE-HD, -MD",10.0
West,PVC others in B&C,PP,10.0
West,PVC others in B&C,PS,10.0
West,PVC others in B&C,PS-E,10.0
West,PVC others in B&C,PVC,10.0
West,PVC others in B&C,PET,10.0
West,PVC others in B&C,"ABS, SAN",10.0
West,PVC others in B&C,PMMA,10.0
West,PVC others in B&C,"PA (PA6, PA66)",10.0
West,PVC others in B&C,PC,10.0
West,PVC others in B&C,Other Thermoplastics,10.0
West,PVC others in B&C,PUR,10.0
West,PVC others in B&C,Other Plastics,10.0
West,PVC pipes,"PE-LD, -LLD",80.0
West,PVC pipes,"PE-HD, -MD",80.0
West,PVC pipes,PP,80.0
West,PVC pipes,PS,80.0
West,PVC pipes,PS-E,80.0
West,PVC pipes,PVC,80.0
West,PVC pipes,PET,80.0
West,PVC pipes,"ABS, SAN",80.0
West,PVC pipes,PMMA,80.0
West,PVC pipes,"PA (PA6, PA66)",80.0
West,PVC pipes,PC,80.0
West,PVC pipes,Other Thermoplastics,80.0
West,PVC pipes,PUR,80.0
West,PVC pipes,Other Plastics,80.0
West,PVC profiles,"PE-LD, -LLD",40.0
West,PVC profiles,"PE-HD, -MD",40.0
West,PVC profiles,PP,40.0
West,PVC profiles,PS,40.0
West,PVC profiles,PS-E,40.0
West,PVC profiles,PVC,40.0
West,PVC profiles,PET,40.0
West,PVC profiles,"ABS, SAN",40.0
West,PVC profiles,PMMA,40.0
West,PVC profiles,"PA (PA6, PA66)",40.0
West,PVC profiles,PC,40.0
West,PVC profiles,Other Thermoplastics,40.0
West,PVC profiles,PUR,40.0
West,PVC profiles,Other Plastics,40.0
