region,sector,polymer,value
Extra-EU27+3,PVC pipes,"ABS, SAN",80.0
Extra-EU27+3,PVC pipes,PS-E,80.0
Extra-EU27+3,PVC pipes,"PA (PA6, PA66)",80.0
Extra-EU27+3,PVC pipes,PC,80.0
Extra-EU27+3,PVC pipes,Other Thermoplastics,80.0
Extra-EU27+3,PVC pipes,PUR,80.0
Extra-EU27+3,PVC pipes,Other Plastics,80.0
Extra-EU27+3,PVC pipes,PMMA,80.0
Extra-EU27+3,PVC profiles,"PE-LD, -LLD",40.0
Extra-EU27+3,PVC profiles,"PE-HD, -MD",40.0
Extra-EU27+3,PVC profiles,PP,40.0
Extra-EU27+3,PVC profiles,PS-E,40.0
Extra-EU27+3,PVC profiles,PVC,40.0
Extra-EU27+3,PVC profiles,PET,40.0
Extra-EU27+3,PVC profiles,PS,40.0
Extra-EU27+3,PVC profiles,"ABS, SAN",40.0
Extra-EU27+3,PVC profiles,PMMA,40.0
Extra-EU27+3,PVC profiles,"PA (PA6, PA66)",40.0
Extra-EU27+3,PVC profiles,PC,40.0
Extra-EU27+3,PVC profiles,Other Thermoplastics,40.0
Extra-EU27+3,PVC profiles,PUR,40.0
Extra-EU27+3,PVC profiles,Other Plastics,40.0
Germany,Agriculture,"PE-LD, -LLD",3.0
Germany,Agriculture,"PE-HD, -MD",3.0
Germany,Agriculture,PP,3.0
Germany,Agriculture,PS,3.0
Germany,Agriculture,PS-E,3.0
Germany,Agriculture,PVC,3.0
Germany,Agriculture,PET,3.0
Germany,Agriculture,"ABS, SAN",3.0
Germany,Agriculture,PMMA,3.0
Germany,Agriculture,"PA (PA6, PA66)",3.0
Germany,Agriculture,PC,3.0
Germany,Agriculture,Other Thermoplastics,3.0
Germany,Agriculture,PUR,3.0
Germany,Agriculture,Other Plastics,3.0
Germany,Automotive,"PE-LD, -LLD",16.0
Germany,Automotive,"PE-HD, -MD",16.0
Germany,Automotive,PP,16.0
Germany,Automotive,PS,16.0
Germany,Automotive,PS-E,16.0
Germany,Automotive,PVC,16.0
Germany,Automotive,PET,16.0
Germany,Automotive,"ABS, SAN",16.0
Germany,Automotive,PMMA,16.0
Germany,Automotive,"PA (PA6, PA66)",16.0
Germany,Automotive,PC,16.0
Germany,Automotive,Other Thermoplastics,16.0
Germany,Automotive,PUR,16.0
Germany,Automotive,Other Plastics,16.0
Germany,Building and Construction,"PE-LD, -LLD",47.0
Germany,Building and Construction,"PE-HD, -MD",47.0
Germany,Building and Construction,PP,47.0
Germany,Building and Construction,PS,47.0
Germany,Building and Construction,PS-E,47.0
Germany,Building and Construction,PVC,47.0
Germany,Building and Construction,PET,47.0
Germany,Building and Construction,"ABS, SAN",47.0
Germany,Building and Construction,PMMA,47.0
Germany,Building and Construction,"PA (PA6, PA66)",47.0
Germany,Building and Construction,PC,47.0
Germany,Building and Construction,Other Thermoplastics,47.0
Germany,Building and Construction,PUR,47.0
Germany,Building and Construction,Other Plastics,47.0
Germany,Commercial & industrial packaging,"PE-LD, -LLD",0.2
Germany,Commercial & industrial packaging,"PE-HD, -MD",0.2
Germany,Commercial & industrial packaging,PP,0.2
Germany,Commercial & industrial packaging,PS,0.2
Germany,Commercial & industrial packaging,PS-E,0.2
Germany,Commercial & industrial packaging,PVC,0.2
Germany,Commercial & industrial packaging,PET,0.2
Germany,Commercial & industrial packaging,"ABS, SAN",0.2
Germany,Commercial & industrial packaging,PMMA,0.2
Germany,Commercial & industrial packaging,"PA (PA6, PA66)",0.2
Germany,Commercial & industrial packaging,PC,0.2
Germany,Commercial & industrial packaging,Other Thermoplastics,0.2
Germany,Commercial & industrial packaging,PUR,0.2
Germany,Commercial & industrial packaging,Other Plastics,0.2
Germany,Electrical and Electronics,"PE-LD, -LLD",13.0
Germany,Electrical and Electronics,"PE-HD, -MD",13.0
Germany,Electrical and Electronics,PP,13.0
Germany,Electrical and Electronics,PS,13.0
Germany,Electrical and Electronics,PS-E,13.0
Germany,Electrical and Electronics,PVC,13.0
Germany,Electrical and Electronics,PET,13.0
Germany,Electrical and Electronics,"ABS, SAN",13.0
Germany,Electrical and Electronics,PMMA,13.0
Germany,Electrical and Electronics,"PA (PA6, PA66)",13.0
Germany,Electrical and Electronics,PC,13.0
Germany,Electrical and Electronics,Other Thermoplastics,13.0
Germany,Electrical and Electronics,PUR,13.0
Germany,Electrical and Electronics,Other Plastics,13.0
Germany,EPS ETICS,"PE-LD, -LLD",65.0
Germany,EPS ETICS,"PE-HD, -MD",65.0
Germany,EPS ETICS,PP,65.0
Germany,EPS ETICS,PS,65.0
Germany,EPS ETICS,PS-E,65.0
Germany,EPS ETICS,PVC,65.0
Germany,EPS ETICS,PET,65.0
Germany,EPS ETICS,"ABS, SAN",65.0
Germany,EPS ETICS,PMMA,65.0
Germany,EPS ETICS,"PA (PA6, PA66)",65.0
Germany,EPS ETICS,PC,65.0
Germany,EPS ETICS,Other Thermoplastics,65.0
Germany,EPS ETICS,PUR,65.0
Germany,EPS ETICS,Other Plastics,65.0
Germany,EPS flat roof,"PE-LD, -LLD",35.0
Germany,EPS flat roof,"PE-HD, -MD",35.0
Germany,EPS flat roof,PP,35.0
Germany,EPS flat roof,PS,35.0
Germany,EPS flat roof,PS-E,35.0
Germany,EPS flat roof,PVC,35.0
Germany,EPS flat roof,PET,35.0
Germany,EPS flat roof,"ABS, SAN",35.0
Germany,EPS flat roof,PMMA,35.0
Germany,EPS flat roof,"PA (PA6, PA66)",35.0
Germany,EPS flat roof,PC,35.0
Germany,EPS flat roof,Other Thermoplastics,35.0
Germany,EPS flat roof,PUR,35.0
Germany,EPS flat roof,Other Plastics,35.0
Germany,EPS flooring,"PE-LD, -LLD",75.0
Germany,EPS flooring,"PE-HD, -MD",75.0
Germany,EPS flooring,PP,75.0
Germany,EPS flooring,PS,75.0
Germany,EPS flooring,PS-E,75.0
Germany,EPS flooring,PVC,75.0
Germany,EPS flooring,PET,75.0
Germany,EPS flooring,"ABS, SAN",75.0
Germany,EPS flooring,PMMA,75.0
Germany,EPS flooring,"PA (PA6, PA66)",75.0
Germany,EPS flooring,PC,75.0
Germany,EPS flooring,Other Thermoplastics,75.0
Germany,EPS flooring,PUR,75.0
Germany,EPS flooring,Other Plastics,75.0
Germany,EPS others in B&C,"PE-LD, -LLD",75.0
Germany,EPS others in B&C,"PE-HD, -MD",75.0
Germany,EPS others in B&C,PP,75.0
Germany,EPS others in B&C,PS,75.0
Germany,EPS others in B&C,PS-E,75.0
Germany,EPS others in B&C,PVC,75.0
Germany,EPS others in B&C,PET,75.0
Germany,EPS others in B&C,"ABS, SAN",75.0
Germany,EPS others in B&C,PMMA,75.0
Germany,EPS others in B&C,"PA (PA6, PA66)",75.0
Germany,EPS others in B&C,PC,75.0
Germany,EPS others in B&C,Other Thermoplastics,75.0
Germany,EPS others in B&C,PUR,75.0
Germany,EPS others in B&C,Other Plastics,75.0
Germany,EPS perimeter,"PE-LD, -LLD",80.0
Germany,EPS perimeter,"PE-HD, -MD",80.0
Germany,EPS perimeter,PP,80.0
Germany,EPS perimeter,PS,80.0
Germany,EPS perimeter,PS-E,80.0
Germany,EPS perimeter,PVC,80.0
Germany,EPS perimeter,PET,80.0
Germany,EPS perimeter,"ABS, SAN",80.0
Germany,EPS perimeter,PMMA,80.0
Germany,EPS perimeter,"PA (PA6, PA66)",80.0
Germany,EPS perimeter,PC,80.0
Germany,EPS perimeter,Other Thermoplastics,80.0
Germany,EPS perimeter,PUR,80.0
Germany,EPS perimeter,Other Plastics,80.0
Germany,Household packaging,"PE-LD, -LLD",0.2
Germany,Household packaging,"PE-HD, -MD",0.2
Germany,Household packaging,PP,0.2
Germany,Household packaging,PS,0.2
Germany,Household packaging,PS-E,0.2
Germany,Household packaging,PVC,0.2
Germany,Household packaging,PET,0.2
Germany,Household packaging,"ABS, SAN",0.2
Germany,Household packaging,PMMA,0.2
Germany,Household packaging,"PA (PA6, PA66)",0.2
Germany,Household packaging,PC,0.2
Germany,Household packaging,Other Thermoplastics,0.2
Germany,Household packaging,PUR,0.2
Germany,Household packaging,Other Plastics,0.2
Germany,"Household, Leisure, Sports","PE-LD, -LLD",7.0
Germany,"Household, Leisure, Sports","PE-HD, -MD",7.0
Germany,"Household, Leisure, Sports",PP,7.0
Germany,"Household, Leisure, Sports",PS,7.0
Germany,"Household, Leisure, Sports",PS-E,7.0
Germany,"Household, Leisure, Sports",PVC,7.0
Germany,"Household, Leisure, Sports",PET,7.0
Germany,"Household, Leisure, Sports","ABS, SAN",7.0
Germany,"Household, Leisure, Sports",PMMA,7.0
Germany,"Household, Leisure, Sports","PA (PA6, PA66)",7.0
Germany,"Household, Leisure, Sports",PC,7.0
Germany,"Household, Leisure, Sports",Other Thermoplastics,7.0
Germany,"Household, Leisure, Sports",PUR,7.0
Germany,"Household, Leisure, Sports",Other Plastics,7.0
Germany,Others,"PE-LD, -LLD",6.0
Germany,Others,"PE-HD, -MD",6.0
Germany,Others,PP,6.0
Germany,Others,PS,6.0
Germany,Others,PS-E,6.0
Germany,Others,PVC,6.0
Germany,Others,PET,6.0
Germany,Others,"ABS, SAN",6.0
Germany,Others,PMMA,6.0
Germany,Others,"PA (PA6, PA66)",6.0
Germany,Others,PC,6.0
Germany,Others,Other Thermoplastics,6.0
Germany,Others,PUR,6.0
Germany,Others,Other Plastics,6.0
Germany,Packaging,"PE-LD, -LLD",0.2
Germany,Packaging,"PE-HD, -MD",0.2
Germany,Packaging,PP,0.2
Germany,Packaging,PS,0.2
Germany,Packaging,PS-E,0.2
Germany,Packaging,PVC,0.2
Germany,Packaging,PET,0.2
Germany,Packaging,"ABS, SAN",0.2
Germany,Packaging,PMMA,0.2
Germany,Packaging,"PA (PA6, PA66)",0.2
Germany,Packaging,PC,0.2
Germany,Packaging,Other Thermoplastics,0.2
Germany,Packaging,PUR,0.2
Germany,Packaging,Other Plastics,0.2
Germany,PET beverage bottles,"PE-LD, -LLD",0.2
Germany,PET beverage bottles,"PE-HD, -MD",0.2
Germany,PET beverage bottles,PP,0.2
Germany,PET beverage bottles,PS,0.2
Germany,PET beverage bottles,PS-E,0.2
Germany,PET beverage bottles,PVC,0.2
Germany,PET beverage bottles,PET,0.2
Germany,PET beverage bottles,"ABS, SAN",0.2
Germany,PET beverage bottles,PMMA,0.2
Germany,PET beverage bottles,"PA (PA6, PA66)",0.2
Germany,PET beverage bottles,PC,0.2
Germany,PET beverage bottles,Other Thermoplastics,0.2
Germany,PET beverage bottles,PUR,0.2
Germany,PET beverage bottles,Other Plastics,0.2
Germany,PET other packaging,"PE-LD, -LLD",0.2
Germany,PET other packaging,"PE-HD, -MD",0.2
Germany,PET other packaging,PP,0.2
Germany,PET other packaging,PS,0.2
Germany,PET other packaging,PS-E,0.2
Germany,PET other packaging,PVC,0.2
Germany,PET other packaging,PET,0.2
Germany,PET other packaging,"ABS, SAN",0.2
Germany,PET other packaging,PMMA,0.2
Germany,PET other packaging,"PA (PA6, PA66)",0.2
Germany,PET other packaging,PC,0.2
Germany,PET other packaging,Other Thermoplastics,0.2
Germany,PET other packaging,PUR,0.2
Germany,PET other packaging,Other Plastics,0.2
Germany,PUR boards and panels rigid foam,"PE-LD, -LLD",65.0
Germany,PUR boards and panels rigid foam,"PE-HD, -MD",65.0
Germany,PUR boards and panels rigid foam,PP,65.0
Germany,PUR boards and panels rigid foam,PS,65.0
Germany,PUR boards and panels rigid foam,PS-E,65.0
Germany,PUR boards and panels rigid foam,PVC,65.0
Germany,PUR boards and panels rigid foam,PET,65.0
Germany,PUR boards and panels rigid foam,"ABS, SAN",65.0
Germany,PUR boards and panels rigid foam,PMMA,65.0
Germany,PUR boards and panels rigid foam,"PA (PA6, PA66)",65.0
Germany,PUR boards and panels rigid foam,PC,65.0
Germany,PUR boards and panels rigid foam,Other Thermoplastics,65.0
Germany,PUR boards and panels rigid foam,PUR,65.0
Germany,PUR boards and panels rigid foam,Other Plastics,65.0
Germany,PUR moulded automotive,"PE-LD, -LLD",16.0
Germany,PUR moulded automotive,"PE-HD, -MD",16.0
Germany,PUR moulded automotive,PP,16.0
Germany,PUR moulded automotive,PS,16.0
Germany,PUR moulded automotive,PS-E,16.0
Germany,PUR moulded automotive,PVC,16.0
Germany,PUR moulded automotive,PET,16.0
Germany,PUR moulded automotive,"ABS, SAN",16.0
Germany,PUR moulded automotive,PMMA,16.0
Germany,PUR moulded automotive,"PA (PA6, PA66)",16.0
Germany,PUR moulded automotive,PC,16.0
Germany,PUR moulded automotive,Other Thermoplastics,16.0
Germany,PUR moulded automotive,PUR,16.0
Germany,PUR moulded automotive,Other Plastics,16.0
Germany,PUR moulded furniture,"PE-LD, -LLD",10.0
Germany,PUR moulded furniture,"PE-HD, -MD",10.0
Germany,PUR moulded furniture,PP,10.0
Germany,PUR moulded furniture,PS,10.0
Germany,PUR moulded furniture,PS-E,10.0
Germany,PUR moulded furniture,PVC,10.0
Germany,PUR moulded furniture,PET,10.0
Germany,PUR moulded furniture,"ABS, SAN",10.0
Germany,PUR moulded furniture,PMMA,10.0
Germany,PUR moulded furniture,"PA (PA6, PA66)",10.0
Germany,PUR moulded furniture,PC,10.0
Germany,PUR moulded furniture,Other Thermoplastics,10.0
Germany,PUR moulded furniture,PUR,10.0
Germany,PUR moulded furniture,Other Plastics,10.0
Germany,PUR others in Automotive,"PE-LD, -LLD",16.0
Germany,PUR others in Automotive,"PE-HD, -MD",16.0
Germany,PUR others in Automotive,PP,16.0
Germany,PUR others in Automotive,PS,16.0
Germany,PUR others in Automotive,PS-E,16.0
Germany,PUR others in Automotive,PVC,16.0
Germany,PUR others in Automotive,PET,16.0
Germany,PUR others in Automotive,"ABS, SAN",16.0
Germany,PUR others in Automotive,PMMA,16.0
Germany,PUR others in Automotive,"PA (PA6, PA66)",16.0
Germany,PUR others in Automotive,PC,16.0
Germany,PUR others in Automotive,Other Thermoplastics,16.0
Germany,PUR others in Automotive,PUR,16.0
Germany,PUR others in Automotive,Other Plastics,16.0
Germany,PUR others in Others,"PE-LD, -LLD",10.0
Germany,PUR others in Others,"PE-HD, -MD",10.0
Germany,PUR others in Others,PP,10.0
Germany,PUR others in Others,PS,10.0
Germany,PUR others in Others,PS-E,10.0
Germany,PUR others in Others,PVC,10.0
Germany,PUR others in Others,PET,10.0
Germany,PUR others in Others,"ABS, SAN",10.0
Germany,PUR others in Others,PMMA,10.0
Germany,PUR others in Others,"PA (PA6, PA66)",10.0
Germany,PUR others in Others,PC,10.0
Germany,PUR others in Others,Other Thermoplastics,10.0
Germany,PUR others in Others,PUR,10.0
Germany,PUR others in Others,Other Plastics,10.0
Germany,PUR rigid spray foam,"PE-LD, -LLD",65.0
Germany,PUR rigid spray foam,"PE-HD, -MD",65.0
Germany,PUR rigid spray foam,PP,65.0
Germany,PUR rigid spray foam,PS,65.0
Germany,PUR rigid spray foam,PS-E,65.0
Germany,PUR rigid spray foam,PVC,65.0
Germany,PUR rigid spray foam,PET,65.0
Germany,PUR rigid spray foam,"ABS, SAN",65.0
Germany,PUR rigid spray foam,PMMA,65.0
Germany,PUR rigid spray foam,"PA (PA6, PA66)",65.0
Germany,PUR rigid spray foam,PC,65.0
Germany,PUR rigid spray foam,Other Thermoplastics,65.0
Germany,PUR rigid spray foam,PUR,65.0
Germany,PUR rigid spray foam,Other Plastics,65.0
Germany,PUR slabstock furniture,"PE-LD, -LLD",10.0
Germany,PUR slabstock furniture,"PE-HD, -MD",10.0
Germany,PUR slabstock furniture,PP,10.0
Germany,PUR slabstock furniture,PS,10.0
Germany,PUR slabstock furniture,PS-E,10.0
Germany,PUR slabstock furniture,PVC,10.0
Germany,PUR slabstock furniture,PET,10.0
Germany,PUR slabstock furniture,"ABS, SAN",10.0
Germany,PUR slabstock furniture,PMMA,10.0
Germany,PUR slabstock furniture,"PA (PA6, PA66)",10.0
Germany,PUR slabstock furniture,PC,10.0
Germany,PUR slabstock furniture,Other Thermoplastics,10.0
Germany,PUR slabstock furniture,PUR,10.0
Germany,PUR slabstock furniture,Other Plastics,10.0
Germany,PUR slabstock mattresses,"PE-LD, -LLD",10.0
Germany,PUR slabstock mattresses,"PE-HD, -MD",10.0
Germany,PUR slabstock mattresses,PP,10.0
Germany,PUR slabstock mattresses,PS,10.0
Germany,PUR slabstock mattresses,PS-E,10.0
Germany,PUR slabstock mattresses,PVC,10.0
Germany,PUR slabstock mattresses,PET,10.0
Germany,PUR slabstock mattresses,"ABS, SAN",10.0
Germany,PUR slabstock mattresses,PMMA,10.0
Germany,PUR slabstock mattresses,"PA (PA6, PA66)",10.0
Germany,PUR slabstock mattresses,PC,10.0
Germany,PUR slabstock mattresses,Other Thermoplastics,10.0
Germany,PUR slabstock mattresses,PUR,10.0
Germany,PUR slabstock mattresses,Other Plastics,10.0
Germany,PVC others in B&C,"PE-LD, -LLD",10.0
Germany,PVC others in B&C,"PE-HD, -MD",10.0
Germany,PVC others in B&C,PP,10.0
Germany,PVC others in B&C,PS,10.0
Germany,PVC others in B&C,PS-E,10.0
Germany,PVC others in B&C,PVC,10.0
Germany,PVC others in B&C,PET,10.0
Germany,PVC others in B&C,"ABS, SAN",10.0
Germany,PVC others in B&C,PMMA,10.0
Germany,PVC others in B&C,"PA (PA6, PA66)",10.0
Germany,PVC others in B&C,PC,10.0
Germany,PVC others in B&C,Other Thermoplastics,10.0
Germany,PVC others in B&C,PUR,10.0
Germany,PVC others in B&C,Other Plastics,10.0
Germany,PVC pipes,"PE-LD, -LLD",80.0
Germany,PVC pipes,"PE-HD, -MD",80.0
Germany,PVC pipes,PP,80.0
Germany,PVC pipes,PS,80.0
Germany,PVC pipes,PS-E,80.0
Germany,PVC pipes,PVC,80.0
Germany,PVC pipes,PET,80.0
Germany,PVC pipes,"ABS, SAN",80.0
Germany,PVC pipes,PMMA,80.0
Germany,PVC pipes,"PA (PA6, PA66)",80.0
Germany,PVC pipes,PC,80.0
Germany,PVC pipes,Other Thermoplastics,80.0
Germany,PVC pipes,PUR,80.0
Germany,PVC pipes,Other Plastics,80.0
Germany,PVC profiles,"PE-LD, -LLD",40.0
Germany,PVC profiles,"PE-HD, -MD",40.0
Germany,PVC profiles,PP,40.0
Germany,PVC profiles,PS,40.0
Germany,PVC profiles,PS-E,40.0
Germany,PVC profiles,PVC,40.0
Germany,PVC profiles,PET,40.0
Germany,PVC profiles,"ABS, SAN",40.0
Germany,PVC profiles,PMMA,40.0
Germany,PVC profiles,"PA (PA6, PA66)",40.0
Germany,PVC profiles,PC,40.0
Germany,PVC profiles,Other Thermoplastics,40.0
Germany,PVC profiles,PUR,40.0
Germany,PVC profiles,Other Plastics,40.0
North,Agriculture,"PE-LD, -LLD",3.0
North,Agriculture,"PE-HD, -MD",3.0
North,Agriculture,PP,3.0
North,Agriculture,PS,3.0
North,Agriculture,PS-E,3.0
North,Agriculture,PVC,3.0
North,Agriculture,PET,3.0
North,Agriculture,"ABS, SAN",3.0
North,Agriculture,PMMA,3.0
North,Agriculture,"PA (PA6, PA66)",3.0
North,Agriculture,PC,3.0
North,Agriculture,Other Thermoplastics,3.0
North,Agriculture,PUR,3.0
North,Agriculture,Other Plastics,3.0
North,Automotive,"PE-LD, -LLD",17.4
North,Automotive,"PE-HD, -MD",17.4
North,Automotive,PP,17.4
North,Automotive,PS,17.4
North,Automotive,PS-E,17.4
North,Automotive,PVC,17.4
North,Automotive,PET,17.4
North,Automotive,"ABS, SAN",17.4
North,Automotive,PMMA,17.4
North,Automotive,"PA (PA6, PA66)",17.4
North,Automotive,PC,17.4
North,Automotive,Other Thermoplastics,17.4
North,Automotive,PUR,17.4
North,Automotive,Other Plastics,17.4
North,Building and Construction,"PE-LD, -LLD",47.0
North,Building and Construction,"PE-HD, -MD",47.0
North,Building and Construction,PP,47.0
North,Building and Construction,PS,47.0
North,Building and Construction,PS-E,47.0
North,Building and Construction,PVC,47.0
North,Building and Construction,PET,47.0
North,Building and Construction,"ABS, SAN",47.0
North,Building and Construction,PMMA,47.0
North,Building and Construction,"PA (PA6, PA66)",47.0
North,Building and Construction,PC,47.0
North,Building and Construction,Other Thermoplastics,47.0
North,Building and Construction,PUR,47.0
North,Building and Construction,Other Plastics,47.0
North,Commercial & industrial packaging,"PE-LD, -LLD",0.2
North,Commercial & industrial packaging,"PE-HD, -MD",0.2
North,Commercial & industrial packaging,PP,0.2
North,Commercial & industrial packaging,PS,0.2
North,Commercial & industrial packaging,PS-E,0.2
North,Commercial & industrial packaging,PVC,0.2
North,Commercial & industrial packaging,PET,0.2
North,Commercial & industrial packaging,"ABS, SAN",0.2
North,Commercial & industrial packaging,PMMA,0.2
North,Commercial & industrial packaging,"PA (PA6, PA66)",0.2
North,Commercial & industrial packaging,PC,0.2
North,Commercial & industrial packaging,Other Thermoplastics,0.2
North,Commercial & industrial packaging,PUR,0.2
North,Commercial & industrial packaging,Other Plastics,0.2
North,Electrical and Electronics,"PE-LD, -LLD",13.9
North,Electrical and Electronics,"PE-HD, -MD",13.9
North,Electrical and Electronics,PP,13.9
North,Electrical and Electronics,PS,13.9
North,Electrical and Electronics,PS-E,13.9
North,Electrical and Electronics,PVC,13.9
North,Electrical and Electronics,PET,13.9
North,Electrical and Electronics,"ABS, SAN",13.9
North,Electrical and Electronics,PMMA,13.9
North,Electrical and Electronics,"PA (PA6, PA66)",13.9
North,Electrical and Electronics,PC,13.9
North,Electrical and Electronics,Other Thermoplastics,13.9
North,Electrical and Electronics,PUR,13.9
North,Electrical and Electronics,Other Plastics,13.9
North,EPS ETICS,"PE-LD, -LLD",65.0
North,EPS ETICS,"PE-HD, -MD",65.0
North,EPS ETICS,PP,65.0
North,EPS ETICS,PS,65.0
North,EPS ETICS,PS-E,65.0
North,EPS ETICS,PVC,65.0
North,EPS ETICS,PET,65.0
North,EPS ETICS,"ABS, SAN",65.0
North,EPS ETICS,PMMA,65.0
North,EPS ETICS,"PA (PA6, PA66)",65.0
North,EPS ETICS,PC,65.0
North,EPS ETICS,Other Thermoplastics,65.0
North,EPS ETICS,PUR,65.0
North,EPS ETICS,Other Plastics,65.0
North,EPS flat roof,"PE-LD, -LLD",35.0
North,EPS flat roof,"PE-HD, -MD",35.0
North,EPS flat roof,PP,35.0
North,EPS flat roof,PS,35.0
North,EPS flat roof,PS-E,35.0
North,EPS flat roof,PVC,35.0
North,EPS flat roof,PET,35.0
North,EPS flat roof,"ABS, SAN",35.0
North,EPS flat roof,PMMA,35.0
North,EPS flat roof,"PA (PA6, PA66)",35.0
North,EPS flat roof,PC,35.0
North,EPS flat roof,Other Thermoplastics,35.0
North,EPS flat roof,PUR,35.0
North,EPS flat roof,Other Plastics,35.0
North,EPS flooring,"PE-LD, -LLD",75.0
North,EPS flooring,"PE-HD, -MD",75.0
North,EPS flooring,PP,75.0
North,EPS flooring,PS,75.0
North,EPS flooring,PS-E,75.0
North,EPS flooring,PVC,75.0
North,EPS flooring,PET,75.0
North,EPS flooring,"ABS, SAN",75.0
North,EPS flooring,PMMA,75.0
North,EPS flooring,"PA (PA6, PA66)",75.0
North,EPS flooring,PC,75.0
North,EPS flooring,Other Thermoplastics,75.0
North,EPS flooring,PUR,75.0
North,EPS flooring,Other Plastics,75.0
North,EPS others in B&C,"PE-LD, -LLD",75.0
North,EPS others in B&C,"PE-HD, -MD",75.0
North,EPS others in B&C,PP,75.0
North,EPS others in B&C,PS,75.0
North,EPS others in B&C,PS-E,75.0
North,EPS others in B&C,PVC,75.0
North,EPS others in B&C,PET,75.0
North,EPS others in B&C,"ABS, SAN",75.0
North,EPS others in B&C,PMMA,75.0
North,EPS others in B&C,"PA (PA6, PA66)",75.0
North,EPS others in B&C,PC,75.0
North,EPS others in B&C,Other Thermoplastics,75.0
North,EPS others in B&C,PUR,75.0
North,EPS others in B&C,Other Plastics,75.0
North,EPS perimeter,"PE-LD, -LLD",80.0
North,EPS perimeter,"PE-HD, -MD",80.0
North,EPS perimeter,PP,80.0
North,EPS perimeter,PS,80.0
North,EPS perimeter,PS-E,80.0
North,EPS perimeter,PVC,80.0
North,EPS perimeter,PET,80.0
North,EPS perimeter,"ABS, SAN",80.0
North,EPS perimeter,PMMA,80.0
North,EPS perimeter,"PA (PA6, PA66)",80.0
North,EPS perimeter,PC,80.0
North,EPS perimeter,Other Thermoplastics,80.0
North,EPS perimeter,PUR,80.0
North,EPS perimeter,Other Plastics,80.0
North,Household packaging,"PE-LD, -LLD",0.2
North,Household packaging,"PE-HD, -MD",0.2
North,Household packaging,PP,0.2
North,Household packaging,PS,0.2
North,Household packaging,PS-E,0.2
North,Household packaging,PVC,0.2
North,Household packaging,PET,0.2
North,Household packaging,"ABS, SAN",0.2
North,Household packaging,PMMA,0.2
North,Household packaging,"PA (PA6, PA66)",0.2
North,Household packaging,PC,0.2
North,Household packaging,Other Thermoplastics,0.2
North,Household packaging,PUR,0.2
North,Household packaging,Other Plastics,0.2
North,"Household, Leisure, Sports","PE-LD, -LLD",7.5
North,"Household, Leisure, Sports","PE-HD, -MD",7.5
North,"Household, Leisure, Sports",PP,7.5
North,"Household, Leisure, Sports",PS,7.5
North,"Household, Leisure, Sports",PS-E,7.5
North,"Household, Leisure, Sports",PVC,7.5
North,"Household, Leisure, Sports",PET,7.5
North,"Household, Leisure, Sports","ABS, SAN",7.5
North,"Household, Leisure, Sports",PMMA,7.5
North,"Household, Leisure, Sports","PA (PA6, PA66)",7.5
North,"Household, Leisure, Sports",PC,7.5
North,"Household, Leisure, Sports",Other Thermoplastics,7.5
North,"Household, Leisure, Sports",PUR,7.5
North,"Household, Leisure, Sports",Other Plastics,7.5
North,Others,"PE-LD, -LLD",6.0
North,Others,"PE-HD, -MD",6.0
North,Others,PP,6.0
North,Others,PS,6.0
North,Others,PS-E,6.0
North,Others,PVC,6.0
North,Others,PET,6.0
North,Others,"ABS, SAN",6.0
North,Others,PMMA,6.0
North,Others,"PA (PA6, PA66)",6.0
North,Others,PC,6.0
North,Others,Other Thermoplastics,6.0
North,Others,PUR,6.0
North,Others,Other Plastics,6.0
North,Packaging,"PE-LD, -LLD",0.2
North,Packaging,"PE-HD, -MD",0.2
North,Packaging,PP,0.2
North,Packaging,PS,0.2
North,Packaging,PS-E,0.2
North,Packaging,PVC,0.2
North,Packaging,PET,0.2
North,Packaging,"ABS, SAN",0.2
North,Packaging,PMMA,0.2
North,Packaging,"PA (PA6, PA66)",0.2
North,Packaging,PC,0.2
North,Packaging,Other Thermoplastics,0.2
North,Packaging,PUR,0.2
North,Packaging,Other Plastics,0.2
North,PET beverage bottles,"PE-LD, -LLD",0.2
North,PET beverage bottles,"PE-HD, -MD",0.2
North,PET beverage bottles,PP,0.2
North,PET beverage bottles,PS,0.2
North,PET beverage bottles,PS-E,0.2
North,PET beverage bottles,PVC,0.2
North,PET beverage bottles,PET,0.2
North,PET beverage bottles,"ABS, SAN",0.2
North,PET beverage bottles,PMMA,0.2
North,PET beverage bottles,"PA (PA6, PA66)",0.2
North,PET beverage bottles,PC,0.2
North,PET beverage bottles,Other Thermoplastics,0.2
North,PET beverage bottles,PUR,0.2
North,PET beverage bottles,Other Plastics,0.2
North,PET other packaging,"PE-LD, -LLD",0.2
North,PET other packaging,"PE-HD, -MD",0.2
North,PET other packaging,PP,0.2
North,PET other packaging,PS,0.2
North,PET other packaging,PS-E,0.2
North,PET other packaging,PVC,0.2
North,PET other packaging,PET,0.2
North,PET other packaging,"ABS, SAN",0.2
North,PET other packaging,PMMA,0.2
North,PET other packaging,"PA (PA6, PA66)",0.2
North,PET other packaging,PC,0.2
North,PET other packaging,Other Thermoplastics,0.2
North,PET other packaging,PUR,0.2
North,PET other packaging,Other Plastics,0.2
North,PUR boards and panels rigid foam,"PE-LD, -LLD",65.0
North,PUR boards and panels rigid foam,"PE-HD, -MD",65.0
North,PUR boards and panels rigid foam,PP,65.0
